ECTUnitIOOutputConv_index_0,InstYear,EnergyConvTechFiltered,Year,ModelGeography,SubGeography1,ECTUnitIOOutputConv
EC_DOM,2020,EG_CCGT,2025,INDIA,SR,4233.301971174003
EC_DOM,2020,EG_CCGT,2025,INDIA,NER,4233.301971174003
EC_DOM,2020,EG_CCGT,2026,INDIA,ER,4233.301971174003
EC_DOM,2020,EG_CCGT,2026,INDIA,WR,4233.301971174003
EC_DOM,2020,EG_CCGT,2026,INDIA,NR,4233.301971174003
EC_DOM,2020,EG_CCGT,2026,INDIA,SR,4233.301971174003
EC_DOM,2020,EG_CCGT,2026,INDIA,NER,4233.301971174003
EC_DOM,2020,EG_CCGT,2027,INDIA,ER,4233.301971174003
EC_DOM,2020,EG_CCGT,2027,INDIA,WR,4233.301971174003
EC_DOM,2020,EG_CCGT,2027,INDIA,NR,4233.301971174003
EC_DOM,2020,EG_CCGT,2027,INDIA,SR,4233.301971174003
EC_DOM,2020,EG_CCGT,2027,INDIA,NER,4233.301971174003
EC_DOM,2020,EG_CCGT,2028,INDIA,ER,4233.301971174003
EC_DOM,2020,EG_CCGT,2028,INDIA,WR,4233.301971174003
EC_DOM,2020,EG_CCGT,2028,INDIA,NR,4233.301971174003
EC_DOM,2020,EG_CCGT,2028,INDIA,SR,4233.301971174003
EC_DOM,2020,EG_CCGT,2028,INDIA,NER,4233.301971174003
EC_DOM,2020,EG_CCGT,2029,INDIA,ER,4233.301971174003
EC_DOM,2020,EG_CCGT,2029,INDIA,WR,4233.301971174003
EC_DOM,2020,EG_CCGT,2029,INDIA,NR,4233.301971174003
EC_DOM,2020,EG_CCGT,2029,INDIA,SR,4233.301971174003
EC_DOM,2020,EG_CCGT,2029,INDIA,NER,4233.301971174003
EC_DOM,2020,EG_CCGT,2030,INDIA,ER,4233.301971174003
EC_DOM,2020,EG_CCGT,2030,INDIA,WR,4233.301971174003
EC_DOM,2020,EG_CCGT,2030,INDIA,NR,4233.301971174003
EC_DOM,2020,EG_CCGT,2030,INDIA,SR,4233.301971174003
EC_DOM,2020,EG_CCGT,2030,INDIA,NER,4233.301971174003
EC_DOM,2020,EG_CCGT,2031,INDIA,ER,4233.301971174003
EC_DOM,2020,EG_CCGT,2031,INDIA,WR,4233.301971174003
EC_DOM,2020,EG_CCGT,2031,INDIA,NR,4233.301971174003
EC_DOM,2020,EG_CCGT,2031,INDIA,SR,4233.301971174003
EC_DOM,2020,EG_CCGT,2031,INDIA,NER,4233.301971174003
EC_DOM,2020,EG_OCGT,2021,INDIA,ER,0.0
EC_DOM,2020,EG_OCGT,2021,INDIA,WR,0.0
EC_DOM,2020,EG_OCGT,2021,INDIA,NR,0.0
EC_DOM,2020,EG_OCGT,2021,INDIA,SR,0.0
EC_DOM,2020,EG_OCGT,2021,INDIA,NER,0.0
EC_DOM,2020,EG_OCGT,2022,INDIA,ER,0.0
EC_DOM,2020,EG_OCGT,2022,INDIA,WR,0.0
EC_DOM,2020,EG_OCGT,2022,INDIA,NR,0.0
EC_DOM,2020,EG_OCGT,2022,INDIA,SR,0.0
EC_DOM,2020,EG_OCGT,2022,INDIA,NER,0.0
EC_DOM,2020,EG_OCGT,2023,INDIA,ER,0.0
EC_DOM,2020,EG_OCGT,2023,INDIA,WR,0.0
EC_DOM,2020,EG_OCGT,2023,INDIA,NR,0.0
EC_DOM,2020,EG_OCGT,2023,INDIA,SR,0.0
EC_DOM,2020,EG_OCGT,2023,INDIA,NER,0.0
EC_DOM,2020,EG_OCGT,2024,INDIA,ER,0.0
EC_DOM,2020,EG_OCGT,2024,INDIA,WR,0.0
EC_DOM,2020,EG_OCGT,2024,INDIA,NR,0.0
EC_DOM,2020,EG_OCGT,2024,INDIA,SR,0.0
EC_DOM,2020,EG_OCGT,2024,INDIA,NER,0.0
EC_DOM,2020,EG_OCGT,2025,INDIA,ER,0.0
EC_DOM,2020,EG_OCGT,2025,INDIA,WR,0.0
EC_DOM,2020,EG_OCGT,2025,INDIA,NR,0.0
EC_DOM,2020,EG_OCGT,2025,INDIA,SR,0.0
EC_DOM,2020,EG_OCGT,2025,INDIA,NER,0.0
EC_DOM,2020,EG_OCGT,2026,INDIA,ER,0.0
EC_DOM,2020,EG_OCGT,2026,INDIA,WR,0.0
EC_DOM,2020,EG_OCGT,2026,INDIA,NR,0.0
EC_DOM,2020,EG_OCGT,2026,INDIA,SR,0.0
EC_DOM,2020,EG_OCGT,2026,INDIA,NER,0.0
EC_DOM,2020,EG_OCGT,2027,INDIA,ER,0.0
EC_DOM,2020,EG_OCGT,2027,INDIA,WR,0.0
EC_DOM,2020,EG_OCGT,2027,INDIA,NR,0.0
EC_DOM,2020,EG_OCGT,2027,INDIA,SR,0.0
EC_DOM,2020,EG_OCGT,2027,INDIA,NER,0.0
EC_DOM,2020,EG_OCGT,2028,INDIA,ER,0.0
EC_DOM,2020,EG_OCGT,2028,INDIA,WR,0.0
EC_DOM,2020,EG_OCGT,2028,INDIA,NR,0.0
EC_DOM,2020,EG_OCGT,2028,INDIA,SR,0.0
EC_DOM,2020,EG_OCGT,2028,INDIA,NER,0.0
EC_DOM,2020,EG_OCGT,2029,INDIA,ER,0.0
EC_DOM,2020,EG_OCGT,2029,INDIA,WR,0.0
EC_DOM,2020,EG_OCGT,2029,INDIA,NR,0.0
EC_DOM,2020,EG_OCGT,2029,INDIA,SR,0.0
EC_DOM,2020,EG_OCGT,2029,INDIA,NER,0.0
EC_DOM,2020,EG_OCGT,2030,INDIA,ER,0.0
EC_DOM,2020,EG_OCGT,2030,INDIA,WR,0.0
EC_DOM,2020,EG_OCGT,2030,INDIA,NR,0.0
EC_DOM,2020,EG_OCGT,2030,INDIA,SR,0.0
EC_DOM,2020,EG_OCGT,2030,INDIA,NER,0.0
EC_DOM,2020,EG_OCGT,2031,INDIA,ER,0.0
EC_DOM,2020,EG_OCGT,2031,INDIA,WR,0.0
EC_DOM,2020,EG_OCGT,2031,INDIA,NR,0.0
EC_DOM,2020,EG_OCGT,2031,INDIA,SR,0.0
EC_DOM,2020,EG_OCGT,2031,INDIA,NER,0.0
EC_DOM,2020,EG_BIOMASS,2021,INDIA,ER,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2021,INDIA,WR,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2021,INDIA,NR,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2021,INDIA,SR,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2021,INDIA,NER,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2022,INDIA,ER,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2022,INDIA,WR,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2022,INDIA,NR,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2022,INDIA,SR,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2022,INDIA,NER,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2023,INDIA,ER,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2023,INDIA,WR,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2023,INDIA,NR,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2023,INDIA,SR,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2023,INDIA,NER,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2024,INDIA,ER,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2024,INDIA,WR,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2024,INDIA,NR,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2024,INDIA,SR,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2024,INDIA,NER,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2025,INDIA,ER,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2025,INDIA,WR,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2025,INDIA,NR,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2025,INDIA,SR,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2025,INDIA,NER,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2026,INDIA,ER,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2026,INDIA,WR,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2026,INDIA,NR,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2026,INDIA,SR,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2026,INDIA,NER,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2027,INDIA,ER,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2027,INDIA,WR,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2027,INDIA,NR,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2027,INDIA,SR,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2027,INDIA,NER,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2028,INDIA,ER,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2028,INDIA,WR,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2028,INDIA,NR,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2028,INDIA,SR,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2028,INDIA,NER,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2029,INDIA,ER,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2029,INDIA,WR,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2029,INDIA,NR,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2029,INDIA,SR,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2029,INDIA,NER,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2030,INDIA,ER,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2030,INDIA,WR,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2030,INDIA,NR,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2030,INDIA,SR,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2030,INDIA,NER,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2031,INDIA,ER,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2031,INDIA,WR,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2031,INDIA,NR,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2031,INDIA,SR,1032.3450437000008
EC_DOM,2020,EG_BIOMASS,2031,INDIA,NER,1032.3450437000008
EC_DOM,2020,RF_MS,2021,INDIA,,0.9433644859813084
EC_DOM,2020,RF_MS,2022,INDIA,,0.9433644859813084
EC_DOM,2020,RF_MS,2023,INDIA,,0.9433644859813084
EC_DOM,2020,RF_MS,2024,INDIA,,0.9433644859813084
EC_DOM,2020,RF_MS,2025,INDIA,,0.9433644859813084
EC_DOM,2020,RF_MS,2026,INDIA,,0.9433644859813084
EC_DOM,2020,RF_MS,2027,INDIA,,0.9433644859813084
EC_DOM,2020,RF_MS,2028,INDIA,,0.9433644859813084
EC_DOM,2020,RF_MS,2029,INDIA,,0.9433644859813084
EC_DOM,2020,RF_MS,2030,INDIA,,0.9433644859813084
EC_DOM,2020,RF_MS,2031,INDIA,,0.9433644859813084
EC_DOM,2020,RF_HSD,2021,INDIA,,0.9752657004830918
EC_DOM,2020,RF_HSD,2022,INDIA,,0.9752657004830918
EC_DOM,2020,RF_HSD,2023,INDIA,,0.9752657004830918
EC_DOM,2020,RF_HSD,2024,INDIA,,0.9752657004830918
EC_DOM,2020,RF_HSD,2025,INDIA,,0.9752657004830918
EC_DOM,2020,RF_HSD,2026,INDIA,,0.9752657004830918
EC_DOM,2020,RF_HSD,2027,INDIA,,0.9752657004830918
EC_DOM,2020,RF_HSD,2028,INDIA,,0.9752657004830918
EC_DOM,2020,RF_HSD,2029,INDIA,,0.9752657004830918
EC_DOM,2020,RF_HSD,2030,INDIA,,0.9752657004830918
EC_DOM,2020,RF_HSD,2031,INDIA,,0.9752657004830918
EC_DOM,2020,RF_ATF,2021,INDIA,,0.947793427230047
EC_DOM,2020,RF_ATF,2022,INDIA,,0.947793427230047
EC_DOM,2020,RF_ATF,2023,INDIA,,0.947793427230047
EC_DOM,2020,RF_ATF,2024,INDIA,,0.947793427230047
EC_DOM,2020,RF_ATF,2025,INDIA,,0.947793427230047
EC_DOM,2020,RF_ATF,2026,INDIA,,0.947793427230047
EC_DOM,2020,RF_ATF,2027,INDIA,,0.947793427230047
EC_DOM,2020,RF_ATF,2028,INDIA,,0.947793427230047
EC_DOM,2020,RF_ATF,2029,INDIA,,0.947793427230047
EC_DOM,2020,RF_ATF,2030,INDIA,,0.947793427230047
EC_DOM,2020,RF_ATF,2031,INDIA,,0.947793427230047
EC_DOM,2020,RF_LPG,2021,INDIA,,0.8932743362831859
EC_DOM,2020,RF_LPG,2022,INDIA,,0.8932743362831859
EC_DOM,2020,RF_LPG,2023,INDIA,,0.8932743362831859
EC_DOM,2020,RF_LPG,2024,INDIA,,0.8932743362831859
EC_DOM,2020,RF_LPG,2025,INDIA,,0.8932743362831859
EC_DOM,2020,RF_LPG,2026,INDIA,,0.8932743362831859
EC_DOM,2020,RF_LPG,2027,INDIA,,0.8932743362831859
EC_DOM,2020,RF_LPG,2028,INDIA,,0.8932743362831859
EC_DOM,2020,RF_LPG,2029,INDIA,,0.8932743362831859
EC_DOM,2020,RF_LPG,2030,INDIA,,0.8932743362831859
EC_DOM,2020,RF_LPG,2031,INDIA,,0.8932743362831859
EC_DOM,2020,RF_OTHERPP,2021,INDIA,,1.0514583333333334
EC_DOM,2020,RF_OTHERPP,2022,INDIA,,1.0514583333333334
EC_DOM,2020,RF_OTHERPP,2023,INDIA,,1.0514583333333334
EC_DOM,2020,RF_OTHERPP,2024,INDIA,,1.0514583333333334
EC_DOM,2020,RF_OTHERPP,2025,INDIA,,1.0514583333333334
EC_DOM,2020,RF_OTHERPP,2026,INDIA,,1.0514583333333334
EC_DOM,2020,RF_OTHERPP,2027,INDIA,,1.0514583333333334
EC_DOM,2020,RF_OTHERPP,2028,INDIA,,1.0514583333333334
EC_DOM,2020,RF_OTHERPP,2029,INDIA,,1.0514583333333334
EC_DOM,2020,RF_OTHERPP,2030,INDIA,,1.0514583333333334
EC_DOM,2020,RF_OTHERPP,2031,INDIA,,1.0514583333333334
EC_DOM,2021,EG_COAL,2021,INDIA,ER,1801.8085804578657
EC_DOM,2021,EG_COAL,2021,INDIA,WR,1801.8085804578657
EC_DOM,2021,EG_COAL,2021,INDIA,NR,1801.8085804578657
EC_DOM,2021,EG_COAL,2021,INDIA,SR,1801.8085804578657
EC_DOM,2021,EG_COAL,2021,INDIA,NER,1801.8085804578657
EC_DOM,2021,EG_COAL,2022,INDIA,ER,1801.8085804578657
EC_DOM,2021,EG_COAL,2022,INDIA,WR,1801.8085804578657
EC_DOM,2021,EG_COAL,2022,INDIA,NR,1801.8085804578657
EC_DOM,2021,EG_COAL,2022,INDIA,SR,1801.8085804578657
EC_DOM,2021,EG_COAL,2022,INDIA,NER,1801.8085804578657
EC_DOM,2021,EG_COAL,2023,INDIA,ER,1801.8085804578657
EC_DOM,2021,EG_COAL,2023,INDIA,WR,1801.8085804578657
EC_DOM,2021,EG_COAL,2023,INDIA,NR,1801.8085804578657
EC_DOM,2021,EG_COAL,2023,INDIA,SR,1801.8085804578657
EC_DOM,2021,EG_COAL,2023,INDIA,NER,1801.8085804578657
EC_DOM,2021,EG_COAL,2024,INDIA,ER,1801.8085804578657
EC_DOM,2021,EG_COAL,2024,INDIA,WR,1801.8085804578657
EC_DOM,2021,EG_COAL,2024,INDIA,NR,1801.8085804578657
EC_DOM,2021,EG_COAL,2024,INDIA,SR,1801.8085804578657
EC_DOM,2021,EG_COAL,2024,INDIA,NER,1801.8085804578657
EC_DOM,2021,EG_COAL,2025,INDIA,ER,1801.8085804578657
EC_DOM,2021,EG_COAL,2025,INDIA,WR,1801.8085804578657
EC_DOM,2021,EG_COAL,2025,INDIA,NR,1801.8085804578657
EC_DOM,2021,EG_COAL,2025,INDIA,SR,1801.8085804578657
EC_DOM,2021,EG_COAL,2025,INDIA,NER,1801.8085804578657
EC_DOM,2021,EG_COAL,2026,INDIA,ER,1801.8085804578657
EC_DOM,2021,EG_COAL,2026,INDIA,WR,1801.8085804578657
EC_DOM,2021,EG_COAL,2026,INDIA,NR,1801.8085804578657
EC_DOM,2021,EG_COAL,2026,INDIA,SR,1801.8085804578657
EC_DOM,2021,EG_COAL,2026,INDIA,NER,1801.8085804578657
EC_DOM,2021,EG_COAL,2027,INDIA,ER,1801.8085804578657
EC_DOM,2021,EG_COAL,2027,INDIA,WR,1801.8085804578657
EC_DOM,2021,EG_COAL,2027,INDIA,NR,1801.8085804578657
EC_DOM,2021,EG_COAL,2027,INDIA,SR,1801.8085804578657
EC_DOM,2021,EG_COAL,2027,INDIA,NER,1801.8085804578657
EC_DOM,2021,EG_COAL,2028,INDIA,ER,1801.8085804578657
EC_DOM,2021,EG_COAL,2028,INDIA,WR,1801.8085804578657
EC_DOM,2021,EG_COAL,2028,INDIA,NR,1801.8085804578657
EC_DOM,2021,EG_COAL,2028,INDIA,SR,1801.8085804578657
EC_DOM,2021,EG_COAL,2028,INDIA,NER,1801.8085804578657
EC_DOM,2021,EG_COAL,2029,INDIA,ER,1801.8085804578657
EC_DOM,2021,EG_COAL,2029,INDIA,WR,1801.8085804578657
EC_DOM,2021,EG_COAL,2029,INDIA,NR,1801.8085804578657
EC_DOM,2021,EG_COAL,2029,INDIA,SR,1801.8085804578657
EC_DOM,2021,EG_COAL,2029,INDIA,NER,1801.8085804578657
EC_DOM,2021,EG_COAL,2030,INDIA,ER,1801.8085804578657
EC_DOM,2021,EG_COAL,2030,INDIA,WR,1801.8085804578657
EC_DOM,2021,EG_COAL,2030,INDIA,NR,1801.8085804578657
EC_DOM,2021,EG_COAL,2030,INDIA,SR,1801.8085804578657
EC_DOM,2021,EG_COAL,2030,INDIA,NER,1801.8085804578657
EC_DOM,2021,EG_COAL,2031,INDIA,ER,1801.8085804578657
EC_DOM,2021,EG_COAL,2031,INDIA,WR,1801.8085804578657
EC_DOM,2021,EG_COAL,2031,INDIA,NR,1801.8085804578657
EC_DOM,2021,EG_COAL,2031,INDIA,SR,1801.8085804578657
EC_DOM,2021,EG_COAL,2031,INDIA,NER,1801.8085804578657
EC_DOM,2021,EG_CCGT,2021,INDIA,ER,4233.301971174003
EC_DOM,2021,EG_CCGT,2021,INDIA,WR,4233.301971174003
EC_DOM,2021,EG_CCGT,2021,INDIA,NR,4233.301971174003
EC_DOM,2021,EG_CCGT,2021,INDIA,SR,4233.301971174003
EC_DOM,2021,EG_CCGT,2021,INDIA,NER,4233.301971174003
EC_DOM,2021,EG_CCGT,2022,INDIA,ER,4233.301971174003
EC_DOM,2021,EG_CCGT,2022,INDIA,WR,4233.301971174003
EC_DOM,2021,EG_CCGT,2022,INDIA,NR,4233.301971174003
EC_DOM,2021,EG_CCGT,2022,INDIA,SR,4233.301971174003
EC_DOM,2021,EG_CCGT,2022,INDIA,NER,4233.301971174003
EC_DOM,2021,EG_CCGT,2023,INDIA,ER,4233.301971174003
EC_DOM,2021,EG_CCGT,2023,INDIA,WR,4233.301971174003
EC_DOM,2021,EG_CCGT,2023,INDIA,NR,4233.301971174003
EC_DOM,2021,EG_CCGT,2023,INDIA,SR,4233.301971174003
EC_DOM,2021,EG_CCGT,2023,INDIA,NER,4233.301971174003
EC_DOM,2021,EG_CCGT,2024,INDIA,ER,4233.301971174003
EC_DOM,2021,EG_CCGT,2024,INDIA,WR,4233.301971174003
EC_DOM,2021,EG_CCGT,2024,INDIA,NR,4233.301971174003
EC_DOM,2021,EG_CCGT,2024,INDIA,SR,4233.301971174003
EC_DOM,2021,EG_CCGT,2024,INDIA,NER,4233.301971174003
EC_DOM,2021,EG_CCGT,2025,INDIA,ER,4233.301971174003
EC_DOM,2021,EG_CCGT,2025,INDIA,WR,4233.301971174003
EC_DOM,2021,EG_CCGT,2025,INDIA,NR,4233.301971174003
EC_DOM,2021,EG_CCGT,2025,INDIA,SR,4233.301971174003
EC_DOM,2021,EG_CCGT,2025,INDIA,NER,4233.301971174003
EC_DOM,2021,EG_CCGT,2026,INDIA,ER,4233.301971174003
EC_DOM,2021,EG_CCGT,2026,INDIA,WR,4233.301971174003
EC_DOM,2021,EG_CCGT,2026,INDIA,NR,4233.301971174003
EC_DOM,2021,EG_CCGT,2026,INDIA,SR,4233.301971174003
EC_DOM,2021,EG_CCGT,2026,INDIA,NER,4233.301971174003
EC_DOM,2021,EG_CCGT,2027,INDIA,ER,4233.301971174003
EC_DOM,2021,EG_CCGT,2027,INDIA,WR,4233.301971174003
EC_DOM,2021,EG_CCGT,2027,INDIA,NR,4233.301971174003
EC_DOM,2021,EG_CCGT,2027,INDIA,SR,4233.301971174003
EC_DOM,2021,EG_CCGT,2027,INDIA,NER,4233.301971174003
EC_DOM,2021,EG_CCGT,2028,INDIA,ER,4233.301971174003
EC_DOM,2021,EG_CCGT,2028,INDIA,WR,4233.301971174003
EC_DOM,2021,EG_CCGT,2028,INDIA,NR,4233.301971174003
EC_DOM,2021,EG_CCGT,2028,INDIA,SR,4233.301971174003
EC_DOM,2021,EG_CCGT,2028,INDIA,NER,4233.301971174003
EC_DOM,2021,EG_CCGT,2029,INDIA,ER,4233.301971174003
EC_DOM,2021,EG_CCGT,2029,INDIA,WR,4233.301971174003
EC_DOM,2021,EG_CCGT,2029,INDIA,NR,4233.301971174003
EC_DOM,2021,EG_CCGT,2029,INDIA,SR,4233.301971174003
EC_DOM,2021,EG_CCGT,2029,INDIA,NER,4233.301971174003
EC_DOM,2021,EG_CCGT,2030,INDIA,ER,4233.301971174003
EC_DOM,2021,EG_CCGT,2030,INDIA,WR,4233.301971174003
EC_DOM,2021,EG_CCGT,2030,INDIA,NR,4233.301971174003
EC_DOM,2021,EG_CCGT,2030,INDIA,SR,4233.301971174003
EC_DOM,2021,EG_CCGT,2030,INDIA,NER,4233.301971174003
