ModelGeography,SubGeography1,SubGeography2,Year,ServiceTechCategory,ServiceTech,NumInstances
INDIA,SR,AP,2034,LGV,LGV_MS,266183
INDIA,SR,AP,2034,LGV,LGV_NATGAS,266183
INDIA,SR,AP,2035,LGV,LGV_HSD,276184
INDIA,SR,AP,2035,LGV,LGV_E,276184
INDIA,SR,AP,2035,LGV,LGV_MS,276184
INDIA,SR,AP,2035,LGV,LGV_NATGAS,276184
INDIA,SR,AP,2036,LGV,LGV_HSD,288668
INDIA,SR,AP,2036,LGV,LGV_E,288668
INDIA,SR,AP,2036,LGV,LGV_MS,288668
INDIA,SR,AP,2036,LGV,LGV_NATGAS,288668
INDIA,SR,AP,2037,LGV,LGV_HSD,301780
INDIA,SR,AP,2037,LGV,LGV_E,301780
INDIA,SR,AP,2037,LGV,LGV_MS,301780
INDIA,SR,AP,2037,LGV,LGV_NATGAS,301780
INDIA,SR,AP,2038,LGV,LGV_HSD,315580
INDIA,SR,AP,2038,LGV,LGV_E,315580
INDIA,SR,AP,2038,LGV,LGV_MS,315580
INDIA,SR,AP,2038,LGV,LGV_NATGAS,315580
INDIA,SR,AP,2039,LGV,LGV_HSD,330152
INDIA,SR,AP,2039,LGV,LGV_E,330152
INDIA,SR,AP,2039,LGV,LGV_MS,330152
INDIA,SR,AP,2039,LGV,LGV_NATGAS,330152
INDIA,SR,AP,2040,LGV,LGV_HSD,345487
INDIA,SR,AP,2040,LGV,LGV_E,345487
INDIA,SR,AP,2040,LGV,LGV_MS,345487
INDIA,SR,AP,2040,LGV,LGV_NATGAS,345487
INDIA,SR,AP,2041,LGV,LGV_HSD,361693
INDIA,SR,AP,2041,LGV,LGV_E,361693
INDIA,SR,AP,2041,LGV,LGV_MS,361693
INDIA,SR,AP,2041,LGV,LGV_NATGAS,361693
INDIA,NER,AS,2014,LGV,LGV_HSD,72687
INDIA,NER,AS,2014,LGV,LGV_E,72687
INDIA,NER,AS,2014,LGV,LGV_MS,72687
INDIA,NER,AS,2014,LGV,LGV_NATGAS,72687
INDIA,NER,AS,2015,LGV,LGV_HSD,78491
INDIA,NER,AS,2015,LGV,LGV_E,78491
INDIA,NER,AS,2015,LGV,LGV_MS,78491
INDIA,NER,AS,2015,LGV,LGV_NATGAS,78491
INDIA,NER,AS,2016,LGV,LGV_HSD,86388
INDIA,NER,AS,2016,LGV,LGV_E,86388
INDIA,NER,AS,2016,LGV,LGV_MS,86388
INDIA,NER,AS,2016,LGV,LGV_NATGAS,86388
INDIA,NER,AS,2017,LGV,LGV_HSD,97763
INDIA,NER,AS,2017,LGV,LGV_E,97763
INDIA,NER,AS,2017,LGV,LGV_MS,97763
INDIA,NER,AS,2017,LGV,LGV_NATGAS,97763
INDIA,NER,AS,2018,LGV,LGV_HSD,115762
INDIA,NER,AS,2018,LGV,LGV_E,115762
INDIA,NER,AS,2018,LGV,LGV_MS,115762
INDIA,NER,AS,2018,LGV,LGV_NATGAS,115762
INDIA,NER,AS,2019,LGV,LGV_HSD,144061
INDIA,NER,AS,2019,LGV,LGV_E,144061
INDIA,NER,AS,2019,LGV,LGV_MS,144061
INDIA,NER,AS,2019,LGV,LGV_NATGAS,144061
INDIA,NER,AS,2020,LGV,LGV_HSD,167056
INDIA,NER,AS,2020,LGV,LGV_E,167056
INDIA,NER,AS,2020,LGV,LGV_MS,167056
INDIA,NER,AS,2020,LGV,LGV_NATGAS,167056
INDIA,NER,AS,2021,LGV,LGV_HSD,183355
INDIA,NER,AS,2021,LGV,LGV_E,183355
INDIA,NER,AS,2021,LGV,LGV_MS,183355
INDIA,NER,AS,2021,LGV,LGV_NATGAS,183355
INDIA,NER,AS,2022,LGV,LGV_HSD,198755
INDIA,NER,AS,2022,LGV,LGV_E,198755
INDIA,NER,AS,2022,LGV,LGV_MS,198755
INDIA,NER,AS,2022,LGV,LGV_NATGAS,198755
INDIA,NER,AS,2023,LGV,LGV_HSD,221252
INDIA,NER,AS,2023,LGV,LGV_E,221252
INDIA,NER,AS,2023,LGV,LGV_MS,221252
INDIA,NER,AS,2023,LGV,LGV_NATGAS,221252
INDIA,NER,AS,2024,LGV,LGV_HSD,245940
INDIA,NER,AS,2024,LGV,LGV_E,245940
INDIA,NER,AS,2024,LGV,LGV_MS,245940
INDIA,NER,AS,2024,LGV,LGV_NATGAS,245940
INDIA,NER,AS,2025,LGV,LGV_HSD,266140
INDIA,NER,AS,2025,LGV,LGV_E,266140
INDIA,NER,AS,2025,LGV,LGV_MS,266140
INDIA,NER,AS,2025,LGV,LGV_NATGAS,266140
INDIA,NER,AS,2026,LGV,LGV_HSD,283917
INDIA,NER,AS,2026,LGV,LGV_E,283917
INDIA,NER,AS,2026,LGV,LGV_MS,283917
INDIA,NER,AS,2026,LGV,LGV_NATGAS,283917
INDIA,NER,AS,2027,LGV,LGV_HSD,300035
INDIA,NER,AS,2027,LGV,LGV_E,300035
INDIA,NER,AS,2027,LGV,LGV_MS,300035
INDIA,NER,AS,2027,LGV,LGV_NATGAS,300035
INDIA,NER,AS,2028,LGV,LGV_HSD,315363
INDIA,NER,AS,2028,LGV,LGV_E,315363
INDIA,NER,AS,2028,LGV,LGV_MS,315363
INDIA,NER,AS,2028,LGV,LGV_NATGAS,315363
INDIA,NER,AS,2029,LGV,LGV_HSD,329866
INDIA,NER,AS,2029,LGV,LGV_E,329866
INDIA,NER,AS,2029,LGV,LGV_MS,329866
INDIA,NER,AS,2029,LGV,LGV_NATGAS,329866
INDIA,NER,AS,2030,LGV,LGV_HSD,343523
INDIA,NER,AS,2030,LGV,LGV_E,343523
INDIA,NER,AS,2030,LGV,LGV_MS,343523
INDIA,NER,AS,2030,LGV,LGV_NATGAS,343523
INDIA,NER,AS,2031,LGV,LGV_HSD,357761
INDIA,NER,AS,2031,LGV,LGV_E,357761
INDIA,NER,AS,2031,LGV,LGV_MS,357761
INDIA,NER,AS,2031,LGV,LGV_NATGAS,357761
INDIA,NER,AS,2032,LGV,LGV_HSD,372610
INDIA,NER,AS,2032,LGV,LGV_E,372610
INDIA,NER,AS,2032,LGV,LGV_MS,372610
INDIA,NER,AS,2032,LGV,LGV_NATGAS,372610
INDIA,NER,AS,2033,LGV,LGV_HSD,388103
INDIA,NER,AS,2033,LGV,LGV_E,388103
INDIA,NER,AS,2033,LGV,LGV_MS,388103
INDIA,NER,AS,2033,LGV,LGV_NATGAS,388103
INDIA,NER,AS,2034,LGV,LGV_HSD,404278
INDIA,NER,AS,2034,LGV,LGV_E,404278
INDIA,NER,AS,2034,LGV,LGV_MS,404278
INDIA,NER,AS,2034,LGV,LGV_NATGAS,404278
INDIA,NER,AS,2035,LGV,LGV_HSD,421180
INDIA,NER,AS,2035,LGV,LGV_E,421180
INDIA,NER,AS,2035,LGV,LGV_MS,421180
INDIA,NER,AS,2035,LGV,LGV_NATGAS,421180
INDIA,NER,AS,2036,LGV,LGV_HSD,438863
INDIA,NER,AS,2036,LGV,LGV_E,438863
INDIA,NER,AS,2036,LGV,LGV_MS,438863
INDIA,NER,AS,2036,LGV,LGV_NATGAS,438863
INDIA,NER,AS,2037,LGV,LGV_HSD,457383
INDIA,NER,AS,2037,LGV,LGV_E,457383
INDIA,NER,AS,2037,LGV,LGV_MS,457383
INDIA,NER,AS,2037,LGV,LGV_NATGAS,457383
INDIA,NER,AS,2038,LGV,LGV_HSD,476826
INDIA,NER,AS,2038,LGV,LGV_E,476826
INDIA,NER,AS,2038,LGV,LGV_MS,476826
INDIA,NER,AS,2038,LGV,LGV_NATGAS,476826
INDIA,NER,AS,2039,LGV,LGV_HSD,497303
INDIA,NER,AS,2039,LGV,LGV_E,497303
INDIA,NER,AS,2039,LGV,LGV_MS,497303
INDIA,NER,AS,2039,LGV,LGV_NATGAS,497303
INDIA,NER,AS,2040,LGV,LGV_HSD,518800
INDIA,NER,AS,2040,LGV,LGV_E,518800
INDIA,NER,AS,2040,LGV,LGV_MS,518800
INDIA,NER,AS,2040,LGV,LGV_NATGAS,518800
INDIA,NER,AS,2041,LGV,LGV_HSD,541463
INDIA,NER,AS,2041,LGV,LGV_E,541463
INDIA,NER,AS,2041,LGV,LGV_MS,541463
INDIA,NER,AS,2041,LGV,LGV_NATGAS,541463
INDIA,ER,BR,2014,LGV,LGV_HSD,61885
INDIA,ER,BR,2014,LGV,LGV_E,61885
INDIA,ER,BR,2014,LGV,LGV_MS,61885
INDIA,ER,BR,2014,LGV,LGV_NATGAS,61885
INDIA,ER,BR,2015,LGV,LGV_HSD,117634
INDIA,ER,BR,2015,LGV,LGV_E,117634
INDIA,ER,BR,2015,LGV,LGV_MS,117634
INDIA,ER,BR,2015,LGV,LGV_NATGAS,117634
INDIA,ER,BR,2016,LGV,LGV_HSD,168787
INDIA,ER,BR,2016,LGV,LGV_E,168787
INDIA,ER,BR,2016,LGV,LGV_MS,168787
INDIA,ER,BR,2016,LGV,LGV_NATGAS,168787
INDIA,ER,BR,2017,LGV,LGV_HSD,221821
INDIA,ER,BR,2017,LGV,LGV_E,221821
INDIA,ER,BR,2017,LGV,LGV_MS,221821
INDIA,ER,BR,2017,LGV,LGV_NATGAS,221821
INDIA,ER,BR,2018,LGV,LGV_HSD,267560
INDIA,ER,BR,2018,LGV,LGV_E,267560
INDIA,ER,BR,2018,LGV,LGV_MS,267560
INDIA,ER,BR,2018,LGV,LGV_NATGAS,267560
INDIA,ER,BR,2019,LGV,LGV_HSD,323739
INDIA,ER,BR,2019,LGV,LGV_E,323739
INDIA,ER,BR,2019,LGV,LGV_MS,323739
INDIA,ER,BR,2019,LGV,LGV_NATGAS,323739
INDIA,ER,BR,2020,LGV,LGV_HSD,378820
INDIA,ER,BR,2020,LGV,LGV_E,378820
INDIA,ER,BR,2020,LGV,LGV_MS,378820
INDIA,ER,BR,2020,LGV,LGV_NATGAS,378820
INDIA,ER,BR,2021,LGV,LGV_HSD,425337
INDIA,ER,BR,2021,LGV,LGV_E,425337
INDIA,ER,BR,2021,LGV,LGV_MS,425337
INDIA,ER,BR,2021,LGV,LGV_NATGAS,425337
INDIA,ER,BR,2022,LGV,LGV_HSD,457788
INDIA,ER,BR,2022,LGV,LGV_E,457788
INDIA,ER,BR,2022,LGV,LGV_MS,457788
INDIA,ER,BR,2022,LGV,LGV_NATGAS,457788
INDIA,ER,BR,2023,LGV,LGV_HSD,492619
INDIA,ER,BR,2023,LGV,LGV_E,492619
INDIA,ER,BR,2023,LGV,LGV_MS,492619
INDIA,ER,BR,2023,LGV,LGV_NATGAS,492619
INDIA,ER,BR,2024,LGV,LGV_HSD,614177
INDIA,ER,BR,2024,LGV,LGV_E,614177
INDIA,ER,BR,2024,LGV,LGV_MS,614177
INDIA,ER,BR,2024,LGV,LGV_NATGAS,614177
INDIA,ER,BR,2025,LGV,LGV_HSD,719235
INDIA,ER,BR,2025,LGV,LGV_E,719235
INDIA,ER,BR,2025,LGV,LGV_MS,719235
INDIA,ER,BR,2025,LGV,LGV_NATGAS,719235
INDIA,ER,BR,2026,LGV,LGV_HSD,806085
INDIA,ER,BR,2026,LGV,LGV_E,806085
INDIA,ER,BR,2026,LGV,LGV_MS,806085
INDIA,ER,BR,2026,LGV,LGV_NATGAS,806085
INDIA,ER,BR,2027,LGV,LGV_HSD,879067
INDIA,ER,BR,2027,LGV,LGV_E,879067
INDIA,ER,BR,2027,LGV,LGV_MS,879067
INDIA,ER,BR,2027,LGV,LGV_NATGAS,879067
INDIA,ER,BR,2028,LGV,LGV_HSD,942727
INDIA,ER,BR,2028,LGV,LGV_E,942727
INDIA,ER,BR,2028,LGV,LGV_MS,942727
INDIA,ER,BR,2028,LGV,LGV_NATGAS,942727
INDIA,ER,BR,2029,LGV,LGV_HSD,997338
INDIA,ER,BR,2029,LGV,LGV_E,997338
INDIA,ER,BR,2029,LGV,LGV_MS,997338
INDIA,ER,BR,2029,LGV,LGV_NATGAS,997338
INDIA,ER,BR,2030,LGV,LGV_HSD,1049354
INDIA,ER,BR,2030,LGV,LGV_E,1049354
INDIA,ER,BR,2030,LGV,LGV_MS,1049354
INDIA,ER,BR,2030,LGV,LGV_NATGAS,1049354
INDIA,ER,BR,2031,LGV,LGV_HSD,1098642
INDIA,ER,BR,2031,LGV,LGV_E,1098642
INDIA,ER,BR,2031,LGV,LGV_MS,1098642
INDIA,ER,BR,2031,LGV,LGV_NATGAS,1098642
INDIA,ER,BR,2032,LGV,LGV_HSD,1145149
INDIA,ER,BR,2032,LGV,LGV_E,1145149
INDIA,ER,BR,2032,LGV,LGV_MS,1145149
INDIA,ER,BR,2032,LGV,LGV_NATGAS,1145149
INDIA,ER,BR,2033,LGV,LGV_HSD,1193708
INDIA,ER,BR,2033,LGV,LGV_E,1193708
INDIA,ER,BR,2033,LGV,LGV_MS,1193708
INDIA,ER,BR,2033,LGV,LGV_NATGAS,1193708
INDIA,ER,BR,2034,LGV,LGV_HSD,1244446
INDIA,ER,BR,2034,LGV,LGV_E,1244446
INDIA,ER,BR,2034,LGV,LGV_MS,1244446
INDIA,ER,BR,2034,LGV,LGV_NATGAS,1244446
INDIA,ER,BR,2035,LGV,LGV_HSD,1297499
INDIA,ER,BR,2035,LGV,LGV_E,1297499
INDIA,ER,BR,2035,LGV,LGV_MS,1297499
INDIA,ER,BR,2035,LGV,LGV_NATGAS,1297499
INDIA,ER,BR,2036,LGV,LGV_HSD,1353043
INDIA,ER,BR,2036,LGV,LGV_E,1353043
INDIA,ER,BR,2036,LGV,LGV_MS,1353043
INDIA,ER,BR,2036,LGV,LGV_NATGAS,1353043
INDIA,ER,BR,2037,LGV,LGV_HSD,1411261
INDIA,ER,BR,2037,LGV,LGV_E,1411261
INDIA,ER,BR,2037,LGV,LGV_MS,1411261
INDIA,ER,BR,2037,LGV,LGV_NATGAS,1411261
INDIA,ER,BR,2038,LGV,LGV_HSD,1472414
INDIA,ER,BR,2038,LGV,LGV_E,1472414
INDIA,ER,BR,2038,LGV,LGV_MS,1472414
INDIA,ER,BR,2038,LGV,LGV_NATGAS,1472414
INDIA,ER,BR,2039,LGV,LGV_HSD,1536868
INDIA,ER,BR,2039,LGV,LGV_E,1536868
INDIA,ER,BR,2039,LGV,LGV_MS,1536868
INDIA,ER,BR,2039,LGV,LGV_NATGAS,1536868
INDIA,ER,BR,2040,LGV,LGV_HSD,1604570
INDIA,ER,BR,2040,LGV,LGV_E,1604570
INDIA,ER,BR,2040,LGV,LGV_MS,1604570
INDIA,ER,BR,2040,LGV,LGV_NATGAS,1604570
INDIA,ER,BR,2041,LGV,LGV_HSD,1675986
INDIA,ER,BR,2041,LGV,LGV_E,1675986
INDIA,ER,BR,2041,LGV,LGV_MS,1675986
INDIA,ER,BR,2041,LGV,LGV_NATGAS,1675986
INDIA,WR,CG,2014,LGV,LGV_HSD,62207
INDIA,WR,CG,2014,LGV,LGV_E,62207
INDIA,WR,CG,2014,LGV,LGV_MS,62207
INDIA,WR,CG,2014,LGV,LGV_NATGAS,62207
INDIA,WR,CG,2015,LGV,LGV_HSD,66456
INDIA,WR,CG,2015,LGV,LGV_E,66456
INDIA,WR,CG,2015,LGV,LGV_MS,66456
INDIA,WR,CG,2015,LGV,LGV_NATGAS,66456
INDIA,WR,CG,2016,LGV,LGV_HSD,69292
INDIA,WR,CG,2016,LGV,LGV_E,69292
INDIA,WR,CG,2016,LGV,LGV_MS,69292
INDIA,WR,CG,2016,LGV,LGV_NATGAS,69292
INDIA,WR,CG,2017,LGV,LGV_HSD,72558
INDIA,WR,CG,2017,LGV,LGV_E,72558
INDIA,WR,CG,2017,LGV,LGV_MS,72558
INDIA,WR,CG,2017,LGV,LGV_NATGAS,72558
INDIA,WR,CG,2018,LGV,LGV_HSD,79337
INDIA,WR,CG,2018,LGV,LGV_E,79337
INDIA,WR,CG,2018,LGV,LGV_MS,79337
INDIA,WR,CG,2018,LGV,LGV_NATGAS,79337
INDIA,WR,CG,2019,LGV,LGV_HSD,87347
INDIA,WR,CG,2019,LGV,LGV_E,87347
INDIA,WR,CG,2019,LGV,LGV_MS,87347
INDIA,WR,CG,2019,LGV,LGV_NATGAS,87347
INDIA,WR,CG,2020,LGV,LGV_HSD,94853
INDIA,WR,CG,2020,LGV,LGV_E,94853
INDIA,WR,CG,2020,LGV,LGV_MS,94853
INDIA,WR,CG,2020,LGV,LGV_NATGAS,94853
INDIA,WR,CG,2021,LGV,LGV_HSD,96818
INDIA,WR,CG,2021,LGV,LGV_E,96818
INDIA,WR,CG,2021,LGV,LGV_MS,96818
INDIA,WR,CG,2021,LGV,LGV_NATGAS,96818
INDIA,WR,CG,2022,LGV,LGV_HSD,99519
INDIA,WR,CG,2022,LGV,LGV_E,99519
INDIA,WR,CG,2022,LGV,LGV_MS,99519
INDIA,WR,CG,2022,LGV,LGV_NATGAS,99519
INDIA,WR,CG,2023,LGV,LGV_HSD,105230
INDIA,WR,CG,2023,LGV,LGV_E,105230
INDIA,WR,CG,2023,LGV,LGV_MS,105230
INDIA,WR,CG,2023,LGV,LGV_NATGAS,105230
INDIA,WR,CG,2024,LGV,LGV_HSD,111362
INDIA,WR,CG,2024,LGV,LGV_E,111362
INDIA,WR,CG,2024,LGV,LGV_MS,111362
INDIA,WR,CG,2024,LGV,LGV_NATGAS,111362
INDIA,WR,CG,2025,LGV,LGV_HSD,117036
INDIA,WR,CG,2025,LGV,LGV_E,117036
INDIA,WR,CG,2025,LGV,LGV_MS,117036
INDIA,WR,CG,2025,LGV,LGV_NATGAS,117036
INDIA,WR,CG,2026,LGV,LGV_HSD,122542
INDIA,WR,CG,2026,LGV,LGV_E,122542
INDIA,WR,CG,2026,LGV,LGV_MS,122542
INDIA,WR,CG,2026,LGV,LGV_NATGAS,122542
INDIA,WR,CG,2027,LGV,LGV_HSD,127730
INDIA,WR,CG,2027,LGV,LGV_E,127730
INDIA,WR,CG,2027,LGV,LGV_MS,127730
INDIA,WR,CG,2027,LGV,LGV_NATGAS,127730
INDIA,WR,CG,2028,LGV,LGV_HSD,133141
INDIA,WR,CG,2028,LGV,LGV_E,133141
INDIA,WR,CG,2028,LGV,LGV_MS,133141
INDIA,WR,CG,2028,LGV,LGV_NATGAS,133141
INDIA,WR,CG,2029,LGV,LGV_HSD,138782
INDIA,WR,CG,2029,LGV,LGV_E,138782
INDIA,WR,CG,2029,LGV,LGV_MS,138782
INDIA,WR,CG,2029,LGV,LGV_NATGAS,138782
INDIA,WR,CG,2030,LGV,LGV_HSD,144668
INDIA,WR,CG,2030,LGV,LGV_E,144668
INDIA,WR,CG,2030,LGV,LGV_MS,144668
INDIA,WR,CG,2030,LGV,LGV_NATGAS,144668
INDIA,WR,CG,2031,LGV,LGV_HSD,150807
INDIA,WR,CG,2031,LGV,LGV_E,150807
INDIA,WR,CG,2031,LGV,LGV_MS,150807
INDIA,WR,CG,2031,LGV,LGV_NATGAS,150807
INDIA,WR,CG,2032,LGV,LGV_HSD,157217
INDIA,WR,CG,2032,LGV,LGV_E,157217
INDIA,WR,CG,2032,LGV,LGV_MS,157217
INDIA,WR,CG,2032,LGV,LGV_NATGAS,157217
INDIA,WR,CG,2033,LGV,LGV_HSD,163911
INDIA,WR,CG,2033,LGV,LGV_E,163911
INDIA,WR,CG,2033,LGV,LGV_MS,163911
INDIA,WR,CG,2033,LGV,LGV_NATGAS,163911
INDIA,WR,CG,2034,LGV,LGV_HSD,170905
INDIA,WR,CG,2034,LGV,LGV_E,170905
INDIA,WR,CG,2034,LGV,LGV_MS,170905
INDIA,WR,CG,2034,LGV,LGV_NATGAS,170905
INDIA,WR,CG,2035,LGV,LGV_HSD,178221
INDIA,WR,CG,2035,LGV,LGV_E,178221
INDIA,WR,CG,2035,LGV,LGV_MS,178221
INDIA,WR,CG,2035,LGV,LGV_NATGAS,178221
INDIA,WR,CG,2036,LGV,LGV_HSD,185881
INDIA,WR,CG,2036,LGV,LGV_E,185881
INDIA,WR,CG,2036,LGV,LGV_MS,185881
INDIA,WR,CG,2036,LGV,LGV_NATGAS,185881
INDIA,WR,CG,2037,LGV,LGV_HSD,193911
INDIA,WR,CG,2037,LGV,LGV_E,193911
INDIA,WR,CG,2037,LGV,LGV_MS,193911
INDIA,WR,CG,2037,LGV,LGV_NATGAS,193911
INDIA,WR,CG,2038,LGV,LGV_HSD,202346
INDIA,WR,CG,2038,LGV,LGV_E,202346
INDIA,WR,CG,2038,LGV,LGV_MS,202346
INDIA,WR,CG,2038,LGV,LGV_NATGAS,202346
INDIA,WR,CG,2039,LGV,LGV_HSD,211239
INDIA,WR,CG,2039,LGV,LGV_E,211239
INDIA,WR,CG,2039,LGV,LGV_MS,211239
INDIA,WR,CG,2039,LGV,LGV_NATGAS,211239
INDIA,WR,CG,2040,LGV,LGV_HSD,220581
INDIA,WR,CG,2040,LGV,LGV_E,220581
INDIA,WR,CG,2040,LGV,LGV_MS,220581
INDIA,WR,CG,2040,LGV,LGV_NATGAS,220581
INDIA,WR,CG,2041,LGV,LGV_HSD,230437
INDIA,WR,CG,2041,LGV,LGV_E,230437
INDIA,WR,CG,2041,LGV,LGV_MS,230437
INDIA,WR,CG,2041,LGV,LGV_NATGAS,230437
INDIA,NR,DL,2014,LGV,LGV_HSD,123417
INDIA,NR,DL,2014,LGV,LGV_E,123417
INDIA,NR,DL,2014,LGV,LGV_MS,123417
INDIA,NR,DL,2014,LGV,LGV_NATGAS,123417
INDIA,NR,DL,2015,LGV,LGV_HSD,121600
INDIA,NR,DL,2015,LGV,LGV_E,121600
INDIA,NR,DL,2015,LGV,LGV_MS,121600
INDIA,NR,DL,2015,LGV,LGV_NATGAS,121600
INDIA,NR,DL,2016,LGV,LGV_HSD,120110
INDIA,NR,DL,2016,LGV,LGV_E,120110
INDIA,NR,DL,2016,LGV,LGV_MS,120110
INDIA,NR,DL,2016,LGV,LGV_NATGAS,120110
INDIA,NR,DL,2017,LGV,LGV_HSD,118753
INDIA,NR,DL,2017,LGV,LGV_E,118753
INDIA,NR,DL,2017,LGV,LGV_MS,118753
INDIA,NR,DL,2017,LGV,LGV_NATGAS,118753
INDIA,NR,DL,2018,LGV,LGV_HSD,119805
INDIA,NR,DL,2018,LGV,LGV_E,119805
INDIA,NR,DL,2018,LGV,LGV_MS,119805
INDIA,NR,DL,2018,LGV,LGV_NATGAS,119805
INDIA,NR,DL,2019,LGV,LGV_HSD,124981
INDIA,NR,DL,2019,LGV,LGV_E,124981
INDIA,NR,DL,2019,LGV,LGV_MS,124981
INDIA,NR,DL,2019,LGV,LGV_NATGAS,124981
INDIA,NR,DL,2020,LGV,LGV_HSD,129298
INDIA,NR,DL,2020,LGV,LGV_E,129298
INDIA,NR,DL,2020,LGV,LGV_MS,129298
INDIA,NR,DL,2020,LGV,LGV_NATGAS,129298
INDIA,NR,DL,2021,LGV,LGV_HSD,125590
INDIA,NR,DL,2021,LGV,LGV_E,125590
INDIA,NR,DL,2021,LGV,LGV_MS,125590
INDIA,NR,DL,2021,LGV,LGV_NATGAS,125590
INDIA,NR,DL,2022,LGV,LGV_HSD,128767
INDIA,NR,DL,2022,LGV,LGV_E,128767
