EnergyService,EnergyCarrier,ConsumerType1,ModelGeography,SubGeography1,SubGeography2,Year,Season,DayType,DaySlice,BaseYearDemand
OTHER_ALL,ELECTRICITY,ALL,INDIA,NR,UK,2020,MONSOON,ALLDAYS,AFTERNOON,0.844062396
OTHER_ALL,ELECTRICITY,ALL,INDIA,NR,UK,2020,MONSOON,ALLDAYS,EVENING,1.083213408
OTHER_ALL,ELECTRICITY,ALL,INDIA,NR,UK,2020,AUTUMN,ALLDAYS,NIGHT,1.125416527
OTHER_ALL,ELECTRICITY,ALL,INDIA,NR,UK,2020,AUTUMN,ALLDAYS,EARLY,0.675249916
OTHER_ALL,ELECTRICITY,ALL,INDIA,NR,UK,2020,AUTUMN,ALLDAYS,MORN,0.801859276
OTHER_ALL,ELECTRICITY,ALL,INDIA,NR,UK,2020,AUTUMN,ALLDAYS,MID,0.844062396
OTHER_ALL,ELECTRICITY,ALL,INDIA,NR,UK,2020,AUTUMN,ALLDAYS,AFTERNOON,0.844062396
OTHER_ALL,ELECTRICITY,ALL,INDIA,NR,UK,2020,AUTUMN,ALLDAYS,EVENING,1.083213408
OTHER_ALL,ELECTRICITY,ALL,INDIA,NR,UK,2020,WINTER,ALLDAYS,NIGHT,1.125416527
OTHER_ALL,ELECTRICITY,ALL,INDIA,NR,UK,2020,WINTER,ALLDAYS,EARLY,0.675249916
OTHER_ALL,ELECTRICITY,ALL,INDIA,NR,UK,2020,WINTER,ALLDAYS,MORN,0.801859276
OTHER_ALL,ELECTRICITY,ALL,INDIA,NR,UK,2020,WINTER,ALLDAYS,MID,0.844062396
OTHER_ALL,ELECTRICITY,ALL,INDIA,NR,UK,2020,WINTER,ALLDAYS,AFTERNOON,0.844062396
OTHER_ALL,ELECTRICITY,ALL,INDIA,NR,UK,2020,WINTER,ALLDAYS,EVENING,1.083213408
OTHER_ALL,ELECTRICITY,ALL,INDIA,NR,UK,2020,SPRING,ALLDAYS,NIGHT,1.125416527
OTHER_ALL,ELECTRICITY,ALL,INDIA,NR,UK,2020,SPRING,ALLDAYS,EARLY,0.675249916
OTHER_ALL,ELECTRICITY,ALL,INDIA,NR,UK,2020,SPRING,ALLDAYS,MORN,0.801859276
OTHER_ALL,ELECTRICITY,ALL,INDIA,NR,UK,2020,SPRING,ALLDAYS,MID,0.844062396
OTHER_ALL,ELECTRICITY,ALL,INDIA,NR,UK,2020,SPRING,ALLDAYS,AFTERNOON,0.844062396
OTHER_ALL,ELECTRICITY,ALL,INDIA,NR,UK,2020,SPRING,ALLDAYS,EVENING,1.083213408
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,CG,2020,SUMMER,ALLDAYS,NIGHT,1.148785106
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,CG,2020,SUMMER,ALLDAYS,EARLY,0.689271064
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,CG,2020,SUMMER,ALLDAYS,MORN,0.818509388
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,CG,2020,SUMMER,ALLDAYS,MID,0.86158883
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,CG,2020,SUMMER,ALLDAYS,AFTERNOON,0.86158883
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,CG,2020,SUMMER,ALLDAYS,EVENING,1.105705665
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,CG,2020,MONSOON,ALLDAYS,NIGHT,1.148785106
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,CG,2020,MONSOON,ALLDAYS,EARLY,0.689271064
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,CG,2020,MONSOON,ALLDAYS,MORN,0.818509388
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,CG,2020,MONSOON,ALLDAYS,MID,0.86158883
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,CG,2020,MONSOON,ALLDAYS,AFTERNOON,0.86158883
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,CG,2020,MONSOON,ALLDAYS,EVENING,1.105705665
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,CG,2020,AUTUMN,ALLDAYS,NIGHT,1.148785106
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,CG,2020,AUTUMN,ALLDAYS,EARLY,0.689271064
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,CG,2020,AUTUMN,ALLDAYS,MORN,0.818509388
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,CG,2020,AUTUMN,ALLDAYS,MID,0.86158883
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,CG,2020,AUTUMN,ALLDAYS,AFTERNOON,0.86158883
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,CG,2020,AUTUMN,ALLDAYS,EVENING,1.105705665
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,CG,2020,WINTER,ALLDAYS,NIGHT,1.148785106
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,CG,2020,WINTER,ALLDAYS,EARLY,0.689271064
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,CG,2020,WINTER,ALLDAYS,MORN,0.818509388
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,CG,2020,WINTER,ALLDAYS,MID,0.86158883
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,CG,2020,WINTER,ALLDAYS,AFTERNOON,0.86158883
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,CG,2020,WINTER,ALLDAYS,EVENING,1.105705665
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,CG,2020,SPRING,ALLDAYS,NIGHT,1.148785106
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,CG,2020,SPRING,ALLDAYS,EARLY,0.689271064
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,CG,2020,SPRING,ALLDAYS,MORN,0.818509388
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,CG,2020,SPRING,ALLDAYS,MID,0.86158883
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,CG,2020,SPRING,ALLDAYS,AFTERNOON,0.86158883
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,CG,2020,SPRING,ALLDAYS,EVENING,1.105705665
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GJ,2020,SUMMER,ALLDAYS,NIGHT,4.825006579
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GJ,2020,SUMMER,ALLDAYS,EARLY,2.895003947
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GJ,2020,SUMMER,ALLDAYS,MORN,3.437817188
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GJ,2020,SUMMER,ALLDAYS,MID,3.618754934
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GJ,2020,SUMMER,ALLDAYS,AFTERNOON,3.618754934
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GJ,2020,SUMMER,ALLDAYS,EVENING,4.644068832
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GJ,2020,MONSOON,ALLDAYS,NIGHT,4.825006579
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GJ,2020,MONSOON,ALLDAYS,EARLY,2.895003947
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GJ,2020,MONSOON,ALLDAYS,MORN,3.437817188
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GJ,2020,MONSOON,ALLDAYS,MID,3.618754934
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GJ,2020,MONSOON,ALLDAYS,AFTERNOON,3.618754934
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GJ,2020,MONSOON,ALLDAYS,EVENING,4.644068832
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GJ,2020,AUTUMN,ALLDAYS,NIGHT,4.825006579
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GJ,2020,AUTUMN,ALLDAYS,EARLY,2.895003947
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GJ,2020,AUTUMN,ALLDAYS,MORN,3.437817188
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GJ,2020,AUTUMN,ALLDAYS,MID,3.618754934
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GJ,2020,AUTUMN,ALLDAYS,AFTERNOON,3.618754934
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GJ,2020,AUTUMN,ALLDAYS,EVENING,4.644068832
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GJ,2020,WINTER,ALLDAYS,NIGHT,4.825006579
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GJ,2020,WINTER,ALLDAYS,EARLY,2.895003947
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GJ,2020,WINTER,ALLDAYS,MORN,3.437817188
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GJ,2020,WINTER,ALLDAYS,MID,3.618754934
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GJ,2020,WINTER,ALLDAYS,AFTERNOON,3.618754934
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GJ,2020,WINTER,ALLDAYS,EVENING,4.644068832
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GJ,2020,SPRING,ALLDAYS,NIGHT,4.825006579
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GJ,2020,SPRING,ALLDAYS,EARLY,2.895003947
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GJ,2020,SPRING,ALLDAYS,MORN,3.437817188
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GJ,2020,SPRING,ALLDAYS,MID,3.618754934
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GJ,2020,SPRING,ALLDAYS,AFTERNOON,3.618754934
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GJ,2020,SPRING,ALLDAYS,EVENING,4.644068832
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MP,2020,SUMMER,ALLDAYS,NIGHT,6.085183889
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MP,2020,SUMMER,ALLDAYS,EARLY,3.651110333
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MP,2020,SUMMER,ALLDAYS,MORN,4.335693521
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MP,2020,SUMMER,ALLDAYS,MID,4.563887917
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MP,2020,SUMMER,ALLDAYS,AFTERNOON,4.563887917
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MP,2020,SUMMER,ALLDAYS,EVENING,5.856989493
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MP,2020,MONSOON,ALLDAYS,NIGHT,6.085183889
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MP,2020,MONSOON,ALLDAYS,EARLY,3.651110333
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MP,2020,MONSOON,ALLDAYS,MORN,4.335693521
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MP,2020,MONSOON,ALLDAYS,MID,4.563887917
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MP,2020,MONSOON,ALLDAYS,AFTERNOON,4.563887917
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MP,2020,MONSOON,ALLDAYS,EVENING,5.856989493
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MP,2020,AUTUMN,ALLDAYS,NIGHT,6.085183889
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MP,2020,AUTUMN,ALLDAYS,EARLY,3.651110333
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MP,2020,AUTUMN,ALLDAYS,MORN,4.335693521
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MP,2020,AUTUMN,ALLDAYS,MID,4.563887917
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MP,2020,AUTUMN,ALLDAYS,AFTERNOON,4.563887917
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MP,2020,AUTUMN,ALLDAYS,EVENING,5.856989493
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MP,2020,WINTER,ALLDAYS,NIGHT,6.085183889
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MP,2020,WINTER,ALLDAYS,EARLY,3.651110333
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MP,2020,WINTER,ALLDAYS,MORN,4.335693521
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MP,2020,WINTER,ALLDAYS,MID,4.563887917
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MP,2020,WINTER,ALLDAYS,AFTERNOON,4.563887917
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MP,2020,WINTER,ALLDAYS,EVENING,5.856989493
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MP,2020,SPRING,ALLDAYS,NIGHT,6.085183889
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MP,2020,SPRING,ALLDAYS,EARLY,3.651110333
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MP,2020,SPRING,ALLDAYS,MORN,4.335693521
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MP,2020,SPRING,ALLDAYS,MID,4.563887917
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MP,2020,SPRING,ALLDAYS,AFTERNOON,4.563887917
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MP,2020,SPRING,ALLDAYS,EVENING,5.856989493
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MH,2020,SUMMER,ALLDAYS,NIGHT,13.9533429
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MH,2020,SUMMER,ALLDAYS,EARLY,8.372005741
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MH,2020,SUMMER,ALLDAYS,MORN,9.941756818
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MH,2020,SUMMER,ALLDAYS,MID,10.46500718
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MH,2020,SUMMER,ALLDAYS,AFTERNOON,10.46500718
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MH,2020,SUMMER,ALLDAYS,EVENING,13.43009254
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MH,2020,MONSOON,ALLDAYS,NIGHT,13.9533429
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MH,2020,MONSOON,ALLDAYS,EARLY,8.372005741
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MH,2020,MONSOON,ALLDAYS,MORN,9.941756818
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MH,2020,MONSOON,ALLDAYS,MID,10.46500718
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MH,2020,MONSOON,ALLDAYS,AFTERNOON,10.46500718
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MH,2020,MONSOON,ALLDAYS,EVENING,13.43009254
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MH,2020,AUTUMN,ALLDAYS,NIGHT,13.9533429
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MH,2020,AUTUMN,ALLDAYS,EARLY,8.372005741
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MH,2020,AUTUMN,ALLDAYS,MORN,9.941756818
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MH,2020,AUTUMN,ALLDAYS,MID,10.46500718
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MH,2020,AUTUMN,ALLDAYS,AFTERNOON,10.46500718
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MH,2020,AUTUMN,ALLDAYS,EVENING,13.43009254
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MH,2020,WINTER,ALLDAYS,NIGHT,13.9533429
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MH,2020,WINTER,ALLDAYS,EARLY,8.372005741
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MH,2020,WINTER,ALLDAYS,MORN,9.941756818
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MH,2020,WINTER,ALLDAYS,MID,10.46500718
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MH,2020,WINTER,ALLDAYS,AFTERNOON,10.46500718
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MH,2020,WINTER,ALLDAYS,EVENING,13.43009254
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MH,2020,SPRING,ALLDAYS,NIGHT,13.9533429
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MH,2020,SPRING,ALLDAYS,EARLY,8.372005741
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MH,2020,SPRING,ALLDAYS,MORN,9.941756818
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MH,2020,SPRING,ALLDAYS,MID,10.46500718
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MH,2020,SPRING,ALLDAYS,AFTERNOON,10.46500718
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,MH,2020,SPRING,ALLDAYS,EVENING,13.43009254
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GA,2020,SUMMER,ALLDAYS,NIGHT,0.356009031
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GA,2020,SUMMER,ALLDAYS,EARLY,0.213605419
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GA,2020,SUMMER,ALLDAYS,MORN,0.253656435
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GA,2020,SUMMER,ALLDAYS,MID,0.267006773
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GA,2020,SUMMER,ALLDAYS,AFTERNOON,0.267006773
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GA,2020,SUMMER,ALLDAYS,EVENING,0.342658692
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GA,2020,MONSOON,ALLDAYS,NIGHT,0.356009031
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GA,2020,MONSOON,ALLDAYS,EARLY,0.213605419
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GA,2020,MONSOON,ALLDAYS,MORN,0.253656435
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GA,2020,MONSOON,ALLDAYS,MID,0.267006773
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GA,2020,MONSOON,ALLDAYS,AFTERNOON,0.267006773
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GA,2020,MONSOON,ALLDAYS,EVENING,0.342658692
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GA,2020,AUTUMN,ALLDAYS,NIGHT,0.356009031
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GA,2020,AUTUMN,ALLDAYS,EARLY,0.213605419
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GA,2020,AUTUMN,ALLDAYS,MORN,0.253656435
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GA,2020,AUTUMN,ALLDAYS,MID,0.267006773
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GA,2020,AUTUMN,ALLDAYS,AFTERNOON,0.267006773
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GA,2020,AUTUMN,ALLDAYS,EVENING,0.342658692
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GA,2020,WINTER,ALLDAYS,NIGHT,0.356009031
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GA,2020,WINTER,ALLDAYS,EARLY,0.213605419
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GA,2020,WINTER,ALLDAYS,MORN,0.253656435
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GA,2020,WINTER,ALLDAYS,MID,0.267006773
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GA,2020,WINTER,ALLDAYS,AFTERNOON,0.267006773
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GA,2020,WINTER,ALLDAYS,EVENING,0.342658692
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GA,2020,SPRING,ALLDAYS,NIGHT,0.356009031
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GA,2020,SPRING,ALLDAYS,EARLY,0.213605419
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GA,2020,SPRING,ALLDAYS,MORN,0.253656435
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GA,2020,SPRING,ALLDAYS,MID,0.267006773
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GA,2020,SPRING,ALLDAYS,AFTERNOON,0.267006773
OTHER_ALL,ELECTRICITY,ALL,INDIA,WR,GA,2020,SPRING,ALLDAYS,EVENING,0.342658692
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,AP,2020,SUMMER,ALLDAYS,NIGHT,4.944304954
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,AP,2020,SUMMER,ALLDAYS,EARLY,2.966582972
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,AP,2020,SUMMER,ALLDAYS,MORN,3.52281728
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,AP,2020,SUMMER,ALLDAYS,MID,3.708228715
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,AP,2020,SUMMER,ALLDAYS,AFTERNOON,3.708228715
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,AP,2020,SUMMER,ALLDAYS,EVENING,4.758893518
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,AP,2020,MONSOON,ALLDAYS,NIGHT,4.944304954
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,AP,2020,MONSOON,ALLDAYS,EARLY,2.966582972
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,AP,2020,MONSOON,ALLDAYS,MORN,3.52281728
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,AP,2020,MONSOON,ALLDAYS,MID,3.708228715
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,AP,2020,MONSOON,ALLDAYS,AFTERNOON,3.708228715
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,AP,2020,MONSOON,ALLDAYS,EVENING,4.758893518
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,AP,2020,AUTUMN,ALLDAYS,NIGHT,4.944304954
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,AP,2020,AUTUMN,ALLDAYS,EARLY,2.966582972
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,AP,2020,AUTUMN,ALLDAYS,MORN,3.52281728
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,AP,2020,AUTUMN,ALLDAYS,MID,3.708228715
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,AP,2020,AUTUMN,ALLDAYS,AFTERNOON,3.708228715
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,AP,2020,AUTUMN,ALLDAYS,EVENING,4.758893518
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,AP,2020,WINTER,ALLDAYS,NIGHT,4.944304954
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,AP,2020,WINTER,ALLDAYS,EARLY,2.966582972
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,AP,2020,WINTER,ALLDAYS,MORN,3.52281728
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,AP,2020,WINTER,ALLDAYS,MID,3.708228715
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,AP,2020,WINTER,ALLDAYS,AFTERNOON,3.708228715
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,AP,2020,WINTER,ALLDAYS,EVENING,4.758893518
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,AP,2020,SPRING,ALLDAYS,NIGHT,4.944304954
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,AP,2020,SPRING,ALLDAYS,EARLY,2.966582972
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,AP,2020,SPRING,ALLDAYS,MORN,3.52281728
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,AP,2020,SPRING,ALLDAYS,MID,3.708228715
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,AP,2020,SPRING,ALLDAYS,AFTERNOON,3.708228715
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,AP,2020,SPRING,ALLDAYS,EVENING,4.758893518
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,TS,2020,SUMMER,ALLDAYS,NIGHT,4.907965034
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,TS,2020,SUMMER,ALLDAYS,EARLY,2.944779021
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,TS,2020,SUMMER,ALLDAYS,MORN,3.496925087
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,TS,2020,SUMMER,ALLDAYS,MID,3.680973776
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,TS,2020,SUMMER,ALLDAYS,AFTERNOON,3.680973776
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,TS,2020,SUMMER,ALLDAYS,EVENING,4.723916346
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,TS,2020,MONSOON,ALLDAYS,NIGHT,4.907965034
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,TS,2020,MONSOON,ALLDAYS,EARLY,2.944779021
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,TS,2020,MONSOON,ALLDAYS,MORN,3.496925087
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,TS,2020,MONSOON,ALLDAYS,MID,3.680973776
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,TS,2020,MONSOON,ALLDAYS,AFTERNOON,3.680973776
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,TS,2020,MONSOON,ALLDAYS,EVENING,4.723916346
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,TS,2020,AUTUMN,ALLDAYS,NIGHT,4.907965034
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,TS,2020,AUTUMN,ALLDAYS,EARLY,2.944779021
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,TS,2020,AUTUMN,ALLDAYS,MORN,3.496925087
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,TS,2020,AUTUMN,ALLDAYS,MID,3.680973776
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,TS,2020,AUTUMN,ALLDAYS,AFTERNOON,3.680973776
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,TS,2020,AUTUMN,ALLDAYS,EVENING,4.723916346
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,TS,2020,WINTER,ALLDAYS,NIGHT,4.907965034
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,TS,2020,WINTER,ALLDAYS,EARLY,2.944779021
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,TS,2020,WINTER,ALLDAYS,MORN,3.496925087
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,TS,2020,WINTER,ALLDAYS,MID,3.680973776
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,TS,2020,WINTER,ALLDAYS,AFTERNOON,3.680973776
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,TS,2020,WINTER,ALLDAYS,EVENING,4.723916346
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,TS,2020,SPRING,ALLDAYS,NIGHT,4.907965034
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,TS,2020,SPRING,ALLDAYS,EARLY,2.944779021
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,TS,2020,SPRING,ALLDAYS,MORN,3.496925087
OTHER_ALL,ELECTRICITY,ALL,INDIA,SR,TS,2020,SPRING,ALLDAYS,MID,3.680973776
