DemandSector,EnergyService,EnergyCarrier,ConsumerGranularity,GeographicGranularity,TimeGranularity
D_RES,RES_OTHER,ELECTRICITY,CONSUMERTYPE1,SUBGEOGRAPHY2,YEAR
