Year,ModelGeography,EnergyDemand
2021,INDIA,1178.6435352803483
2022,INDIA,1239.6553696100673
2023,INDIA,1286.7166709350656
2024,INDIA,1332.9786624522908
2025,INDIA,1377.9433350461618
2026,INDIA,1421.235421037586
2027,INDIA,1461.90636700688
2028,INDIA,1500.2572409416925
2029,INDIA,1535.2265876085035
2030,INDIA,1566.9370754826784
2031,INDIA,1594.1515621914916
