Year,ModelGeography,ConsumerType1,EnergyDemand
2021,INDIA,ALL,3.666301054
2022,INDIA,ALL,3.724143972
2023,INDIA,ALL,3.782899473
2024,INDIA,ALL,3.842581954
2025,INDIA,ALL,3.903206041
2026,INDIA,ALL,3.964786589
2027,INDIA,ALL,4.027338689
2028,INDIA,ALL,4.090877667
2029,INDIA,ALL,4.155419094
2030,INDIA,ALL,4.220978786
2031,INDIA,ALL,4.287572807
