Year,ModelGeography,EnergyDemand
2021,INDIA,3493.105950308272
2022,INDIA,3612.8314017722137
2023,INDIA,3706.120995943623
2024,INDIA,3799.8124274442544
2025,INDIA,3893.7360380267737
2026,INDIA,3988.5040698443718
2027,INDIA,4083.8371124992627
2028,INDIA,4180.797515387978
2029,INDIA,4279.397138764009
2030,INDIA,4379.647819354984
2031,INDIA,4481.561381700445
