Year,ModelGeography,EnergyDemand
2021,INDIA,148.17445429677838
2022,INDIA,161.97569899123965
2023,INDIA,172.7645717869025
2024,INDIA,183.8529563131642
2025,INDIA,195.2054989442597
2026,INDIA,206.89710017183805
2027,INDIA,218.8792827681788
2028,INDIA,231.30187594023724
2029,INDIA,244.16696616332536
2030,INDIA,257.4760041360439
2031,INDIA,271.2298005831096
