ConsumerType1,ModelGeography,SubGeography1,SubGeography2,Year,COOKSTOVE_MOD
RURAL,INDIA,NR,HR,2035,3369.833724
RURAL,INDIA,NR,HP,2035,3397.043445
RURAL,INDIA,NR,JK,2035,3383.553499
RURAL,INDIA,NR,PB,2035,2967.843572
RURAL,INDIA,NR,RJ,2035,3882.995136
RURAL,INDIA,NR,UP,2035,3390.411734
RURAL,INDIA,NR,UK,2035,3743.567746
RURAL,INDIA,WR,CG,2035,3415.356572
RURAL,INDIA,WR,GJ,2035,3334.766524
RURAL,INDIA,WR,MP,2035,3306.983033
RURAL,INDIA,WR,MH,2035,3411.535026
RURAL,INDIA,WR,GA,2035,3075.141819
RURAL,INDIA,SR,AP,2035,2268.929994
RURAL,INDIA,SR,TS,2035,2659.856149
RURAL,INDIA,SR,KA,2035,2784.742784
RURAL,INDIA,SR,KL,2035,2754.32349
RURAL,INDIA,SR,TN,2035,2929.835845
RURAL,INDIA,ER,BR,2035,3856.059104
RURAL,INDIA,ER,JH,2035,3234.189988
RURAL,INDIA,ER,OD,2035,2623.268918
RURAL,INDIA,ER,WB,2035,2235.226449
RURAL,INDIA,NER,AS,2035,2925.936652
RURAL,INDIA,ER,SK,2035,2997.866667
RURAL,INDIA,NER,NE,2035,3129.705411
URBAN,INDIA,NR,DL,2035,2941.195214
URBAN,INDIA,NR,HR,2035,3071.455833
URBAN,INDIA,NR,HP,2035,1487.459268
URBAN,INDIA,NR,JK,2035,2415.887052
URBAN,INDIA,NR,PB,2035,3046.272478
URBAN,INDIA,NR,RJ,2035,2956.521935
URBAN,INDIA,NR,UP,2035,2972.736865
URBAN,INDIA,NR,UK,2035,3150.38069
URBAN,INDIA,WR,CG,2035,3073.438671
URBAN,INDIA,WR,GJ,2035,2912.632176
URBAN,INDIA,WR,MP,2035,3410.497481
URBAN,INDIA,WR,MH,2035,2433.7365
URBAN,INDIA,WR,GA,2035,3120.879002
URBAN,INDIA,SR,AP,2035,2082.324865
URBAN,INDIA,SR,TS,2035,2052.146743
URBAN,INDIA,SR,KA,2035,2772.930439
URBAN,INDIA,SR,KL,2035,2867.355826
URBAN,INDIA,SR,TN,2035,2149.278196
URBAN,INDIA,ER,BR,2035,2953.439171
URBAN,INDIA,ER,JH,2035,2281.767427
URBAN,INDIA,ER,OD,2035,2903.904588
URBAN,INDIA,ER,WB,2035,2666.610563
URBAN,INDIA,NER,AS,2035,3012.745589
URBAN,INDIA,ER,SK,2035,1928.697409
URBAN,INDIA,NER,NE,2035,2611.330628
RURAL,INDIA,NR,DL,2036,0
RURAL,INDIA,NR,HR,2036,3337.181134
RURAL,INDIA,NR,HP,2036,3397.043863
RURAL,INDIA,NR,JK,2036,3344.092321
RURAL,INDIA,NR,PB,2036,2930.98844
RURAL,INDIA,NR,RJ,2036,3869.387576
RURAL,INDIA,NR,UP,2036,3345.953954
RURAL,INDIA,NR,UK,2036,3743.567722
RURAL,INDIA,WR,CG,2036,3399.372456
RURAL,INDIA,WR,GJ,2036,3304.638949
RURAL,INDIA,WR,MP,2036,3278.739885
RURAL,INDIA,WR,MH,2036,3399.483185
RURAL,INDIA,WR,GA,2036,3061.745959
RURAL,INDIA,SR,AP,2036,2240.687252
RURAL,INDIA,SR,TS,2036,2645.795927
RURAL,INDIA,SR,KA,2036,2748.0379
RURAL,INDIA,SR,KL,2036,2734.266829
RURAL,INDIA,SR,TN,2036,2929.557841
RURAL,INDIA,ER,BR,2036,3841.904878
RURAL,INDIA,ER,JH,2036,3197.039118
RURAL,INDIA,ER,OD,2036,2594.77879
RURAL,INDIA,ER,WB,2036,2190.248364
RURAL,INDIA,NER,AS,2036,2876.234777
RURAL,INDIA,ER,SK,2036,2979.170983
RURAL,INDIA,NER,NE,2036,3095.816486
URBAN,INDIA,NR,DL,2036,2925.100767
URBAN,INDIA,NR,HR,2036,3053.202488
URBAN,INDIA,NR,HP,2036,1447.987094
URBAN,INDIA,NR,JK,2036,2365.349436
URBAN,INDIA,NR,PB,2036,3033.395996
URBAN,INDIA,NR,RJ,2036,2923.957193
URBAN,INDIA,NR,UP,2036,2932.833051
URBAN,INDIA,NR,UK,2036,3150.381154
URBAN,INDIA,WR,CG,2036,3050.057214
URBAN,INDIA,WR,GJ,2036,2894.233091
URBAN,INDIA,WR,MP,2036,3403.774976
URBAN,INDIA,WR,MH,2036,2395.433689
URBAN,INDIA,WR,GA,2036,3120.876399
URBAN,INDIA,SR,AP,2036,2054.974312
URBAN,INDIA,SR,TS,2036,2023.848982
URBAN,INDIA,SR,KA,2036,2768.697044
URBAN,INDIA,SR,KL,2036,2857.371271
URBAN,INDIA,SR,TN,2036,2125.55047
URBAN,INDIA,ER,BR,2036,2918.435535
URBAN,INDIA,ER,JH,2036,2232.13741
URBAN,INDIA,ER,OD,2036,2903.904692
URBAN,INDIA,ER,WB,2036,2648.979571
URBAN,INDIA,NER,AS,2036,3012.745733
URBAN,INDIA,ER,SK,2036,1903.247007
URBAN,INDIA,NER,NE,2036,2574.210375
RURAL,INDIA,NR,DL,2037,0
RURAL,INDIA,NR,HR,2037,3304.844964
RURAL,INDIA,NR,HP,2037,3397.043005
RURAL,INDIA,NR,JK,2037,3305.092211
RURAL,INDIA,NR,PB,2037,2894.591322
RURAL,INDIA,NR,RJ,2037,3855.827377
RURAL,INDIA,NR,UP,2037,3302.079126
RURAL,INDIA,NR,UK,2037,3743.567699
RURAL,INDIA,WR,CG,2037,3383.463011
RURAL,INDIA,WR,GJ,2037,3274.784071
RURAL,INDIA,WR,MP,2037,3250.737828
RURAL,INDIA,WR,MH,2037,3387.474128
RURAL,INDIA,WR,GA,2037,3048.422923
RURAL,INDIA,SR,AP,2037,2212.796005
RURAL,INDIA,SR,TS,2037,2631.809952
RURAL,INDIA,SR,KA,2037,2711.816717
RURAL,INDIA,SR,KL,2037,2714.35624
RURAL,INDIA,SR,TN,2037,2929.279723
RURAL,INDIA,ER,BR,2037,3827.80257
RURAL,INDIA,ER,JH,2037,3160.315244
RURAL,INDIA,ER,OD,2037,2566.597971
RURAL,INDIA,ER,WB,2037,2146.175456
RURAL,INDIA,NER,AS,2037,2827.377171
RURAL,INDIA,ER,SK,2037,2960.619407
RURAL,INDIA,NER,NE,2037,3062.292713
URBAN,INDIA,NR,DL,2037,2909.093818
URBAN,INDIA,NR,HR,2037,3035.057582
URBAN,INDIA,NR,HP,2037,1409.562428
URBAN,INDIA,NR,JK,2037,2315.867569
URBAN,INDIA,NR,PB,2037,3020.5744
URBAN,INDIA,NR,RJ,2037,2891.751303
URBAN,INDIA,NR,UP,2037,2893.46488
URBAN,INDIA,NR,UK,2037,3150.381603
URBAN,INDIA,WR,CG,2037,3026.853129
URBAN,INDIA,WR,GJ,2037,2875.950341
URBAN,INDIA,WR,MP,2037,3397.065662
URBAN,INDIA,WR,MH,2037,2357.733682
URBAN,INDIA,WR,GA,2037,3120.873862
URBAN,INDIA,SR,AP,2037,2027.982951
URBAN,INDIA,SR,TS,2037,1995.941568
URBAN,INDIA,SR,KA,2037,2764.46993
URBAN,INDIA,SR,KL,2037,2847.421548
URBAN,INDIA,SR,TN,2037,2102.084682
URBAN,INDIA,ER,BR,2037,2883.846807
URBAN,INDIA,ER,JH,2037,2183.586739
URBAN,INDIA,ER,OD,2037,2903.904269
URBAN,INDIA,ER,WB,2037,2631.465169
URBAN,INDIA,NER,AS,2037,3012.745874
URBAN,INDIA,ER,SK,2037,1878.141382
URBAN,INDIA,NER,NE,2037,2537.617591
RURAL,INDIA,NR,DL,2038,0
RURAL,INDIA,NR,HR,2038,3272.822292
RURAL,INDIA,NR,HP,2038,3397.042676
RURAL,INDIA,NR,JK,2038,3266.545648
RURAL,INDIA,NR,PB,2038,2858.646091
RURAL,INDIA,NR,RJ,2038,3842.314841
RURAL,INDIA,NR,UP,2038,3258.779681
RURAL,INDIA,NR,UK,2038,3743.569183
RURAL,INDIA,WR,CG,2038,3367.628801
RURAL,INDIA,WR,GJ,2038,3245.198477
RURAL,INDIA,WR,MP,2038,3222.974847
RURAL,INDIA,WR,MH,2038,3375.507624
RURAL,INDIA,WR,GA,2038,3035.20856
RURAL,INDIA,SR,AP,2038,2185.252003
RURAL,INDIA,SR,TS,2038,2617.897946
RURAL,INDIA,SR,KA,2038,2676.073041
RURAL,INDIA,SR,KL,2038,2694.593204
RURAL,INDIA,SR,TN,2038,2929.001894
RURAL,INDIA,ER,BR,2038,3813.752116
RURAL,INDIA,ER,JH,2038,3124.013093
RURAL,INDIA,ER,OD,2038,2538.723316
RURAL,INDIA,ER,WB,2038,2102.989411
RURAL,INDIA,NER,AS,2038,2779.349458
RURAL,INDIA,ER,SK,2038,2942.201291
RURAL,INDIA,NER,NE,2038,3029.133251
URBAN,INDIA,NR,DL,2038,2893.17514
URBAN,INDIA,NR,HR,2038,3017.021231
URBAN,INDIA,NR,HP,2038,1372.155148
URBAN,INDIA,NR,JK,2038,2267.421301
URBAN,INDIA,NR,PB,2038,3007.806578
URBAN,INDIA,NR,RJ,2038,2859.900191
URBAN,INDIA,NR,UP,2038,2854.625034
URBAN,INDIA,NR,UK,2038,3150.380327
URBAN,INDIA,WR,CG,2038,3003.825923
URBAN,INDIA,WR,GJ,2038,2857.78293
URBAN,INDIA,WR,MP,2038,3390.369845
URBAN,INDIA,WR,MH,2038,2320.626981
URBAN,INDIA,WR,GA,2038,3120.877173
URBAN,INDIA,SR,AP,2038,2001.346081
URBAN,INDIA,SR,TS,2038,1968.418932
URBAN,INDIA,SR,KA,2038,2760.249506
URBAN,INDIA,SR,KL,2038,2837.506567
URBAN,INDIA,SR,TN,2038,2078.878012
URBAN,INDIA,ER,BR,2038,2849.667734
URBAN,INDIA,ER,JH,2038,2136.092348
URBAN,INDIA,ER,OD,2038,2903.904687
URBAN,INDIA,ER,WB,2038,2614.066699
URBAN,INDIA,NER,AS,2038,3012.745828
URBAN,INDIA,ER,SK,2038,1853.358114
URBAN,INDIA,NER,NE,2038,2501.545387
RURAL,INDIA,NR,DL,2039,0
RURAL,INDIA,NR,HR,2039,3241.109672
RURAL,INDIA,NR,HP,2039,3397.042275
RURAL,INDIA,NR,JK,2039,3228.449634
RURAL,INDIA,NR,PB,2039,2823.146792
RURAL,INDIA,NR,RJ,2039,3828.849572
RURAL,INDIA,NR,UP,2039,3216.047945
RURAL,INDIA,NR,UK,2039,3743.568513
RURAL,INDIA,WR,CG,2039,3351.868208
RURAL,INDIA,WR,GJ,2039,3215.880476
RURAL,INDIA,WR,MP,2039,3195.449055
RURAL,INDIA,WR,MH,2039,3363.583203
RURAL,INDIA,WR,GA,2039,3022.027
RURAL,INDIA,SR,AP,2039,2158.050804
RURAL,INDIA,SR,TS,2039,2604.059384
RURAL,INDIA,SR,KA,2039,2640.800418
RURAL,INDIA,SR,KL,2039,2674.965722
RURAL,INDIA,SR,TN,2039,2928.724046
RURAL,INDIA,ER,BR,2039,3799.753099
RURAL,INDIA,ER,JH,2039,3088.127826
RURAL,INDIA,ER,OD,2039,2511.151383
RURAL,INDIA,ER,WB,2039,2060.6723
RURAL,INDIA,NER,AS,2039,2732.137456
RURAL,INDIA,ER,SK,2039,2923.862519
RURAL,INDIA,NER,NE,2039,2996.332939
URBAN,INDIA,NR,DL,2039,2877.343067
URBAN,INDIA,NR,HR,2039,2999.091493
URBAN,INDIA,NR,HP,2039,1335.744239
URBAN,INDIA,NR,JK,2039,2219.987955
URBAN,INDIA,NR,PB,2039,2995.093401
URBAN,INDIA,NR,RJ,2039,2828.399726
URBAN,INDIA,NR,UP,2039,2816.306676
URBAN,INDIA,NR,UK,2039,3150.379726
URBAN,INDIA,WR,CG,2039,2980.973664
URBAN,INDIA,WR,GJ,2039,2839.730484
URBAN,INDIA,WR,MP,2039,3383.686831
URBAN,INDIA,WR,MH,2039,2284.104347
URBAN,INDIA,WR,GA,2039,3120.883263
URBAN,INDIA,SR,AP,2039,1975.059059
URBAN,INDIA,SR,TS,2039,1941.275951
URBAN,INDIA,SR,KA,2039,2756.035723
URBAN,INDIA,SR,KL,2039,2827.626127
URBAN,INDIA,SR,TN,2039,2055.9274
URBAN,INDIA,ER,BR,2039,2815.894182
URBAN,INDIA,ER,JH,2039,2089.630571
URBAN,INDIA,ER,OD,2039,2903.905165
URBAN,INDIA,ER,WB,2039,2596.783035
URBAN,INDIA,NER,AS,2039,3012.746368
URBAN,INDIA,ER,SK,2039,1828.910521
URBAN,INDIA,NER,NE,2039,2465.986569
RURAL,INDIA,NR,DL,2040,0
RURAL,INDIA,NR,HR,2040,3209.703776
RURAL,INDIA,NR,HP,2040,3397.043854
RURAL,INDIA,NR,JK,2040,3190.797345
RURAL,INDIA,NR,PB,2040,2788.088726
RURAL,INDIA,NR,RJ,2040,3815.431677
RURAL,INDIA,NR,UP,2040,3173.876524
RURAL,INDIA,NR,UK,2040,3743.567512
RURAL,INDIA,WR,CG,2040,3336.181157
RURAL,INDIA,WR,GJ,2040,3186.827211
RURAL,INDIA,WR,MP,2040,3168.158319
RURAL,INDIA,WR,MH,2040,3351.700904
RURAL,INDIA,WR,GA,2040,3008.891287
RURAL,INDIA,SR,AP,2040,2131.18827
RURAL,INDIA,SR,TS,2040,2590.294003
RURAL,INDIA,SR,KA,2040,2605.992762
RURAL,INDIA,SR,KL,2040,2655.494709
RURAL,INDIA,SR,TN,2040,2928.446033
RURAL,INDIA,ER,BR,2040,3785.805499
RURAL,INDIA,ER,JH,2040,3052.654767
RURAL,INDIA,ER,OD,2040,2483.87878
RURAL,INDIA,ER,WB,2040,2019.206699
RURAL,INDIA,NER,AS,2040,2685.727596
RURAL,INDIA,ER,SK,2040,2905.617339
RURAL,INDIA,NER,NE,2040,2963.88677
URBAN,INDIA,NR,DL,2040,2861.597793
URBAN,INDIA,NR,HR,2040,2981.267735
URBAN,INDIA,NR,HP,2040,1300.29507
URBAN,INDIA,NR,JK,2040,2173.54696
URBAN,INDIA,NR,PB,2040,2982.433282
URBAN,INDIA,NR,RJ,2040,2797.246242
URBAN,INDIA,NR,UP,2040,2778.502637
URBAN,INDIA,NR,UK,2040,3150.381218
URBAN,INDIA,WR,CG,2040,2958.29557
URBAN,INDIA,WR,GJ,2040,2821.791908
URBAN,INDIA,WR,MP,2040,3377.017318
URBAN,INDIA,WR,MH,2040,2248.156455
URBAN,INDIA,WR,GA,2040,3120.880323
URBAN,INDIA,SR,AP,2040,1949.117407
URBAN,INDIA,SR,TS,2040,1914.507093
URBAN,INDIA,SR,KA,2040,2751.828089
URBAN,INDIA,SR,KL,2040,2817.780014
URBAN,INDIA,SR,TN,2040,2033.230342
URBAN,INDIA,ER,BR,2040,2782.520447
URBAN,INDIA,ER,JH,2040,2044.17954
URBAN,INDIA,ER,OD,2040,2903.904982
URBAN,INDIA,ER,WB,2040,2579.61376
URBAN,INDIA,NER,AS,2040,3012.74598
URBAN,INDIA,ER,SK,2040,1804.774521
URBAN,INDIA,NER,NE,2040,2430.931686
RURAL,INDIA,NR,DL,2041,0
RURAL,INDIA,NR,HR,2041,3178.602993
RURAL,INDIA,NR,HP,2041,3397.043304
RURAL,INDIA,NR,JK,2041,3153.583491
RURAL,INDIA,NR,PB,2041,2753.466031
RURAL,INDIA,NR,RJ,2041,3802.060832
RURAL,INDIA,NR,UP,2041,3132.258093
RURAL,INDIA,NR,UK,2041,3743.569007
RURAL,INDIA,WR,CG,2041,3320.568014
RURAL,INDIA,WR,GJ,2041,3158.036478
RURAL,INDIA,WR,MP,2041,3141.100638
RURAL,INDIA,WR,MH,2041,3339.860771
RURAL,INDIA,WR,GA,2041,2995.806128
RURAL,INDIA,SR,AP,2041,2104.659942
RURAL,INDIA,SR,TS,2041,2576.60174
RURAL,INDIA,SR,KA,2041,2571.643923
RURAL,INDIA,SR,KL,2041,2636.143219
RURAL,INDIA,SR,TN,2041,2928.168436
RURAL,INDIA,ER,BR,2041,3771.909151
RURAL,INDIA,ER,JH,2041,3017.589434
RURAL,INDIA,ER,OD,2041,2456.902599
RURAL,INDIA,ER,WB,2041,1978.575507
RURAL,INDIA,NER,AS,2041,2640.10608
RURAL,INDIA,ER,SK,2041,2887.541313
RURAL,INDIA,NER,NE,2041,2931.792557
URBAN,INDIA,NR,DL,2041,2845.938788
URBAN,INDIA,NR,HR,2041,2963.550574
URBAN,INDIA,NR,HP,2041,1265.789953
URBAN,INDIA,NR,JK,2041,2128.077868
URBAN,INDIA,NR,PB,2041,2969.826916
URBAN,INDIA,NR,RJ,2041,2766.435806
URBAN,INDIA,NR,UP,2041,2741.20592
URBAN,INDIA,NR,UK,2041,3150.38142
URBAN,INDIA,WR,CG,2041,2935.790202
URBAN,INDIA,WR,GJ,2041,2803.966671
URBAN,INDIA,WR,MP,2041,3370.360873
URBAN,INDIA,WR,MH,2041,2212.774345
URBAN,INDIA,WR,GA,2041,3120.880708
URBAN,INDIA,SR,AP,2041,1923.516344
URBAN,INDIA,SR,TS,2041,1888.107316
URBAN,INDIA,SR,KA,2041,2747.626962
URBAN,INDIA,SR,KL,2041,2807.968246
URBAN,INDIA,SR,TN,2041,2010.783738
URBAN,INDIA,ER,BR,2041,2749.542494
URBAN,INDIA,ER,JH,2041,1999.717169
URBAN,INDIA,ER,OD,2041,2903.904768
URBAN,INDIA,ER,WB,2041,2562.557996
URBAN,INDIA,NER,AS,2041,3012.745955
URBAN,INDIA,ER,SK,2041,1780.960018
URBAN,INDIA,NER,NE,2041,2396.375941
