EnergyCarrier,Year,Season,DayType,DaySlice,ModelGeography,SubGeography1,EndUseDemandEnergy,TotalEnergyDemand
ELECTRICITY,2021,SUMMER,ALLDAYS,EARLY,INDIA,ER,60.98503599876541,3720.08719592469
ELECTRICITY,2021,SUMMER,ALLDAYS,EARLY,INDIA,WR,144.71631506789123,8827.695219141366
ELECTRICITY,2021,SUMMER,ALLDAYS,EARLY,INDIA,NR,130.42491338169802,7955.919716283579
ELECTRICITY,2021,SUMMER,ALLDAYS,EARLY,INDIA,SR,128.6931885902538,7850.284504005483
ELECTRICITY,2021,SUMMER,ALLDAYS,EARLY,INDIA,NER,3.6303589937973335,221.45189862163735
ELECTRICITY,2021,SUMMER,ALLDAYS,MORN,INDIA,ER,70.9672509289401,4329.002306665347
ELECTRICITY,2021,SUMMER,ALLDAYS,MORN,INDIA,WR,167.3171607826657,10206.346807742608
ELECTRICITY,2021,SUMMER,ALLDAYS,MORN,INDIA,NR,156.0760442302603,9520.638698045877
ELECTRICITY,2021,SUMMER,ALLDAYS,MORN,INDIA,SR,148.81159481605235,9077.507283779194
ELECTRICITY,2021,SUMMER,ALLDAYS,MORN,INDIA,NER,5.174297464664775,315.6321453445513
ELECTRICITY,2021,SUMMER,ALLDAYS,MID,INDIA,ER,72.18967314068665,4403.570061581886
ELECTRICITY,2021,SUMMER,ALLDAYS,MID,INDIA,WR,163.6949996304774,9985.394977459122
ELECTRICITY,2021,SUMMER,ALLDAYS,MID,INDIA,NR,162.34338881159061,9902.946717507028
ELECTRICITY,2021,SUMMER,ALLDAYS,MID,INDIA,SR,144.60452511897415,8820.876032257424
ELECTRICITY,2021,SUMMER,ALLDAYS,MID,INDIA,NER,6.344151329022125,386.9932310703496
ELECTRICITY,2021,SUMMER,ALLDAYS,AFTERNOON,INDIA,ER,71.00323674832022,4331.197441647533
ELECTRICITY,2021,SUMMER,ALLDAYS,AFTERNOON,INDIA,WR,153.84550548825467,9384.575834783534
ELECTRICITY,2021,SUMMER,ALLDAYS,AFTERNOON,INDIA,NR,153.45358733981772,9360.668827728881
ELECTRICITY,2021,SUMMER,ALLDAYS,AFTERNOON,INDIA,SR,133.01462576366774,8113.892171583732
ELECTRICITY,2021,SUMMER,ALLDAYS,AFTERNOON,INDIA,NER,5.72944352197247,349.4960548403207
ELECTRICITY,2021,SUMMER,ALLDAYS,EVENING,INDIA,ER,112.4016131608649,6856.498402812759
ELECTRICITY,2021,SUMMER,ALLDAYS,EVENING,INDIA,WR,207.94939105820507,12684.912854550508
ELECTRICITY,2021,SUMMER,ALLDAYS,EVENING,INDIA,NR,252.11663692353417,15379.114852335584
ELECTRICITY,2021,SUMMER,ALLDAYS,EVENING,INDIA,SR,186.64864137363367,11385.567123791654
ELECTRICITY,2021,SUMMER,ALLDAYS,EVENING,INDIA,NER,10.486108852203664,639.6526399844234
ELECTRICITY,2021,SUMMER,ALLDAYS,NIGHT,INDIA,ER,147.59147754261667,9003.080130099617
ELECTRICITY,2021,SUMMER,ALLDAYS,NIGHT,INDIA,WR,329.5700342375543,20103.772088490812
ELECTRICITY,2021,SUMMER,ALLDAYS,NIGHT,INDIA,NR,320.79113649382776,19568.259326123494
ELECTRICITY,2021,SUMMER,ALLDAYS,NIGHT,INDIA,SR,294.9924771140879,17994.54110395936
ELECTRICITY,2021,SUMMER,ALLDAYS,NIGHT,INDIA,NER,8.423130862251048,513.8109825973139
ELECTRICITY,2021,MONSOON,ALLDAYS,EARLY,INDIA,ER,67.08771400078906,6172.069688072594
ELECTRICITY,2021,MONSOON,ALLDAYS,EARLY,INDIA,WR,114.03605415033738,10491.316981831038
ELECTRICITY,2021,MONSOON,ALLDAYS,EARLY,INDIA,NR,116.32540448192235,10701.937212336856
ELECTRICITY,2021,MONSOON,ALLDAYS,EARLY,INDIA,SR,98.57227140883646,9068.648969612954
ELECTRICITY,2021,MONSOON,ALLDAYS,EARLY,INDIA,NER,5.294430616939265,487.0876167584124
ELECTRICITY,2021,MONSOON,ALLDAYS,MORN,INDIA,ER,69.85768359445494,6426.906890689855
ELECTRICITY,2021,MONSOON,ALLDAYS,MORN,INDIA,WR,131.6848913609408,12115.010005206554
ELECTRICITY,2021,MONSOON,ALLDAYS,MORN,INDIA,NR,125.64057618079069,11558.933008632743
ELECTRICITY,2021,MONSOON,ALLDAYS,MORN,INDIA,SR,113.36619143758641,10429.68961225795
ELECTRICITY,2021,MONSOON,ALLDAYS,MORN,INDIA,NER,5.665993901691722,521.2714389556384
ELECTRICITY,2021,MONSOON,ALLDAYS,MID,INDIA,ER,71.62879774350228,6589.84939240221
ELECTRICITY,2021,MONSOON,ALLDAYS,MID,INDIA,WR,138.3574915301541,12728.889220774177
ELECTRICITY,2021,MONSOON,ALLDAYS,MID,INDIA,NR,137.09818988161965,12613.033469109007
ELECTRICITY,2021,MONSOON,ALLDAYS,MID,INDIA,SR,120.64512208618439,11099.351231928964
ELECTRICITY,2021,MONSOON,ALLDAYS,MID,INDIA,NER,6.861412211743212,631.2499234803755
ELECTRICITY,2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,ER,71.14160659608798,6545.027806840094
ELECTRICITY,2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,WR,135.39757131633445,12456.57656110277
