ServiceTech,ConsumerType1,ConsumerType2,ModelGeography,SubGeography1,SubGeography2,EfficiencyLevelName,Year,SplitShare
LPG,URBAN,Q1,INDIA,SR,AP,AVERAGE,2021,1
LPG,URBAN,Q1,INDIA,SR,AP,AVERAGE,2022,1
LPG,URBAN,Q1,INDIA,SR,AP,AVERAGE,2023,1
LPG,URBAN,Q1,INDIA,SR,AP,AVERAGE,2024,1
LPG,URBAN,Q1,INDIA,SR,AP,AVERAGE,2025,1
LPG,URBAN,Q1,INDIA,SR,AP,AVERAGE,2026,1
LPG,URBAN,Q1,INDIA,SR,AP,AVERAGE,2027,1
LPG,URBAN,Q1,INDIA,SR,AP,AVERAGE,2028,1
LPG,URBAN,Q1,INDIA,SR,AP,AVERAGE,2029,1
LPG,URBAN,Q1,INDIA,SR,AP,AVERAGE,2030,1
LPG,URBAN,Q1,INDIA,SR,AP,AVERAGE,2031,1
LPG,URBAN,Q2,INDIA,SR,AP,AVERAGE,2021,1
LPG,URBAN,Q2,INDIA,SR,AP,AVERAGE,2022,1
LPG,URBAN,Q2,INDIA,SR,AP,AVERAGE,2023,1
LPG,URBAN,Q2,INDIA,SR,AP,AVERAGE,2024,1
LPG,URBAN,Q2,INDIA,SR,AP,AVERAGE,2025,1
LPG,URBAN,Q2,INDIA,SR,AP,AVERAGE,2026,1
LPG,URBAN,Q2,INDIA,SR,AP,AVERAGE,2027,1
LPG,URBAN,Q2,INDIA,SR,AP,AVERAGE,2028,1
LPG,URBAN,Q2,INDIA,SR,AP,AVERAGE,2029,1
LPG,URBAN,Q2,INDIA,SR,AP,AVERAGE,2030,1
LPG,URBAN,Q2,INDIA,SR,AP,AVERAGE,2031,1
LPG,URBAN,Q3,INDIA,SR,AP,AVERAGE,2021,1
LPG,URBAN,Q3,INDIA,SR,AP,AVERAGE,2022,1
LPG,URBAN,Q3,INDIA,SR,AP,AVERAGE,2023,1
LPG,URBAN,Q3,INDIA,SR,AP,AVERAGE,2024,1
