ConsumerType1,ConsumerType2,ModelGeography,SubGeography1,SubGeography2,Year,Penetration
RURAL,Q1,INDIA,NR,JK,2021,0.45704
RURAL,Q2,INDIA,NR,JK,2021,0.47006
RURAL,Q3,INDIA,NR,JK,2021,0.64488
RURAL,Q4,INDIA,NR,JK,2021,0.66916
RURAL,Q5,INDIA,NR,JK,2021,0.81165
URBAN,Q1,INDIA,NR,JK,2021,0.943099586
URBAN,Q2,INDIA,NR,JK,2021,0.971040093
URBAN,Q3,INDIA,NR,JK,2021,0.985305246
URBAN,Q4,INDIA,NR,JK,2021,0.99433218
URBAN,Q5,INDIA,NR,JK,2021,0.998350814
RURAL,Q1,INDIA,NR,JK,2022,0.46742
RURAL,Q2,INDIA,NR,JK,2022,0.48787
RURAL,Q3,INDIA,NR,JK,2022,0.66794
RURAL,Q4,INDIA,NR,JK,2022,0.69399
RURAL,Q5,INDIA,NR,JK,2022,0.83055
URBAN,Q1,INDIA,NR,JK,2022,0.957820768
URBAN,Q2,INDIA,NR,JK,2022,0.978909996
URBAN,Q3,INDIA,NR,JK,2022,0.989774446
URBAN,Q4,INDIA,NR,JK,2022,0.996371077
URBAN,Q5,INDIA,NR,JK,2022,0.998809831
RURAL,Q1,INDIA,NR,JK,2023,0.47629
RURAL,Q2,INDIA,NR,JK,2023,0.5028
RURAL,Q3,INDIA,NR,JK,2023,0.68696
RURAL,Q4,INDIA,NR,JK,2023,0.714
RURAL,Q5,INDIA,NR,JK,2023,0.8448
URBAN,Q1,INDIA,NR,JK,2023,0.969005831
URBAN,Q2,INDIA,NR,JK,2023,0.984713768
URBAN,Q3,INDIA,NR,JK,2023,0.992977422
URBAN,Q4,INDIA,NR,JK,2023,0.997733769
URBAN,Q5,INDIA,NR,JK,2023,0.999012787
RURAL,Q1,INDIA,NR,JK,2024,0.48744
RURAL,Q2,INDIA,NR,JK,2024,0.5212
RURAL,Q3,INDIA,NR,JK,2024,0.71
RURAL,Q4,INDIA,NR,JK,2024,0.73769
RURAL,Q5,INDIA,NR,JK,2024,0.86059
URBAN,Q1,INDIA,NR,JK,2024,0.981586442
URBAN,Q2,INDIA,NR,JK,2024,0.991065496
URBAN,Q3,INDIA,NR,JK,2024,0.996389348
URBAN,Q4,INDIA,NR,JK,2024,0.99884651
URBAN,Q5,INDIA,NR,JK,2024,0.99884651
RURAL,Q1,INDIA,NR,JK,2025,0.49894
RURAL,Q2,INDIA,NR,JK,2025,0.53972
RURAL,Q3,INDIA,NR,JK,2025,0.73273
RURAL,Q4,INDIA,NR,JK,2025,0.76051
RURAL,Q5,INDIA,NR,JK,2025,0.8748
URBAN,Q1,INDIA,NR,JK,2025,0.99293539
URBAN,Q2,INDIA,NR,JK,2025,0.996569079
URBAN,Q3,INDIA,NR,JK,2025,0.998266132
URBAN,Q4,INDIA,NR,JK,2025,0.998266132
URBAN,Q5,INDIA,NR,JK,2025,0.998266132
RURAL,Q1,INDIA,NR,JK,2026,0.51087
RURAL,Q2,INDIA,NR,JK,2026,0.55849
RURAL,Q3,INDIA,NR,JK,2026,0.75532
RURAL,Q4,INDIA,NR,JK,2026,0.78265
RURAL,Q5,INDIA,NR,JK,2026,0.88768
URBAN,Q1,INDIA,NR,JK,2026,0.997393736
URBAN,Q2,INDIA,NR,JK,2026,0.997393736
URBAN,Q3,INDIA,NR,JK,2026,0.997393736
URBAN,Q4,INDIA,NR,JK,2026,0.997393736
URBAN,Q5,INDIA,NR,JK,2026,0.997393736
RURAL,Q1,INDIA,NR,JK,2027,0.52317
RURAL,Q2,INDIA,NR,JK,2027,0.57736
RURAL,Q3,INDIA,NR,JK,2027,0.77757
RURAL,Q4,INDIA,NR,JK,2027,0.80394
RURAL,Q5,INDIA,NR,JK,2027,0.89931
URBAN,Q1,INDIA,NR,JK,2027,0.996082394
URBAN,Q2,INDIA,NR,JK,2027,0.996082394
URBAN,Q3,INDIA,NR,JK,2027,0.996082394
URBAN,Q4,INDIA,NR,JK,2027,0.996082394
URBAN,Q5,INDIA,NR,JK,2027,0.996082394
RURAL,Q1,INDIA,NR,JK,2028,0.53604
RURAL,Q2,INDIA,NR,JK,2028,0.59662
RURAL,Q3,INDIA,NR,JK,2028,0.79979
RURAL,Q4,INDIA,NR,JK,2028,0.82473
RURAL,Q5,INDIA,NR,JK,2028,0.90998
URBAN,Q1,INDIA,NR,JK,2028,0.994111251
URBAN,Q2,INDIA,NR,JK,2028,0.994111251
URBAN,Q3,INDIA,NR,JK,2028,0.994111251
URBAN,Q4,INDIA,NR,JK,2028,0.994111251
URBAN,Q5,INDIA,NR,JK,2028,0.994111251
RURAL,Q1,INDIA,NR,JK,2029,0.54949
RURAL,Q2,INDIA,NR,JK,2029,0.61621
RURAL,Q3,INDIA,NR,JK,2029,0.8219
RURAL,Q4,INDIA,NR,JK,2029,0.84496
RURAL,Q5,INDIA,NR,JK,2029,0.91976
URBAN,Q1,INDIA,NR,JK,2029,0.991148327
URBAN,Q2,INDIA,NR,JK,2029,0.991148327
URBAN,Q3,INDIA,NR,JK,2029,0.991148327
URBAN,Q4,INDIA,NR,JK,2029,0.991148327
URBAN,Q5,INDIA,NR,JK,2029,0.991148327
RURAL,Q1,INDIA,NR,JK,2030,0.5635
RURAL,Q2,INDIA,NR,JK,2030,0.63607
RURAL,Q3,INDIA,NR,JK,2030,0.84382
RURAL,Q4,INDIA,NR,JK,2030,0.86457
RURAL,Q5,INDIA,NR,JK,2030,0.92869
URBAN,Q1,INDIA,NR,JK,2030,0.986694608
URBAN,Q2,INDIA,NR,JK,2030,0.986694608
URBAN,Q3,INDIA,NR,JK,2030,0.986694608
URBAN,Q4,INDIA,NR,JK,2030,0.986694608
URBAN,Q5,INDIA,NR,JK,2030,0.986694608
RURAL,Q1,INDIA,NR,JK,2031,0.57808
RURAL,Q2,INDIA,NR,JK,2031,0.65613
RURAL,Q3,INDIA,NR,JK,2031,0.86546
RURAL,Q4,INDIA,NR,JK,2031,0.88352
RURAL,Q5,INDIA,NR,JK,2031,0.93684
URBAN,Q1,INDIA,NR,JK,2031,0.98
URBAN,Q2,INDIA,NR,JK,2031,0.98
URBAN,Q3,INDIA,NR,JK,2031,0.98
URBAN,Q4,INDIA,NR,JK,2031,0.98
URBAN,Q5,INDIA,NR,JK,2031,0.98
RURAL,Q1,INDIA,NR,HP,2021,0.231510574
RURAL,Q2,INDIA,NR,HP,2021,0.364908748
RURAL,Q3,INDIA,NR,HP,2021,0.430057853
RURAL,Q4,INDIA,NR,HP,2021,0.467965143
RURAL,Q5,INDIA,NR,HP,2021,0.739187166
URBAN,Q1,INDIA,NR,HP,2021,0.856145528
URBAN,Q2,INDIA,NR,HP,2021,0.936198661
URBAN,Q3,INDIA,NR,HP,2021,0.968632018
URBAN,Q4,INDIA,NR,HP,2021,0.979271428
URBAN,Q5,INDIA,NR,HP,2021,0.9879791
RURAL,Q1,INDIA,NR,HP,2022,0.244306273
RURAL,Q2,INDIA,NR,HP,2022,0.384658364
RURAL,Q3,INDIA,NR,HP,2022,0.458300878
RURAL,Q4,INDIA,NR,HP,2022,0.496800582
RURAL,Q5,INDIA,NR,HP,2022,0.753199647
URBAN,Q1,INDIA,NR,HP,2022,0.866637481
URBAN,Q2,INDIA,NR,HP,2022,0.939286763
URBAN,Q3,INDIA,NR,HP,2022,0.969685897
URBAN,Q4,INDIA,NR,HP,2022,0.979231997
URBAN,Q5,INDIA,NR,HP,2022,0.986799631
RURAL,Q1,INDIA,NR,HP,2023,0.255981642
RURAL,Q2,INDIA,NR,HP,2023,0.402271084
RURAL,Q3,INDIA,NR,HP,2023,0.482830803
RURAL,Q4,INDIA,NR,HP,2023,0.520940905
RURAL,Q5,INDIA,NR,HP,2023,0.76423245
URBAN,Q1,INDIA,NR,HP,2023,0.874604803
URBAN,Q2,INDIA,NR,HP,2023,0.941098115
URBAN,Q3,INDIA,NR,HP,2023,0.969885877
URBAN,Q4,INDIA,NR,HP,2023,0.978576522
URBAN,Q5,INDIA,NR,HP,2023,0.985301896
RURAL,Q1,INDIA,NR,HP,2024,0.270115211
RURAL,Q2,INDIA,NR,HP,2024,0.42307046
RURAL,Q3,INDIA,NR,HP,2024,0.510987661
RURAL,Q4,INDIA,NR,HP,2024,0.547687773
RURAL,Q5,INDIA,NR,HP,2024,0.775833011
URBAN,Q1,INDIA,NR,HP,2024,0.882907917
URBAN,Q2,INDIA,NR,HP,2024,0.942695584
URBAN,Q3,INDIA,NR,HP,2024,0.969800115
URBAN,Q4,INDIA,NR,HP,2024,0.977616076
URBAN,Q5,INDIA,NR,HP,2024,0.983500223
RURAL,Q1,INDIA,NR,HP,2025,0.284863174
RURAL,Q2,INDIA,NR,HP,2025,0.444187533
RURAL,Q3,INDIA,NR,HP,2025,0.538651991
RURAL,Q4,INDIA,NR,HP,2025,0.572983744
RURAL,Q5,INDIA,NR,HP,2025,0.786174295
URBAN,Q1,INDIA,NR,HP,2025,0.89004631
URBAN,Q2,INDIA,NR,HP,2025,0.943509662
URBAN,Q3,INDIA,NR,HP,2025,0.969105598
URBAN,Q4,INDIA,NR,HP,2025,0.976156034
URBAN,Q5,INDIA,NR,HP,2025,0.981328321
RURAL,Q1,INDIA,NR,HP,2026,0.300287933
RURAL,Q2,INDIA,NR,HP,2026,0.465633715
RURAL,Q3,INDIA,NR,HP,2026,0.565828857
RURAL,Q4,INDIA,NR,HP,2026,0.596926636
RURAL,Q5,INDIA,NR,HP,2026,0.795373308
URBAN,Q1,INDIA,NR,HP,2026,0.896102456
