ConsumerType1,ConsumerType2,ModelGeography,SubGeography1,SubGeography2,Year,Penetration,
URBAN,Q2,INDIA,NR,JK,2022,0.511156799,
URBAN,Q3,INDIA,NER,AS,2022,0.927902806,
URBAN,Q3,INDIA,NR,JK,2022,0.438647108,
URBAN,Q4,INDIA,NER,AS,2022,0.914689749,
URBAN,Q4,INDIA,NR,JK,2022,0.338475492,
URBAN,Q5,INDIA,NER,AS,2022,0.835122905,
URBAN,Q5,INDIA,NR,JK,2022,0.181488727,
RURAL,Q1,INDIA,NER,AS,2023,0.783526451,
RURAL,Q1,INDIA,NR,JK,2023,0.53505525,
RURAL,Q2,INDIA,NER,AS,2023,0.830485735,
RURAL,Q2,INDIA,NR,JK,2023,0.568038059,
RURAL,Q3,INDIA,NER,AS,2023,0.857772534,
RURAL,Q3,INDIA,NR,JK,2023,0.570742393,
RURAL,Q4,INDIA,NER,AS,2023,0.881262569,
RURAL,Q4,INDIA,NR,JK,2023,0.558490007,
RURAL,Q5,INDIA,NER,AS,2023,0.914137384,
RURAL,Q5,INDIA,NR,JK,2023,0.45080539,
URBAN,Q1,INDIA,NER,AS,2023,0.908949826,
URBAN,Q1,INDIA,NR,JK,2023,0.570167148,
URBAN,Q2,INDIA,NER,AS,2023,0.92757611,
URBAN,Q2,INDIA,NR,JK,2023,0.504450636,
URBAN,Q3,INDIA,NER,AS,2023,0.927000515,
URBAN,Q3,INDIA,NR,JK,2023,0.429826604,
URBAN,Q4,INDIA,NER,AS,2023,0.91114251,
URBAN,Q4,INDIA,NR,JK,2023,0.328629732,
URBAN,Q5,INDIA,NER,AS,2023,0.824752674,
URBAN,Q5,INDIA,NR,JK,2023,0.172341348,
RURAL,Q1,INDIA,NER,AS,2024,0.794558542,
RURAL,Q1,INDIA,NR,JK,2024,0.539954293,
RURAL,Q2,INDIA,NER,AS,2024,0.839534008,
RURAL,Q2,INDIA,NR,JK,2024,0.569528914,
RURAL,Q3,INDIA,NER,AS,2024,0.865738853,
RURAL,Q3,INDIA,NR,JK,2024,0.56965217,
RURAL,Q4,INDIA,NER,AS,2024,0.887498932,
RURAL,Q4,INDIA,NR,JK,2024,0.554620176,
RURAL,Q5,INDIA,NER,AS,2024,0.916969888,
RURAL,Q5,INDIA,NR,JK,2024,0.438945462,
URBAN,Q1,INDIA,NER,AS,2024,0.912553698,
URBAN,Q1,INDIA,NR,JK,2024,0.56578477,
URBAN,Q2,INDIA,NER,AS,2024,0.928283304,
URBAN,Q2,INDIA,NR,JK,2024,0.496208427,
URBAN,Q3,INDIA,NER,AS,2024,0.925536782,
URBAN,Q3,INDIA,NR,JK,2024,0.419203205,
URBAN,Q4,INDIA,NER,AS,2024,0.906596515,
URBAN,Q4,INDIA,NR,JK,2024,0.317007631,
URBAN,Q5,INDIA,NER,AS,2024,0.8122447,
URBAN,Q5,INDIA,NR,JK,2024,0.16191389,
RURAL,Q1,INDIA,NER,AS,2025,0.804893329,
RURAL,Q1,INDIA,NR,JK,2025,0.544415526,
RURAL,Q2,INDIA,NER,AS,2025,0.847908764,
RURAL,Q2,INDIA,NR,JK,2025,0.570570109,
RURAL,Q3,INDIA,NER,AS,2025,0.873008279,
RURAL,Q3,INDIA,NR,JK,2025,0.568101055,
RURAL,Q4,INDIA,NER,AS,2025,0.893107332,
RURAL,Q4,INDIA,NR,JK,2025,0.550386475,
RURAL,Q5,INDIA,NER,AS,2025,0.919295322,
RURAL,Q5,INDIA,NR,JK,2025,0.427126084,
URBAN,Q1,INDIA,NER,AS,2025,0.915722394,
URBAN,Q1,INDIA,NR,JK,2025,0.561152358,
URBAN,Q2,INDIA,NER,AS,2025,0.928604511,
URBAN,Q2,INDIA,NR,JK,2025,0.487933764,
URBAN,Q3,INDIA,NER,AS,2025,0.92363356,
URBAN,Q3,INDIA,NR,JK,2025,0.408757127,
URBAN,Q4,INDIA,NER,AS,2025,0.901567067,
URBAN,Q4,INDIA,NR,JK,2025,0.305816002,
URBAN,Q5,INDIA,NER,AS,2025,0.799161918,
URBAN,Q5,INDIA,NR,JK,2025,0.15222901,
RURAL,Q1,INDIA,NER,AS,2026,0.814639225,
RURAL,Q1,INDIA,NR,JK,2026,0.548500246,
RURAL,Q2,INDIA,NER,AS,2026,0.855709223,
RURAL,Q2,INDIA,NR,JK,2026,0.571196146,
RURAL,Q3,INDIA,NER,AS,2026,0.879676637,
RURAL,Q3,INDIA,NR,JK,2026,0.566104808,
RURAL,Q4,INDIA,NER,AS,2026,0.898167912,
RURAL,Q4,INDIA,NR,JK,2026,0.545780095,
RURAL,Q5,INDIA,NER,AS,2026,0.921157131,
RURAL,Q5,INDIA,NR,JK,2026,0.415273374,
URBAN,Q1,INDIA,NER,AS,2026,0.918504554,
URBAN,Q1,INDIA,NR,JK,2026,0.556249053,
URBAN,Q2,INDIA,NER,AS,2026,0.928556934,
URBAN,Q2,INDIA,NR,JK,2026,0.479566204,
URBAN,Q3,INDIA,NER,AS,2026,0.921284795,
URBAN,Q3,INDIA,NR,JK,2026,0.398400039,
URBAN,Q4,INDIA,NER,AS,2026,0.896018984,
URBAN,Q4,INDIA,NR,JK,2026,0.294940856,
URBAN,Q5,INDIA,NER,AS,2026,0.785430463,
URBAN,Q5,INDIA,NR,JK,2026,0.143144086,
RURAL,Q1,INDIA,NER,AS,2027,0.823788312,
RURAL,Q1,INDIA,NR,JK,2027,0.552199739,
RURAL,Q2,INDIA,NER,AS,2027,0.862938794,
RURAL,Q2,INDIA,NR,JK,2027,0.571423397,
RURAL,Q3,INDIA,NER,AS,2027,0.885755256,
RURAL,Q3,INDIA,NR,JK,2027,0.563700304,
RURAL,Q4,INDIA,NER,AS,2027,0.902694324,
RURAL,Q4,INDIA,NR,JK,2027,0.540854174,
RURAL,Q5,INDIA,NER,AS,2027,0.922568756,
RURAL,Q5,INDIA,NR,JK,2027,0.403488526,
URBAN,Q1,INDIA,NER,AS,2027,0.920910291,
URBAN,Q1,INDIA,NR,JK,2027,0.551122685,
URBAN,Q2,INDIA,NER,AS,2027,0.92815116,
URBAN,Q2,INDIA,NR,JK,2027,0.471169857,
URBAN,Q3,INDIA,NER,AS,2027,0.91850246,
URBAN,Q3,INDIA,NR,JK,2027,0.388201296,
URBAN,Q4,INDIA,NER,AS,2027,0.889970797,
URBAN,Q4,INDIA,NR,JK,2027,0.284438161,
URBAN,Q5,INDIA,NER,AS,2027,0.77112253,
URBAN,Q5,INDIA,NR,JK,2027,0.134667093,
RURAL,Q1,INDIA,NER,AS,2028,0.832477159,
RURAL,Q1,INDIA,NR,JK,2028,0.555585968,
RURAL,Q2,INDIA,NER,AS,2028,0.869712876,
RURAL,Q2,INDIA,NR,JK,2028,0.571267509,
RURAL,Q3,INDIA,NER,AS,2028,0.891347287,
RURAL,Q3,INDIA,NR,JK,2028,0.56086214,
RURAL,Q4,INDIA,NER,AS,2028,0.906766693,
RURAL,Q4,INDIA,NR,JK,2028,0.535541817,
RURAL,Q5,INDIA,NER,AS,2028,0.92355967,
RURAL,Q5,INDIA,NR,JK,2028,0.391596958,
URBAN,Q1,INDIA,NER,AS,2028,0.922983599,
URBAN,Q1,INDIA,NR,JK,2028,0.545697534,
URBAN,Q2,INDIA,NER,AS,2028,0.927385648,
URBAN,Q2,INDIA,NR,JK,2028,0.462611457,
URBAN,Q3,INDIA,NER,AS,2028,0.915246712,
URBAN,Q3,INDIA,NR,JK,2028,0.37799329,
URBAN,Q4,INDIA,NER,AS,2028,0.883336124,
URBAN,Q4,INDIA,NR,JK,2028,0.274123232,
URBAN,Q5,INDIA,NER,AS,2028,0.756073363,
URBAN,Q5,INDIA,NR,JK,2028,0.126619202,
RURAL,Q1,INDIA,NER,AS,2029,0.840712669,
RURAL,Q1,INDIA,NR,JK,2029,0.55865388,
RURAL,Q2,INDIA,NER,AS,2029,0.87604196,
RURAL,Q2,INDIA,NR,JK,2029,0.570729914,
RURAL,Q3,INDIA,NER,AS,2029,0.896465094,
RURAL,Q3,INDIA,NR,JK,2029,0.557598359,
RURAL,Q4,INDIA,NER,AS,2029,0.91039507,
RURAL,Q4,INDIA,NR,JK,2029,0.529857475,
RURAL,Q5,INDIA,NER,AS,2029,0.924130776,
RURAL,Q5,INDIA,NR,JK,2029,0.379637267,
URBAN,Q1,INDIA,NER,AS,2029,0.92472893,
URBAN,Q1,INDIA,NR,JK,2029,0.539985264,
URBAN,Q2,INDIA,NER,AS,2029,0.926256013,
URBAN,Q2,INDIA,NR,JK,2029,0.453909102,
URBAN,Q3,INDIA,NER,AS,2029,0.911504192,
URBAN,Q3,INDIA,NR,JK,2029,0.367796513,
URBAN,Q4,INDIA,NER,AS,2029,0.876097401,
URBAN,Q4,INDIA,NR,JK,2029,0.264009737,
URBAN,Q5,INDIA,NER,AS,2029,0.740298221,
URBAN,Q5,INDIA,NR,JK,2029,0.118989123,
RURAL,Q1,INDIA,NER,AS,2030,0.848502579,
RURAL,Q1,INDIA,NR,JK,2030,0.561399027,
RURAL,Q2,INDIA,NER,AS,2030,0.881936603,
RURAL,Q2,INDIA,NR,JK,2030,0.56981286,
RURAL,Q3,INDIA,NER,AS,2030,0.901120476,
RURAL,Q3,INDIA,NR,JK,2030,0.55391808,
RURAL,Q4,INDIA,NER,AS,2030,0.913588491,
RURAL,Q4,INDIA,NR,JK,2030,0.523816502,
RURAL,Q5,INDIA,NER,AS,2030,0.924281498,
RURAL,Q5,INDIA,NR,JK,2030,0.367646785,
URBAN,Q1,INDIA,NER,AS,2030,0.926149851,
URBAN,Q1,INDIA,NR,JK,2030,0.533998066,
URBAN,Q2,INDIA,NER,AS,2030,0.924756785,
URBAN,Q2,INDIA,NR,JK,2030,0.445080861,
URBAN,Q3,INDIA,NER,AS,2030,0.907260508,
URBAN,Q3,INDIA,NR,JK,2030,0.357630619,
URBAN,Q4,INDIA,NER,AS,2030,0.868237479,
URBAN,Q4,INDIA,NR,JK,2030,0.254109728,
URBAN,Q5,INDIA,NER,AS,2030,0.723818585,
URBAN,Q5,INDIA,NR,JK,2030,0.11176438,
RURAL,Q1,INDIA,NER,AS,2031,0.855855281,
RURAL,Q1,INDIA,NR,JK,2031,0.563817579,
RURAL,Q2,INDIA,NER,AS,2031,0.887407287,
RURAL,Q2,INDIA,NR,JK,2031,0.568519404,
RURAL,Q3,INDIA,NER,AS,2031,0.905324523,
RURAL,Q3,INDIA,NR,JK,2031,0.549831467,
RURAL,Q4,INDIA,NER,AS,2031,0.916354889,
RURAL,Q4,INDIA,NR,JK,2031,0.517435096,
RURAL,Q5,INDIA,NER,AS,2031,0.924009785,
RURAL,Q5,INDIA,NR,JK,2031,0.355661359,
URBAN,Q1,INDIA,NER,AS,2031,0.927249024,
URBAN,Q1,INDIA,NR,JK,2031,0.527748618,
URBAN,Q2,INDIA,NER,AS,2031,0.922881445,
URBAN,Q2,INDIA,NR,JK,2031,0.436144691,
URBAN,Q3,INDIA,NER,AS,2031,0.902500391,
URBAN,Q3,INDIA,NR,JK,2031,0.347514353,
URBAN,Q4,INDIA,NER,AS,2031,0.859739991,
URBAN,Q4,INDIA,NR,JK,2031,0.244433682,
URBAN,Q5,INDIA,NER,AS,2031,0.706662425,
URBAN,Q5,INDIA,NR,JK,2031,0.104931551,
RURAL,Q1,INDIA,NER,NE,2021,0.385367154,
RURAL,Q1,INDIA,NR,HP,2021,0.519136735,
RURAL,Q2,INDIA,NER,NE,2021,0.469694082,
RURAL,Q2,INDIA,NR,HP,2021,0.595925512,
RURAL,Q3,INDIA,NER,NE,2021,0.527381782,
RURAL,Q3,INDIA,NR,HP,2021,0.655517401,
RURAL,Q4,INDIA,NER,NE,2021,0.592967478,
RURAL,Q4,INDIA,NR,HP,2021,0.701571353,
RURAL,Q5,INDIA,NER,NE,2021,0.705395957,
RURAL,Q5,INDIA,NR,HP,2021,0.740611641,
URBAN,Q1,INDIA,NER,NE,2021,0.660548027,
URBAN,Q1,INDIA,NR,HP,2021,0.734605821,
URBAN,Q2,INDIA,NER,NE,2021,0.744853889,
URBAN,Q2,INDIA,NR,HP,2021,0.745714817,
URBAN,Q3,INDIA,NER,NE,2021,0.797494983,
URBAN,Q3,INDIA,NR,HP,2021,0.710273075,
URBAN,Q4,INDIA,NER,NE,2021,0.830995276,
URBAN,Q4,INDIA,NR,HP,2021,0.651429246,
URBAN,Q5,INDIA,NER,NE,2021,0.853853841,
URBAN,Q5,INDIA,NR,HP,2021,0.390422742,
RURAL,Q1,INDIA,NER,NE,2022,0.395017853,
RURAL,Q1,INDIA,NR,HP,2022,0.531223637,
RURAL,Q2,INDIA,NER,NE,2022,0.480015738,
RURAL,Q2,INDIA,NR,HP,2022,0.606517414,
RURAL,Q3,INDIA,NER,NE,2022,0.538351081,
RURAL,Q3,INDIA,NR,HP,2022,0.665124486,
RURAL,Q4,INDIA,NER,NE,2022,0.603390327,
RURAL,Q4,INDIA,NR,HP,2022,0.708170339,
RURAL,Q5,INDIA,NER,NE,2022,0.713729901,
RURAL,Q5,INDIA,NR,HP,2022,0.740066378,
URBAN,Q1,INDIA,NER,NE,2022,0.669080367,
URBAN,Q1,INDIA,NR,HP,2022,0.738197147,
URBAN,Q2,INDIA,NER,NE,2022,0.751703135,
URBAN,Q2,INDIA,NR,HP,2022,0.741816789,
URBAN,Q3,INDIA,NER,NE,2022,0.802822864,
URBAN,Q3,INDIA,NR,HP,2022,0.700741391,
URBAN,Q4,INDIA,NER,NE,2022,0.834384121,
URBAN,Q4,INDIA,NR,HP,2022,0.635713745,
URBAN,Q5,INDIA,NER,NE,2022,0.854135631,
URBAN,Q5,INDIA,NR,HP,2022,0.361580505,
RURAL,Q1,INDIA,NER,NE,2023,0.403482177,
RURAL,Q1,INDIA,NR,HP,2023,0.541441865,
RURAL,Q2,INDIA,NER,NE,2023,0.489006173,
RURAL,Q2,INDIA,NR,HP,2023,0.615348589,
RURAL,Q3,INDIA,NER,NE,2023,0.547854956,
RURAL,Q3,INDIA,NR,HP,2023,0.672952528,
RURAL,Q4,INDIA,NER,NE,2023,0.612361799,
RURAL,Q4,INDIA,NR,HP,2023,0.713361785,
RURAL,Q5,INDIA,NER,NE,2023,0.720805098,
RURAL,Q5,INDIA,NR,HP,2023,0.73919894,
URBAN,Q1,INDIA,NER,NE,2023,0.676386015,
URBAN,Q1,INDIA,NR,HP,2023,0.740988244,
URBAN,Q2,INDIA,NER,NE,2023,0.757497935,
URBAN,Q2,INDIA,NR,HP,2023,0.737896162,
URBAN,Q3,INDIA,NER,NE,2023,0.807253416,
URBAN,Q3,INDIA,NR,HP,2023,0.691869213,
URBAN,Q4,INDIA,NER,NE,2023,0.837120379,
URBAN,Q4,INDIA,NR,HP,2023,0.621519703,
URBAN,Q5,INDIA,NER,NE,2023,0.854153395,
URBAN,Q5,INDIA,NR,HP,2023,0.337430998,
RURAL,Q1,INDIA,NER,NE,2024,0.413187074,
RURAL,Q1,INDIA,NR,HP,2024,0.552883111,
RURAL,Q2,INDIA,NER,NE,2024,0.49924135,
RURAL,Q2,INDIA,NR,HP,2024,0.625098839,
RURAL,Q3,INDIA,NER,NE,2024,0.558612409,
RURAL,Q3,INDIA,NR,HP,2024,0.681377754,
RURAL,Q4,INDIA,NER,NE,2024,0.622450301,
RURAL,Q4,INDIA,NR,HP,2024,0.718732165,
RURAL,Q5,INDIA,NER,NE,2024,0.728651091,
RURAL,Q5,INDIA,NR,HP,2024,0.737764614,
URBAN,Q1,INDIA,NER,NE,2024,0.684563439,
URBAN,Q1,INDIA,NR,HP,2024,0.743841078,
URBAN,Q2,INDIA,NER,NE,2024,0.763904445,
URBAN,Q2,INDIA,NR,HP,2024,0.732797164,
URBAN,Q3,INDIA,NER,NE,2024,0.812060788,
URBAN,Q3,INDIA,NR,HP,2024,0.681033483,
URBAN,Q4,INDIA,NER,NE,2024,0.839992089,
URBAN,Q4,INDIA,NR,HP,2024,0.604672912,
URBAN,Q5,INDIA,NER,NE,2024,0.853913638,
URBAN,Q5,INDIA,NR,HP,2024,0.31094669,
RURAL,Q1,INDIA,NER,NE,2025,0.422866817,
RURAL,Q1,INDIA,NR,HP,2025,0.563918684,
RURAL,Q2,INDIA,NER,NE,2025,0.509373034,
RURAL,Q2,INDIA,NR,HP,2025,0.634359695,
RURAL,Q3,INDIA,NER,NE,2025,0.56919619,
RURAL,Q3,INDIA,NR,HP,2025,0.689149865,
RURAL,Q4,INDIA,NER,NE,2025,0.632306814,
RURAL,Q4,INDIA,NR,HP,2025,0.723449422,
RURAL,Q5,INDIA,NER,NE,2025,0.736202132,
RURAL,Q5,INDIA,NR,HP,2025,0.735893521,
URBAN,Q1,INDIA,NER,NE,2025,0.692513199,
URBAN,Q1,INDIA,NR,HP,2025,0.746307789,
URBAN,Q2,INDIA,NER,NE,2025,0.770049311,
URBAN,Q2,INDIA,NR,HP,2025,0.727130215,
URBAN,Q3,INDIA,NER,NE,2025,0.81657493,
URBAN,Q3,INDIA,NR,HP,2025,0.669635775,
URBAN,Q4,INDIA,NER,NE,2025,0.842581099,
URBAN,Q4,INDIA,NR,HP,2025,0.587442881,
URBAN,Q5,INDIA,NER,NE,2025,0.853400599,
URBAN,Q5,INDIA,NR,HP,2025,0.286008128,
RURAL,Q1,INDIA,NER,NE,2026,0.432588982,
RURAL,Q1,INDIA,NR,HP,2026,0.57463152,
RURAL,Q2,INDIA,NER,NE,2026,0.519471691,
RURAL,Q2,INDIA,NR,HP,2026,0.643208674,
RURAL,Q3,INDIA,NER,NE,2026,0.579679553,
RURAL,Q3,INDIA,NR,HP,2026,0.696342338,
RURAL,Q4,INDIA,NER,NE,2026,0.64200173,
RURAL,Q4,INDIA,NR,HP,2026,0.727569459,
RURAL,Q5,INDIA,NER,NE,2026,0.743516595,
RURAL,Q5,INDIA,NR,HP,2026,0.733591451,
URBAN,Q1,INDIA,NER,NE,2026,0.700295522,
URBAN,Q1,INDIA,NR,HP,2026,0.748421882,
URBAN,Q2,INDIA,NER,NE,2026,0.775981856,
URBAN,Q2,INDIA,NR,HP,2026,0.720884114,
URBAN,Q3,INDIA,NER,NE,2026,0.82083404,
URBAN,Q3,INDIA,NR,HP,2026,0.65764455,
URBAN,Q4,INDIA,NER,NE,2026,0.844910584,
URBAN,Q4,INDIA,NR,HP,2026,0.569791776,
URBAN,Q5,INDIA,NER,NE,2026,0.852611942,
URBAN,Q5,INDIA,NR,HP,2026,0.262486376,
RURAL,Q1,INDIA,NER,NE,2027,0.442318214,
RURAL,Q1,INDIA,NR,HP,2027,0.584979482,
RURAL,Q2,INDIA,NER,NE,2027,0.529499973,
RURAL,Q2,INDIA,NR,HP,2027,0.65161767,
RURAL,Q3,INDIA,NER,NE,2027,0.590023199,
RURAL,Q3,INDIA,NR,HP,2027,0.702939506,
RURAL,Q4,INDIA,NER,NE,2027,0.651500429,
RURAL,Q4,INDIA,NR,HP,2027,0.731092831,
RURAL,Q5,INDIA,NER,NE,2027,0.750571847,
RURAL,Q5,INDIA,NR,HP,2027,0.730883541,
URBAN,Q1,INDIA,NER,NE,2027,0.707885503,
URBAN,Q1,INDIA,NR,HP,2027,0.750187169,
URBAN,Q2,INDIA,NER,NE,2027,0.781685181,
URBAN,Q2,INDIA,NR,HP,2027,0.714109622,
URBAN,Q3,INDIA,NER,NE,2027,0.824827146,
URBAN,Q3,INDIA,NR,HP,2027,0.6451548,
URBAN,Q4,INDIA,NER,NE,2027,0.846974863,
URBAN,Q4,INDIA,NR,HP,2027,0.551871587,
URBAN,Q5,INDIA,NER,NE,2027,0.851549382,
URBAN,Q5,INDIA,NR,HP,2027,0.240497846,
RURAL,Q1,INDIA,NER,NE,2028,0.452167662,
RURAL,Q1,INDIA,NR,HP,2028,0.595092431,
RURAL,Q2,INDIA,NER,NE,2028,0.539572853,
RURAL,Q2,INDIA,NR,HP,2028,0.659696718,
RURAL,Q3,INDIA,NER,NE,2028,0.600344176,
RURAL,Q3,INDIA,NR,HP,2028,0.709031154,
RURAL,Q4,INDIA,NER,NE,2028,0.660911244,
RURAL,Q4,INDIA,NR,HP,2028,0.734073142,
RURAL,Q5,INDIA,NER,NE,2028,0.757450173,
RURAL,Q5,INDIA,NR,HP,2028,0.727744347,
URBAN,Q1,INDIA,NER,NE,2028,0.715372233,
URBAN,Q1,INDIA,NR,HP,2028,0.751633297,
URBAN,Q2,INDIA,NER,NE,2028,0.787226999,
URBAN,Q2,INDIA,NR,HP,2028,0.706737639,
URBAN,Q3,INDIA,NER,NE,2028,0.82860114,
URBAN,Q3,INDIA,NR,HP,2028,0.632046844,
URBAN,Q4,INDIA,NER,NE,2028,0.848796568,
URBAN,Q4,INDIA,NR,HP,2028,0.533529941,
URBAN,Q5,INDIA,NER,NE,2028,0.850195128,
URBAN,Q5,INDIA,NR,HP,2028,0.219781381,
RURAL,Q1,INDIA,NER,NE,2029,0.462129616,
RURAL,Q1,INDIA,NR,HP,2029,0.60495553,
RURAL,Q2,INDIA,NER,NE,2029,0.549679528,
RURAL,Q2,INDIA,NR,HP,2029,0.667435548,
RURAL,Q3,INDIA,NER,NE,2029,0.610628897,
RURAL,Q3,INDIA,NR,HP,2029,0.714608264,
RURAL,Q4,INDIA,NER,NE,2029,0.670221485,
RURAL,Q4,INDIA,NR,HP,2029,0.73650583,
RURAL,Q5,INDIA,NER,NE,2029,0.764141989,
RURAL,Q5,INDIA,NR,HP,2029,0.724177004,
URBAN,Q1,INDIA,NER,NE,2029,0.72274733,
URBAN,Q1,INDIA,NR,HP,2029,0.752759464,
URBAN,Q2,INDIA,NER,NE,2029,0.792600271,
URBAN,Q2,INDIA,NR,HP,2029,0.69878025,
URBAN,Q3,INDIA,NER,NE,2029,0.832148586,
URBAN,Q3,INDIA,NR,HP,2029,0.618359916,
URBAN,Q4,INDIA,NER,NE,2029,0.850367715,
URBAN,Q4,INDIA,NR,HP,2029,0.514848309,
URBAN,Q5,INDIA,NER,NE,2029,0.848539185,
URBAN,Q5,INDIA,NR,HP,2029,0.200367749,
RURAL,Q1,INDIA,NER,NE,2030,0.472195723,
RURAL,Q1,INDIA,NR,HP,2030,0.614554589,
RURAL,Q2,INDIA,NER,NE,2030,0.559808732,
RURAL,Q2,INDIA,NR,HP,2030,0.674824576,
RURAL,Q3,INDIA,NER,NE,2030,0.620863484,
RURAL,Q3,INDIA,NR,HP,2030,0.719662686,
RURAL,Q4,INDIA,NER,NE,2030,0.679418399,
RURAL,Q4,INDIA,NR,HP,2030,0.738387017,
RURAL,Q5,INDIA,NER,NE,2030,0.770637778,
RURAL,Q5,INDIA,NR,HP,2030,0.720185259,
URBAN,Q1,INDIA,NER,NE,2030,0.730002422,
URBAN,Q1,INDIA,NR,HP,2030,0.75356507,
URBAN,Q2,INDIA,NER,NE,2030,0.797797981,
URBAN,Q2,INDIA,NR,HP,2030,0.690251313,
URBAN,Q3,INDIA,NER,NE,2030,0.835461954,
URBAN,Q3,INDIA,NR,HP,2030,0.60413647,
URBAN,Q4,INDIA,NER,NE,2030,0.851680094,
URBAN,Q4,INDIA,NR,HP,2030,0.495909829,
URBAN,Q5,INDIA,NER,NE,2030,0.846571303,
URBAN,Q5,INDIA,NR,HP,2030,0.182265083,
RURAL,Q1,INDIA,NER,NE,2031,0.482356992,
RURAL,Q1,INDIA,NR,HP,2031,0.623876084,
RURAL,Q2,INDIA,NER,NE,2031,0.569948769,
RURAL,Q2,INDIA,NR,HP,2031,0.681854887,
RURAL,Q3,INDIA,NER,NE,2031,0.631033828,
RURAL,Q3,INDIA,NR,HP,2031,0.724187094,
RURAL,Q4,INDIA,NER,NE,2031,0.688489213,
RURAL,Q4,INDIA,NR,HP,2031,0.739713497,
RURAL,Q5,INDIA,NER,NE,2031,0.776928099,
RURAL,Q5,INDIA,NR,HP,2031,0.715773504,
URBAN,Q1,INDIA,NER,NE,2031,0.737129169,
URBAN,Q1,INDIA,NR,HP,2031,0.754049722,
URBAN,Q2,INDIA,NER,NE,2031,0.802813133,
URBAN,Q2,INDIA,NR,HP,2031,0.681166522,
URBAN,Q3,INDIA,NER,NE,2031,0.838533603,
URBAN,Q3,INDIA,NR,HP,2031,0.58942198,
URBAN,Q4,INDIA,NER,NE,2031,0.852725255,
URBAN,Q4,INDIA,NR,HP,2031,0.476798304,
URBAN,Q5,INDIA,NER,NE,2031,0.844280998,
URBAN,Q5,INDIA,NR,HP,2031,0.165461889,
RURAL,Q1,INDIA,ER,JH,2021,0.600442531,
RURAL,Q1,INDIA,NR,PB,2021,0.69767007,
RURAL,Q2,INDIA,ER,JH,2021,0.662895241,
RURAL,Q2,INDIA,NR,PB,2021,0.6110087,
RURAL,Q3,INDIA,ER,JH,2021,0.707458445,
RURAL,Q3,INDIA,NR,PB,2021,0.547182028,
RURAL,Q4,INDIA,ER,JH,2021,0.746345325,
RURAL,Q4,INDIA,NR,PB,2021,0.448619815,
RURAL,Q5,INDIA,ER,JH,2021,0.803366924,
RURAL,Q5,INDIA,NR,PB,2021,0.272999944,
URBAN,Q1,INDIA,ER,JH,2021,0.799973365,
URBAN,Q1,INDIA,NR,PB,2021,0.498593889,
URBAN,Q2,INDIA,ER,JH,2021,0.820663205,
URBAN,Q2,INDIA,NR,PB,2021,0.379145509,
URBAN,Q3,INDIA,ER,JH,2021,0.801088374,
URBAN,Q3,INDIA,NR,PB,2021,0.292682659,
URBAN,Q4,INDIA,ER,JH,2021,0.74974089,
URBAN,Q4,INDIA,NR,PB,2021,0.228192444,
URBAN,Q5,INDIA,ER,JH,2021,0.584809753,
URBAN,Q5,INDIA,NR,PB,2021,0.103018732,
RURAL,Q1,INDIA,ER,JH,2022,0.610050026,
RURAL,Q1,INDIA,NR,PB,2022,0.682695167,
RURAL,Q2,INDIA,ER,JH,2022,0.671630545,
