ConsumerType1,ConsumerType2,ModelGeography,SubGeography1,SubGeography2,Year,Penetration
RURAL,Q1,INDIA,NR,JK,2021,0.086198615
RURAL,Q2,INDIA,NR,JK,2021,0.131633515
RURAL,Q3,INDIA,NR,JK,2021,0.167503671
RURAL,Q4,INDIA,NR,JK,2021,0.213119228
RURAL,Q5,INDIA,NR,JK,2021,0.375247557
URBAN,Q1,INDIA,NR,JK,2021,0.157693747
URBAN,Q2,INDIA,NR,JK,2021,0.228772357
URBAN,Q3,INDIA,NR,JK,2021,0.292445386
URBAN,Q4,INDIA,NR,JK,2021,0.371864975
URBAN,Q5,INDIA,NR,JK,2021,0.488814268
RURAL,Q1,INDIA,NR,JK,2022,0.09036595
RURAL,Q2,INDIA,NR,JK,2022,0.137822772
RURAL,Q3,INDIA,NR,JK,2022,0.175554654
RURAL,Q4,INDIA,NR,JK,2022,0.2226904
RURAL,Q5,INDIA,NR,JK,2022,0.390666693
URBAN,Q1,INDIA,NR,JK,2022,0.163958612
URBAN,Q2,INDIA,NR,JK,2022,0.236692124
URBAN,Q3,INDIA,NR,JK,2022,0.301530517
URBAN,Q4,INDIA,NR,JK,2022,0.381286712
URBAN,Q5,INDIA,NR,JK,2022,0.497316263
RURAL,Q1,INDIA,NR,JK,2023,0.09385652
RURAL,Q2,INDIA,NR,JK,2023,0.142987147
RURAL,Q3,INDIA,NR,JK,2023,0.182261394
RURAL,Q4,INDIA,NR,JK,2023,0.23061963
RURAL,Q5,INDIA,NR,JK,2023,0.403220058
URBAN,Q1,INDIA,NR,JK,2023,0.169127354
URBAN,Q2,INDIA,NR,JK,2023,0.243158286
URBAN,Q3,INDIA,NR,JK,2023,0.308876736
URBAN,Q4,INDIA,NR,JK,2023,0.388799859
URBAN,Q5,INDIA,NR,JK,2023,0.503900444
RURAL,Q1,INDIA,NR,JK,2024,0.098163586
RURAL,Q2,INDIA,NR,JK,2024,0.14933308
RURAL,Q3,INDIA,NR,JK,2024,0.187059368
RURAL,Q4,INDIA,NR,JK,2024,0.235967111
RURAL,Q5,INDIA,NR,JK,2024,0.410711493
URBAN,Q1,INDIA,NR,JK,2024,0.175408532
URBAN,Q2,INDIA,NR,JK,2024,0.25093261
URBAN,Q3,INDIA,NR,JK,2024,0.30927074
URBAN,Q4,INDIA,NR,JK,2024,0.387163136
URBAN,Q5,INDIA,NR,JK,2024,0.497948311
RURAL,Q1,INDIA,NR,JK,2025,0.100674079
RURAL,Q2,INDIA,NR,JK,2025,0.15291871
RURAL,Q3,INDIA,NR,JK,2025,0.191050143
RURAL,Q4,INDIA,NR,JK,2025,0.240264229
RURAL,Q5,INDIA,NR,JK,2025,0.416150083
URBAN,Q1,INDIA,NR,JK,2025,0.176876267
URBAN,Q2,INDIA,NR,JK,2025,0.251773396
URBAN,Q3,INDIA,NR,JK,2025,0.308591881
URBAN,Q4,INDIA,NR,JK,2025,0.384233094
URBAN,Q5,INDIA,NR,JK,2025,0.490481316
RURAL,Q1,INDIA,NR,JK,2026,0.102823177
RURAL,Q2,INDIA,NR,JK,2026,0.155930206
RURAL,Q3,INDIA,NR,JK,2026,0.194151271
RURAL,Q4,INDIA,NR,JK,2026,0.243410201
RURAL,Q5,INDIA,NR,JK,2026,0.419377749
URBAN,Q1,INDIA,NR,JK,2026,0.17781669
URBAN,Q2,INDIA,NR,JK,2026,0.251843205
URBAN,Q3,INDIA,NR,JK,2026,0.306891822
URBAN,Q4,INDIA,NR,JK,2026,0.380076743
URBAN,Q5,INDIA,NR,JK,2026,0.481590461
RURAL,Q1,INDIA,NR,JK,2027,0.104500882
RURAL,Q2,INDIA,NR,JK,2027,0.158204632
RURAL,Q3,INDIA,NR,JK,2027,0.196129478
RURAL,Q4,INDIA,NR,JK,2027,0.245128239
RURAL,Q5,INDIA,NR,JK,2027,0.419974073
URBAN,Q1,INDIA,NR,JK,2027,0.178162667
URBAN,Q2,INDIA,NR,JK,2027,0.251066899
URBAN,Q3,INDIA,NR,JK,2027,0.304095954
URBAN,Q4,INDIA,NR,JK,2027,0.374634995
URBAN,Q5,INDIA,NR,JK,2027,0.471258924
RURAL,Q1,INDIA,NR,JK,2028,0.105679964
RURAL,Q2,INDIA,NR,JK,2028,0.159699092
RURAL,Q3,INDIA,NR,JK,2028,0.196896076
RURAL,Q4,INDIA,NR,JK,2028,0.245307767
RURAL,Q5,INDIA,NR,JK,2028,0.417759225
URBAN,Q1,INDIA,NR,JK,2028,0.177978627
URBAN,Q2,INDIA,NR,JK,2028,0.249526157
URBAN,Q3,INDIA,NR,JK,2028,0.300293887
URBAN,Q4,INDIA,NR,JK,2028,0.368005192
URBAN,Q5,INDIA,NR,JK,2028,0.459584748
RURAL,Q1,INDIA,NR,JK,2029,0.106233785
RURAL,Q2,INDIA,NR,JK,2029,0.160226021
RURAL,Q3,INDIA,NR,JK,2029,0.196174553
RURAL,Q4,INDIA,NR,JK,2029,0.243620349
RURAL,Q5,INDIA,NR,JK,2029,0.41223521
URBAN,Q1,INDIA,NR,JK,2029,0.177216012
URBAN,Q2,INDIA,NR,JK,2029,0.247166564
URBAN,Q3,INDIA,NR,JK,2029,0.295430127
URBAN,Q4,INDIA,NR,JK,2029,0.360142594
URBAN,Q5,INDIA,NR,JK,2029,0.44655076
RURAL,Q1,INDIA,NR,JK,2030,0.106010968
RURAL,Q2,INDIA,NR,JK,2030,0.159562717
RURAL,Q3,INDIA,NR,JK,2030,0.193638056
RURAL,Q4,INDIA,NR,JK,2030,0.239680286
RURAL,Q5,INDIA,NR,JK,2030,0.402828648
URBAN,Q1,INDIA,NR,JK,2030,0.175823994
URBAN,Q2,INDIA,NR,JK,2030,0.243932258
URBAN,Q3,INDIA,NR,JK,2030,0.289448637
URBAN,Q4,INDIA,NR,JK,2030,0.351002532
URBAN,Q5,INDIA,NR,JK,2030,0.432138799
RURAL,Q1,INDIA,NR,JK,2031,0.1048308
RURAL,Q2,INDIA,NR,JK,2031,0.157445058
RURAL,Q3,INDIA,NR,JK,2031,0.188900637
RURAL,Q4,INDIA,NR,JK,2031,0.233034949
RURAL,Q5,INDIA,NR,JK,2031,0.388878918
URBAN,Q1,INDIA,NR,JK,2031,0.173749459
URBAN,Q2,INDIA,NR,JK,2031,0.239765954
URBAN,Q3,INDIA,NR,JK,2031,0.282292828
URBAN,Q4,INDIA,NR,JK,2031,0.340540277
URBAN,Q5,INDIA,NR,JK,2031,0.416329402
RURAL,Q1,INDIA,NR,HP,2021,0.014853384
RURAL,Q2,INDIA,NR,HP,2021,0.02240125
RURAL,Q3,INDIA,NR,HP,2021,0.032376935
RURAL,Q4,INDIA,NR,HP,2021,0.046594893
RURAL,Q5,INDIA,NR,HP,2021,0.096573354
URBAN,Q1,INDIA,NR,HP,2021,0.048723931
URBAN,Q2,INDIA,NR,HP,2021,0.108314826
URBAN,Q3,INDIA,NR,HP,2021,0.155500652
URBAN,Q4,INDIA,NR,HP,2021,0.213107604
URBAN,Q5,INDIA,NR,HP,2021,0.425566661
RURAL,Q1,INDIA,NR,HP,2022,0.015806356
RURAL,Q2,INDIA,NR,HP,2022,0.023808799
RURAL,Q3,INDIA,NR,HP,2022,0.034635121
RURAL,Q4,INDIA,NR,HP,2022,0.049726643
RURAL,Q5,INDIA,NR,HP,2022,0.101743544
URBAN,Q1,INDIA,NR,HP,2022,0.051190013
URBAN,Q2,INDIA,NR,HP,2022,0.115121506
URBAN,Q3,INDIA,NR,HP,2022,0.165681614
URBAN,Q4,INDIA,NR,HP,2022,0.227152053
URBAN,Q5,INDIA,NR,HP,2022,0.447781029
RURAL,Q1,INDIA,NR,HP,2023,0.016231915
RURAL,Q2,INDIA,NR,HP,2023,0.024423046
RURAL,Q3,INDIA,NR,HP,2023,0.035724359
RURAL,Q4,INDIA,NR,HP,2023,0.051183387
RURAL,Q5,INDIA,NR,HP,2023,0.103563829
URBAN,Q1,INDIA,NR,HP,2023,0.051586333
URBAN,Q2,INDIA,NR,HP,2023,0.117123939
URBAN,Q3,INDIA,NR,HP,2023,0.168860231
URBAN,Q4,INDIA,NR,HP,2023,0.231478219
URBAN,Q5,INDIA,NR,HP,2023,0.450559607
RURAL,Q1,INDIA,NR,HP,2024,0.016725631
RURAL,Q2,INDIA,NR,HP,2024,0.025133867
