EnergyStorTech,ModelGeography,SubGeography1,LegacyBalCycles
PUMPED_STOR,INDIA,ER,50000.0
PUMPED_STOR,INDIA,WR,50000.0
PUMPED_STOR,INDIA,NER,50000.0
PUMPED_STOR,INDIA,SR,50000.0
PUMPED_STOR,INDIA,NR,50000.0
