ModelGeography,EnergyService,EfficiencyLevelName,Year,ServiceTech,EnergyCarrier,SpecificEnergyConsumption
INDIA,ALUMINIUM,AVERAGE,2032,PRIMARY_Norm,NATGAS,0.631017174
INDIA,ALUMINIUM,AVERAGE,2032,PRIMARY_INERT,NATGAS,0.631017174
INDIA,ALUMINIUM,AVERAGE,2033,PRIMARY_Norm,NATGAS,0.8335883
INDIA,ALUMINIUM,AVERAGE,2033,PRIMARY_INERT,NATGAS,0.8335883
INDIA,ALUMINIUM,AVERAGE,2034,PRIMARY_Norm,NATGAS,1.032365107
INDIA,ALUMINIUM,AVERAGE,2034,PRIMARY_INERT,NATGAS,1.032365107
INDIA,ALUMINIUM,AVERAGE,2035,PRIMARY_Norm,NATGAS,1.227400393
INDIA,ALUMINIUM,AVERAGE,2035,PRIMARY_INERT,NATGAS,1.227400393
INDIA,ALUMINIUM,AVERAGE,2036,PRIMARY_Norm,NATGAS,1.418746299
INDIA,ALUMINIUM,AVERAGE,2036,PRIMARY_INERT,NATGAS,1.418746299
INDIA,ALUMINIUM,AVERAGE,2037,PRIMARY_Norm,NATGAS,1.606454328
INDIA,ALUMINIUM,AVERAGE,2037,PRIMARY_INERT,NATGAS,1.606454328
INDIA,ALUMINIUM,AVERAGE,2038,PRIMARY_Norm,NATGAS,1.790575342
INDIA,ALUMINIUM,AVERAGE,2038,PRIMARY_INERT,NATGAS,1.790575342
INDIA,ALUMINIUM,AVERAGE,2039,PRIMARY_Norm,NATGAS,1.971159577
INDIA,ALUMINIUM,AVERAGE,2039,PRIMARY_INERT,NATGAS,1.971159577
INDIA,ALUMINIUM,AVERAGE,2040,PRIMARY_Norm,NATGAS,2.148256645
INDIA,ALUMINIUM,AVERAGE,2040,PRIMARY_INERT,NATGAS,2.148256645
INDIA,ALUMINIUM,AVERAGE,2041,PRIMARY_Norm,NATGAS,2.321915544
INDIA,ALUMINIUM,AVERAGE,2041,PRIMARY_INERT,NATGAS,2.321915544
INDIA,ALUMINIUM,AVERAGE,2022,PRIMARY_Norm,ELECTRICITY,14721.99418
INDIA,ALUMINIUM,AVERAGE,2022,PRIMARY_INERT,ELECTRICITY,13721.99418
INDIA,ALUMINIUM,AVERAGE,2022,SECONDARY_Norm,ELECTRICITY,222.5480799
INDIA,ALUMINIUM,AVERAGE,2023,PRIMARY_Norm,ELECTRICITY,14699.92479
INDIA,ALUMINIUM,AVERAGE,2023,PRIMARY_INERT,ELECTRICITY,13699.92479
INDIA,ALUMINIUM,AVERAGE,2023,SECONDARY_Norm,ELECTRICITY,221.4353395
INDIA,ALUMINIUM,AVERAGE,2024,PRIMARY_Norm,ELECTRICITY,14677.88847
INDIA,ALUMINIUM,AVERAGE,2024,PRIMARY_INERT,ELECTRICITY,13677.88847
INDIA,ALUMINIUM,AVERAGE,2024,SECONDARY_Norm,ELECTRICITY,220.3281628
INDIA,ALUMINIUM,AVERAGE,2025,PRIMARY_Norm,ELECTRICITY,14655.8852
INDIA,ALUMINIUM,AVERAGE,2025,PRIMARY_INERT,ELECTRICITY,13655.8852
INDIA,ALUMINIUM,AVERAGE,2025,SECONDARY_Norm,ELECTRICITY,219.226522
INDIA,ALUMINIUM,AVERAGE,2026,PRIMARY_Norm,ELECTRICITY,14633.9149
INDIA,ALUMINIUM,AVERAGE,2026,PRIMARY_INERT,ELECTRICITY,13633.9149
INDIA,ALUMINIUM,AVERAGE,2026,SECONDARY_Norm,ELECTRICITY,218.1303894
INDIA,ALUMINIUM,AVERAGE,2027,PRIMARY_Norm,ELECTRICITY,14611.97754
INDIA,ALUMINIUM,AVERAGE,2027,PRIMARY_INERT,ELECTRICITY,13611.97754
INDIA,ALUMINIUM,AVERAGE,2027,SECONDARY_Norm,ELECTRICITY,217.0397375
INDIA,ALUMINIUM,AVERAGE,2028,PRIMARY_Norm,ELECTRICITY,14590.07307
INDIA,ALUMINIUM,AVERAGE,2028,PRIMARY_INERT,ELECTRICITY,13590.07307
INDIA,ALUMINIUM,AVERAGE,2028,SECONDARY_Norm,ELECTRICITY,215.9545388
INDIA,ALUMINIUM,AVERAGE,2029,PRIMARY_Norm,ELECTRICITY,14568.20143
INDIA,ALUMINIUM,AVERAGE,2029,PRIMARY_INERT,ELECTRICITY,13568.20143
INDIA,ALUMINIUM,AVERAGE,2029,SECONDARY_Norm,ELECTRICITY,214.8747661
INDIA,ALUMINIUM,AVERAGE,2030,PRIMARY_Norm,ELECTRICITY,14546.36259
INDIA,ALUMINIUM,AVERAGE,2030,PRIMARY_INERT,ELECTRICITY,13546.36259
INDIA,ALUMINIUM,AVERAGE,2030,SECONDARY_Norm,ELECTRICITY,213.8003923
INDIA,ALUMINIUM,AVERAGE,2031,PRIMARY_Norm,ELECTRICITY,14524.55647
INDIA,ALUMINIUM,AVERAGE,2031,PRIMARY_INERT,ELECTRICITY,13524.55647
INDIA,ALUMINIUM,AVERAGE,2031,SECONDARY_Norm,ELECTRICITY,212.7313903
INDIA,ALUMINIUM,AVERAGE,2032,PRIMARY_Norm,ELECTRICITY,14502.78305
INDIA,ALUMINIUM,AVERAGE,2032,PRIMARY_INERT,ELECTRICITY,13502.78305
INDIA,ALUMINIUM,AVERAGE,2032,SECONDARY_Norm,ELECTRICITY,211.6677333
INDIA,ALUMINIUM,AVERAGE,2033,PRIMARY_Norm,ELECTRICITY,14481.04227
INDIA,ALUMINIUM,AVERAGE,2033,PRIMARY_INERT,ELECTRICITY,13481.04227
INDIA,ALUMINIUM,AVERAGE,2033,SECONDARY_Norm,ELECTRICITY,210.6093947
INDIA,ALUMINIUM,AVERAGE,2034,PRIMARY_Norm,ELECTRICITY,14459.33408
INDIA,ALUMINIUM,AVERAGE,2034,PRIMARY_INERT,ELECTRICITY,13459.33408
INDIA,ALUMINIUM,AVERAGE,2034,SECONDARY_Norm,ELECTRICITY,209.5563477
INDIA,ALUMINIUM,AVERAGE,2035,PRIMARY_Norm,ELECTRICITY,14437.65843
INDIA,ALUMINIUM,AVERAGE,2035,PRIMARY_INERT,ELECTRICITY,13437.65843
INDIA,ALUMINIUM,AVERAGE,2035,SECONDARY_Norm,ELECTRICITY,208.508566
INDIA,ALUMINIUM,AVERAGE,2036,PRIMARY_Norm,ELECTRICITY,14416.01528
INDIA,ALUMINIUM,AVERAGE,2036,PRIMARY_INERT,ELECTRICITY,13416.01528
INDIA,ALUMINIUM,AVERAGE,2036,SECONDARY_Norm,ELECTRICITY,207.4660231
INDIA,ALUMINIUM,AVERAGE,2037,PRIMARY_Norm,ELECTRICITY,14394.40457
INDIA,ALUMINIUM,AVERAGE,2037,PRIMARY_INERT,ELECTRICITY,13394.40457
INDIA,ALUMINIUM,AVERAGE,2037,SECONDARY_Norm,ELECTRICITY,206.428693
INDIA,ALUMINIUM,AVERAGE,2038,PRIMARY_Norm,ELECTRICITY,14372.82625
INDIA,ALUMINIUM,AVERAGE,2038,PRIMARY_INERT,ELECTRICITY,13372.82625
INDIA,ALUMINIUM,AVERAGE,2038,SECONDARY_Norm,ELECTRICITY,205.3965496
INDIA,ALUMINIUM,AVERAGE,2039,PRIMARY_Norm,ELECTRICITY,14351.28028
INDIA,ALUMINIUM,AVERAGE,2039,PRIMARY_INERT,ELECTRICITY,13351.28028
INDIA,ALUMINIUM,AVERAGE,2039,SECONDARY_Norm,ELECTRICITY,204.3695668
INDIA,ALUMINIUM,AVERAGE,2040,PRIMARY_Norm,ELECTRICITY,14329.76662
INDIA,ALUMINIUM,AVERAGE,2040,PRIMARY_INERT,ELECTRICITY,13329.76662
INDIA,ALUMINIUM,AVERAGE,2040,SECONDARY_Norm,ELECTRICITY,203.347719
INDIA,ALUMINIUM,AVERAGE,2041,PRIMARY_Norm,ELECTRICITY,14308.2852
INDIA,ALUMINIUM,AVERAGE,2041,PRIMARY_INERT,ELECTRICITY,13308.2852
INDIA,ALUMINIUM,AVERAGE,2041,SECONDARY_Norm,ELECTRICITY,202.3309804
INDIA,ALUMINIUM,AVERAGE,2022,SECONDARY_Norm,PP_OTHER,7.21055779
INDIA,ALUMINIUM,AVERAGE,2023,SECONDARY_Norm,PP_OTHER,7.174505001
INDIA,ALUMINIUM,AVERAGE,2024,SECONDARY_Norm,PP_OTHER,7.138632476
INDIA,ALUMINIUM,AVERAGE,2025,SECONDARY_Norm,PP_OTHER,7.102939314
INDIA,ALUMINIUM,AVERAGE,2026,SECONDARY_Norm,PP_OTHER,7.067424617
INDIA,ALUMINIUM,AVERAGE,2027,SECONDARY_Norm,PP_OTHER,7.032087494
INDIA,ALUMINIUM,AVERAGE,2028,SECONDARY_Norm,PP_OTHER,6.996927057
INDIA,ALUMINIUM,AVERAGE,2029,SECONDARY_Norm,PP_OTHER,6.961942421
INDIA,ALUMINIUM,AVERAGE,2030,SECONDARY_Norm,PP_OTHER,6.927132709
INDIA,ALUMINIUM,AVERAGE,2031,SECONDARY_Norm,PP_OTHER,6.892497046
INDIA,ALUMINIUM,AVERAGE,2032,SECONDARY_Norm,PP_OTHER,6.85803456
INDIA,ALUMINIUM,AVERAGE,2033,SECONDARY_Norm,PP_OTHER,6.823744388
INDIA,ALUMINIUM,AVERAGE,2034,SECONDARY_Norm,PP_OTHER,6.789625666
INDIA,ALUMINIUM,AVERAGE,2035,SECONDARY_Norm,PP_OTHER,6.755677537
INDIA,ALUMINIUM,AVERAGE,2036,SECONDARY_Norm,PP_OTHER,6.72189915
INDIA,ALUMINIUM,AVERAGE,2037,SECONDARY_Norm,PP_OTHER,6.688289654
INDIA,ALUMINIUM,AVERAGE,2038,SECONDARY_Norm,PP_OTHER,6.654848206
INDIA,ALUMINIUM,AVERAGE,2039,SECONDARY_Norm,PP_OTHER,6.621573965
INDIA,ALUMINIUM,AVERAGE,2040,SECONDARY_Norm,PP_OTHER,6.588466095
INDIA,ALUMINIUM,AVERAGE,2041,SECONDARY_Norm,PP_OTHER,6.555523764
INDIA,CEMENT,AVERAGE,2022,OPC_Norm,THERMAL_COAL,1.187560022
INDIA,CEMENT,AVERAGE,2022,OPC_CCUS,THERMAL_COAL,1.187560022
INDIA,CEMENT,AVERAGE,2022,PPC_Norm,THERMAL_COAL,0.801860376
INDIA,CEMENT,AVERAGE,2022,PPC_CCUS,THERMAL_COAL,0.801860376
INDIA,CEMENT,AVERAGE,2022,PSC_Norm,THERMAL_COAL,0.481889124
INDIA,CEMENT,AVERAGE,2022,PSC_CCUS,THERMAL_COAL,0.481889124
INDIA,CEMENT,AVERAGE,2022,CC_Norm,THERMAL_COAL,0.548893012
INDIA,CEMENT,AVERAGE,2022,LC3_Norm,THERMAL_COAL,0.62503159
INDIA,CEMENT,AVERAGE,2023,OPC_Norm,THERMAL_COAL,1.183028564
INDIA,CEMENT,AVERAGE,2023,OPC_CCUS,THERMAL_COAL,1.183028564
INDIA,CEMENT,AVERAGE,2023,PPC_Norm,THERMAL_COAL,0.796689515
INDIA,CEMENT,AVERAGE,2023,PPC_CCUS,THERMAL_COAL,0.796689515
INDIA,CEMENT,AVERAGE,2023,PSC_Norm,THERMAL_COAL,0.476516366
INDIA,CEMENT,AVERAGE,2023,PSC_CCUS,THERMAL_COAL,0.476516366
INDIA,CEMENT,AVERAGE,2023,CC_Norm,THERMAL_COAL,0.544121653
INDIA,CEMENT,AVERAGE,2023,LC3_Norm,THERMAL_COAL,0.622646613
INDIA,CEMENT,AVERAGE,2024,OPC_Norm,THERMAL_COAL,1.178368361
INDIA,CEMENT,AVERAGE,2024,OPC_CCUS,THERMAL_COAL,1.178368361
INDIA,CEMENT,AVERAGE,2024,PPC_Norm,THERMAL_COAL,0.791453913
INDIA,CEMENT,AVERAGE,2024,PPC_CCUS,THERMAL_COAL,0.791453913
INDIA,CEMENT,AVERAGE,2024,PSC_Norm,THERMAL_COAL,0.47114512
INDIA,CEMENT,AVERAGE,2024,PSC_CCUS,THERMAL_COAL,0.47114512
INDIA,CEMENT,AVERAGE,2024,CC_Norm,THERMAL_COAL,0.53932493
INDIA,CEMENT,AVERAGE,2024,LC3_Norm,THERMAL_COAL,0.620193874
INDIA,CEMENT,AVERAGE,2025,OPC_Norm,THERMAL_COAL,1.173571436
INDIA,CEMENT,AVERAGE,2025,OPC_CCUS,THERMAL_COAL,1.173571436
INDIA,CEMENT,AVERAGE,2025,PPC_Norm,THERMAL_COAL,0.786148834
INDIA,CEMENT,AVERAGE,2025,PPC_CCUS,THERMAL_COAL,0.786148834
INDIA,CEMENT,AVERAGE,2025,PSC_Norm,THERMAL_COAL,0.46577287
INDIA,CEMENT,AVERAGE,2025,PSC_CCUS,THERMAL_COAL,0.46577287
INDIA,CEMENT,AVERAGE,2025,CC_Norm,THERMAL_COAL,0.534499863
INDIA,CEMENT,AVERAGE,2025,LC3_Norm,THERMAL_COAL,0.617669177
INDIA,CEMENT,AVERAGE,2026,OPC_Norm,THERMAL_COAL,1.168629312
INDIA,CEMENT,AVERAGE,2026,OPC_CCUS,THERMAL_COAL,1.168629312
INDIA,CEMENT,AVERAGE,2026,PPC_Norm,THERMAL_COAL,0.780769259
INDIA,CEMENT,AVERAGE,2026,PPC_CCUS,THERMAL_COAL,0.780769259
INDIA,CEMENT,AVERAGE,2026,PSC_Norm,THERMAL_COAL,0.460396981
INDIA,CEMENT,AVERAGE,2026,PSC_CCUS,THERMAL_COAL,0.460396981
INDIA,CEMENT,AVERAGE,2026,CC_Norm,THERMAL_COAL,0.529643306
INDIA,CEMENT,AVERAGE,2026,LC3_Norm,THERMAL_COAL,0.615068059
INDIA,CEMENT,AVERAGE,2027,OPC_Norm,THERMAL_COAL,1.163532974
INDIA,CEMENT,AVERAGE,2027,OPC_CCUS,THERMAL_COAL,1.163532974
INDIA,CEMENT,AVERAGE,2027,PPC_Norm,THERMAL_COAL,0.77530987
INDIA,CEMENT,AVERAGE,2027,PPC_CCUS,THERMAL_COAL,0.77530987
INDIA,CEMENT,AVERAGE,2027,PSC_Norm,THERMAL_COAL,0.455014693
INDIA,CEMENT,AVERAGE,2027,PSC_CCUS,THERMAL_COAL,0.455014693
INDIA,CEMENT,AVERAGE,2027,CC_Norm,THERMAL_COAL,0.52475194
INDIA,CEMENT,AVERAGE,2027,LC3_Norm,THERMAL_COAL,0.612385776
INDIA,CEMENT,AVERAGE,2028,OPC_Norm,THERMAL_COAL,1.158272833
INDIA,CEMENT,AVERAGE,2028,OPC_CCUS,THERMAL_COAL,1.158272833
INDIA,CEMENT,AVERAGE,2028,PPC_Norm,THERMAL_COAL,0.769765024
INDIA,CEMENT,AVERAGE,2028,PPC_CCUS,THERMAL_COAL,0.769765024
INDIA,CEMENT,AVERAGE,2028,PSC_Norm,THERMAL_COAL,0.449623115
INDIA,CEMENT,AVERAGE,2028,PSC_CCUS,THERMAL_COAL,0.449623115
INDIA,CEMENT,AVERAGE,2028,CC_Norm,THERMAL_COAL,0.519822259
INDIA,CEMENT,AVERAGE,2028,LC3_Norm,THERMAL_COAL,0.60961728
INDIA,CEMENT,AVERAGE,2029,OPC_Norm,THERMAL_COAL,1.152838686
INDIA,CEMENT,AVERAGE,2029,OPC_CCUS,THERMAL_COAL,1.152838686
INDIA,CEMENT,AVERAGE,2029,PPC_Norm,THERMAL_COAL,0.764128736
INDIA,CEMENT,AVERAGE,2029,PPC_CCUS,THERMAL_COAL,0.764128736
INDIA,CEMENT,AVERAGE,2029,PSC_Norm,THERMAL_COAL,0.44421921
INDIA,CEMENT,AVERAGE,2029,PSC_CCUS,THERMAL_COAL,0.44421921
INDIA,CEMENT,AVERAGE,2029,CC_Norm,THERMAL_COAL,0.51485056
INDIA,CEMENT,AVERAGE,2029,LC3_Norm,THERMAL_COAL,0.606757203
INDIA,CEMENT,AVERAGE,2030,OPC_Norm,THERMAL_COAL,1.147219673
INDIA,CEMENT,AVERAGE,2030,OPC_CCUS,THERMAL_COAL,1.147219673
INDIA,CEMENT,AVERAGE,2030,PPC_Norm,THERMAL_COAL,0.758394654
INDIA,CEMENT,AVERAGE,2030,PPC_CCUS,THERMAL_COAL,0.758394654
INDIA,CEMENT,AVERAGE,2030,PSC_Norm,THERMAL_COAL,0.438799793
INDIA,CEMENT,AVERAGE,2030,PSC_CCUS,THERMAL_COAL,0.438799793
INDIA,CEMENT,AVERAGE,2030,CC_Norm,THERMAL_COAL,0.509832924
INDIA,CEMENT,AVERAGE,2030,LC3_Norm,THERMAL_COAL,0.603799828
INDIA,CEMENT,AVERAGE,2031,OPC_Norm,THERMAL_COAL,1.141404228
INDIA,CEMENT,AVERAGE,2031,OPC_CCUS,THERMAL_COAL,1.141404228
INDIA,CEMENT,AVERAGE,2031,PPC_Norm,THERMAL_COAL,0.752556031
INDIA,CEMENT,AVERAGE,2031,PPC_CCUS,THERMAL_COAL,0.752556031
INDIA,CEMENT,AVERAGE,2031,PSC_Norm,THERMAL_COAL,0.433361513
INDIA,CEMENT,AVERAGE,2031,PSC_CCUS,THERMAL_COAL,0.433361513
INDIA,CEMENT,AVERAGE,2031,CC_Norm,THERMAL_COAL,0.504765209
INDIA,CEMENT,AVERAGE,2031,LC3_Norm,THERMAL_COAL,0.600739067
INDIA,CEMENT,AVERAGE,2032,OPC_Norm,THERMAL_COAL,1.135380029
INDIA,CEMENT,AVERAGE,2032,OPC_CCUS,THERMAL_COAL,1.135380029
INDIA,CEMENT,AVERAGE,2032,PPC_Norm,THERMAL_COAL,0.7466057
INDIA,CEMENT,AVERAGE,2032,PPC_CCUS,THERMAL_COAL,0.7466057
INDIA,CEMENT,AVERAGE,2032,PSC_Norm,THERMAL_COAL,0.427900848
INDIA,CEMENT,AVERAGE,2032,PSC_CCUS,THERMAL_COAL,0.427900848
INDIA,CEMENT,AVERAGE,2032,CC_Norm,THERMAL_COAL,0.499643029
INDIA,CEMENT,AVERAGE,2032,LC3_Norm,THERMAL_COAL,0.597568436
INDIA,CEMENT,AVERAGE,2033,OPC_Norm,THERMAL_COAL,1.129133946
INDIA,CEMENT,AVERAGE,2033,OPC_CCUS,THERMAL_COAL,1.129133946
INDIA,CEMENT,AVERAGE,2033,PPC_Norm,THERMAL_COAL,0.740536043
INDIA,CEMENT,AVERAGE,2033,PPC_CCUS,THERMAL_COAL,0.740536043
INDIA,CEMENT,AVERAGE,2033,PSC_Norm,THERMAL_COAL,0.422414088
INDIA,CEMENT,AVERAGE,2033,PSC_CCUS,THERMAL_COAL,0.422414088
INDIA,CEMENT,AVERAGE,2033,CC_Norm,THERMAL_COAL,0.494461738
INDIA,CEMENT,AVERAGE,2033,LC3_Norm,THERMAL_COAL,0.594281024
INDIA,CEMENT,AVERAGE,2034,OPC_Norm,THERMAL_COAL,1.122651978
INDIA,CEMENT,AVERAGE,2034,OPC_CCUS,THERMAL_COAL,1.122651978
INDIA,CEMENT,AVERAGE,2034,PPC_Norm,THERMAL_COAL,0.734338959
INDIA,CEMENT,AVERAGE,2034,PPC_CCUS,THERMAL_COAL,0.734338959
INDIA,CEMENT,AVERAGE,2034,PSC_Norm,THERMAL_COAL,0.416897326
INDIA,CEMENT,AVERAGE,2034,PSC_CCUS,THERMAL_COAL,0.416897326
INDIA,CEMENT,AVERAGE,2034,CC_Norm,THERMAL_COAL,0.489216411
INDIA,CEMENT,AVERAGE,2034,LC3_Norm,THERMAL_COAL,0.590869462
INDIA,CEMENT,AVERAGE,2035,OPC_Norm,THERMAL_COAL,1.115919189
INDIA,CEMENT,AVERAGE,2035,OPC_CCUS,THERMAL_COAL,1.115919189
INDIA,CEMENT,AVERAGE,2035,PPC_Norm,THERMAL_COAL,0.728005827
INDIA,CEMENT,AVERAGE,2035,PPC_CCUS,THERMAL_COAL,0.728005827
INDIA,CEMENT,AVERAGE,2035,PSC_Norm,THERMAL_COAL,0.41134644
INDIA,CEMENT,AVERAGE,2035,PSC_CCUS,THERMAL_COAL,0.41134644
INDIA,CEMENT,AVERAGE,2035,CC_Norm,THERMAL_COAL,0.483901827
INDIA,CEMENT,AVERAGE,2035,LC3_Norm,THERMAL_COAL,0.587325889
INDIA,CEMENT,AVERAGE,2036,OPC_Norm,THERMAL_COAL,1.108919639
INDIA,CEMENT,AVERAGE,2036,OPC_CCUS,THERMAL_COAL,1.108919639
INDIA,CEMENT,AVERAGE,2036,PPC_Norm,THERMAL_COAL,0.721527473
INDIA,CEMENT,AVERAGE,2036,PPC_CCUS,THERMAL_COAL,0.721527473
INDIA,CEMENT,AVERAGE,2036,PSC_Norm,THERMAL_COAL,0.40575708
INDIA,CEMENT,AVERAGE,2036,PSC_CCUS,THERMAL_COAL,0.40575708
INDIA,CEMENT,AVERAGE,2036,CC_Norm,THERMAL_COAL,0.478512444
INDIA,CEMENT,AVERAGE,2036,LC3_Norm,THERMAL_COAL,0.583641916
INDIA,CEMENT,AVERAGE,2037,OPC_Norm,THERMAL_COAL,1.10163631
INDIA,CEMENT,AVERAGE,2037,OPC_CCUS,THERMAL_COAL,1.10163631
INDIA,CEMENT,AVERAGE,2037,PPC_Norm,THERMAL_COAL,0.71489412
INDIA,CEMENT,AVERAGE,2037,PPC_CCUS,THERMAL_COAL,0.71489412
INDIA,CEMENT,AVERAGE,2037,PSC_Norm,THERMAL_COAL,0.40012465
INDIA,CEMENT,AVERAGE,2037,PSC_CCUS,THERMAL_COAL,0.40012465
INDIA,CEMENT,AVERAGE,2037,CC_Norm,THERMAL_COAL,0.473042377
INDIA,CEMENT,AVERAGE,2037,LC3_Norm,THERMAL_COAL,0.579808584
INDIA,CEMENT,AVERAGE,2038,OPC_Norm,THERMAL_COAL,1.094051018
INDIA,CEMENT,AVERAGE,2038,OPC_CCUS,THERMAL_COAL,1.094051018
INDIA,CEMENT,AVERAGE,2038,PPC_Norm,THERMAL_COAL,0.708095353
INDIA,CEMENT,AVERAGE,2038,PPC_CCUS,THERMAL_COAL,0.708095353
