Year,ModelGeography,ConsumerType1,EnergyDemand
2021,INDIA,ALL,1321.1365722246167
2022,INDIA,ALL,1341.3250724754535
2023,INDIA,ALL,1356.2821105707437
2024,INDIA,ALL,1371.1525189358433
2025,INDIA,ALL,1385.9109939875912
2026,INDIA,ALL,1400.6756864908252
2027,INDIA,ALL,1415.3988170823075
2028,INDIA,ALL,1430.2767091148921
2029,INDIA,ALL,1445.3109893396609
2030,INDIA,ALL,1460.503301630528
2031,INDIA,ALL,1475.855307119222
