Year,ModelGeography,SubGeography1,SubGeography2,EnergyDemand
2021,INDIA,ER,BR,1.9970821584116414
2021,INDIA,ER,JH,0.0606971254083856
2021,INDIA,ER,OD,0.07353850938089511
2021,INDIA,ER,WB,0.3661085818144776
2021,INDIA,WR,CG,0.0833573936964316
2021,INDIA,WR,GJ,1.057865085496243
2021,INDIA,WR,MP,0.6987200913803602
2021,INDIA,WR,MH,2.0066032493005257
2021,INDIA,WR,GA,0.0
2021,INDIA,WR,UT,0.0
2021,INDIA,NR,DL,0.0012776926992724
2021,INDIA,NR,HR,0.0617196208515332
2021,INDIA,NR,HP,0.0013473322692698
2021,INDIA,NR,JK,0.0
2021,INDIA,NR,PB,1.0006555392372085
2021,INDIA,NR,RJ,0.08337525732496599
2021,INDIA,NR,UP,0.7776516876464679
2021,INDIA,NR,UK,0.006143217189482899
2021,INDIA,SR,AP,0.7864554990477468
2021,INDIA,SR,KA,0.8262619866085675
2021,INDIA,SR,KL,0.298469958495079
2021,INDIA,SR,TN,0.3859411365832412
2021,INDIA,SR,TS,0.5678182147380694
2021,INDIA,NER,AS,0.17332247518111168
2021,INDIA,NER,NE,0.0402475537902152
2022,INDIA,ER,BR,1.895126736492302
2022,INDIA,ER,JH,0.058474759450568695
2022,INDIA,ER,OD,0.05666064624255769
2022,INDIA,ER,WB,0.35866678841374017
2022,INDIA,WR,CG,0.0723917292016097
2022,INDIA,WR,GJ,1.0409244951257783
2022,INDIA,WR,MP,0.6452024997924419
2022,INDIA,WR,MH,2.00227200241175
2022,INDIA,WR,GA,0.0
2022,INDIA,WR,UT,0.0
2022,INDIA,NR,DL,0.0012662896994922001
2022,INDIA,NR,HR,0.030635250852854796
2022,INDIA,NR,HP,0.0013922250879427
2022,INDIA,NR,JK,0.0
2022,INDIA,NR,PB,1.048049394303504
2022,INDIA,NR,RJ,0.0534762076912753
2022,INDIA,NR,UP,0.7398454886979733
2022,INDIA,NR,UK,0.0054810808069443
2022,INDIA,SR,AP,0.7878670304280475
2022,INDIA,SR,KA,0.5668525016944602
2022,INDIA,SR,KL,0.2941537674019483
2022,INDIA,SR,TN,0.37042605697052894
2022,INDIA,SR,TS,0.5608888819377809
2022,INDIA,NER,AS,0.1812307496625116
2022,INDIA,NER,NE,0.0390444929823224
2023,INDIA,ER,BR,1.813189923485197
2023,INDIA,ER,JH,0.0567320799088011
2023,INDIA,ER,OD,0.046186187715763896
2023,INDIA,ER,WB,0.3508403930893547
2023,INDIA,WR,CG,0.0638227720809027
2023,INDIA,WR,GJ,1.0223627067026249
2023,INDIA,WR,MP,0.5961256442496533
2023,INDIA,WR,MH,1.9780825216799613
2023,INDIA,WR,GA,0.0
2023,INDIA,WR,UT,0.0
2023,INDIA,NR,DL,0.0012477123752692
2023,INDIA,NR,HR,0.0308217459887191
2023,INDIA,NR,HP,0.0014365004766909
2023,INDIA,NR,JK,0.0
2023,INDIA,NR,PB,1.0807699017870558
2023,INDIA,NR,RJ,0.0545041314051425
2023,INDIA,NR,UP,0.7035251613525827
2023,INDIA,NR,UK,0.0055530069202159
2023,INDIA,SR,AP,0.7783041110340493
2023,INDIA,SR,KA,0.44696500065427114
2023,INDIA,SR,KL,0.28784729506306306
2023,INDIA,SR,TN,0.3542930445920111
2023,INDIA,SR,TS,0.5512262163032767
2023,INDIA,NER,AS,0.1860116181570915
2023,INDIA,NER,NE,0.0377335914883462
2024,INDIA,ER,BR,1.7546936612431596
2024,INDIA,ER,JH,0.05579248014642211
2024,INDIA,ER,OD,0.039923164460326496
2024,INDIA,ER,WB,0.3459396243814835
2024,INDIA,WR,CG,0.057131612502711406
2024,INDIA,WR,GJ,1.0074763763796781
2024,INDIA,WR,MP,0.5568479242317494
