Year,Season,DayType,DaySlice,ModelGeography,SubGeography1,SubGeography2,ConsumerType1,EnergyDemand,SeasonEnergyDemand
2021,SUMMER,ALLDAYS,EARLY,INDIA,ER,BR,ALL,0.442258405,26.977762705
2021,SUMMER,ALLDAYS,EARLY,INDIA,ER,JH,ALL,0.128020088,7.809225368
2021,SUMMER,ALLDAYS,EARLY,INDIA,ER,OD,ALL,0.340127149,20.747756089000003
2021,SUMMER,ALLDAYS,EARLY,INDIA,ER,WB,ALL,0.92232765,56.261986650000004
2021,SUMMER,ALLDAYS,EARLY,INDIA,WR,CG,ALL,2.939425797,179.304973617
2021,SUMMER,ALLDAYS,EARLY,INDIA,WR,GJ,ALL,8.516694005,519.5183343049999
2021,SUMMER,ALLDAYS,EARLY,INDIA,WR,MP,ALL,11.83359201,721.84911261
2021,SUMMER,ALLDAYS,EARLY,INDIA,WR,MH,ALL,15.92704943,971.55001523
2021,SUMMER,ALLDAYS,EARLY,INDIA,WR,GA,ALL,0.015384288,0.938441568
2021,SUMMER,ALLDAYS,EARLY,INDIA,WR,UT,ALL,0.04281581,2.61176441
2021,SUMMER,ALLDAYS,EARLY,INDIA,NR,DL,ALL,0.020344702,1.241026822
2021,SUMMER,ALLDAYS,EARLY,INDIA,NR,HR,ALL,5.911885628,360.62502330800004
2021,SUMMER,ALLDAYS,EARLY,INDIA,NR,HP,ALL,0.038328129,2.3380158690000004
2021,SUMMER,ALLDAYS,EARLY,INDIA,NR,JK,ALL,0.212393091,12.955978551000001
2021,SUMMER,ALLDAYS,EARLY,INDIA,NR,PB,ALL,6.857667804,418.317736044
2021,SUMMER,ALLDAYS,EARLY,INDIA,NR,RJ,ALL,14.1800383,864.9823362999999
2021,SUMMER,ALLDAYS,EARLY,INDIA,NR,UP,ALL,10.56611812,644.53320532
2021,SUMMER,ALLDAYS,EARLY,INDIA,NR,UK,ALL,0.273974916,16.712469876
2021,SUMMER,ALLDAYS,EARLY,INDIA,SR,AP,ALL,7.813260229,476.608873969
2021,SUMMER,ALLDAYS,EARLY,INDIA,SR,KA,ALL,13.86834992,845.96934512
2021,SUMMER,ALLDAYS,EARLY,INDIA,SR,KL,ALL,0.212192261,12.943727920999999
2021,SUMMER,ALLDAYS,EARLY,INDIA,SR,TN,ALL,7.958448251,485.465343311
2021,SUMMER,ALLDAYS,EARLY,INDIA,SR,TS,ALL,14.65271335,893.8155143500001
2021,SUMMER,ALLDAYS,EARLY,INDIA,NER,AS,ALL,0.027663348,1.687464228
2021,SUMMER,ALLDAYS,EARLY,INDIA,NER,NE,ALL,0.025436541,1.551629001
2021,SUMMER,ALLDAYS,MORN,INDIA,ER,BR,ALL,0.472758985,28.838298085
2021,SUMMER,ALLDAYS,MORN,INDIA,ER,JH,ALL,0.13684906,8.34779266
2021,SUMMER,ALLDAYS,MORN,INDIA,ER,OD,ALL,0.363584193,22.178635773
2021,SUMMER,ALLDAYS,MORN,INDIA,ER,WB,ALL,0.985936453,60.142123633
2021,SUMMER,ALLDAYS,MORN,INDIA,WR,CG,ALL,3.142144817,191.670833837
2021,SUMMER,ALLDAYS,MORN,INDIA,WR,GJ,ALL,9.104052213,555.3471849929999
2021,SUMMER,ALLDAYS,MORN,INDIA,WR,MP,ALL,12.6497018,771.6318098
2021,SUMMER,ALLDAYS,MORN,INDIA,WR,MH,ALL,17.02546663,1038.55346443
2021,SUMMER,ALLDAYS,MORN,INDIA,WR,GA,ALL,0.016445273,1.003161653
2021,SUMMER,ALLDAYS,MORN,INDIA,WR,UT,ALL,0.045768624,2.791886064
2021,SUMMER,ALLDAYS,MORN,INDIA,NR,DL,ALL,0.021747785,1.326614885
2021,SUMMER,ALLDAYS,MORN,INDIA,NR,HR,ALL,6.319601878,385.49571455800003
2021,SUMMER,ALLDAYS,MORN,INDIA,NR,HP,ALL,0.040971448,2.4992583280000003
2021,SUMMER,ALLDAYS,MORN,INDIA,NR,JK,ALL,0.227040891,13.849494350999999
2021,SUMMER,ALLDAYS,MORN,INDIA,NR,PB,ALL,7.330610411,447.167235071
2021,SUMMER,ALLDAYS,MORN,INDIA,NR,RJ,ALL,15.15797198,924.63629078
2021,SUMMER,ALLDAYS,MORN,INDIA,NR,UP,ALL,11.29481593,688.9837717300001
2021,SUMMER,ALLDAYS,MORN,INDIA,NR,UK,ALL,0.292869738,17.865054018
2021,SUMMER,ALLDAYS,MORN,INDIA,SR,AP,ALL,8.352105762,509.478451482
2021,SUMMER,ALLDAYS,MORN,INDIA,SR,KA,ALL,14.82478785,904.31205885
2021,SUMMER,ALLDAYS,MORN,INDIA,SR,KL,ALL,0.22682621,13.83639881
2021,SUMMER,ALLDAYS,MORN,INDIA,SR,TN,ALL,8.507306751,518.945711811
2021,SUMMER,ALLDAYS,MORN,INDIA,SR,TS,ALL,15.6632453,955.4579633
2021,SUMMER,ALLDAYS,MORN,INDIA,NER,AS,ALL,0.029571165,1.803841065
2021,SUMMER,ALLDAYS,MORN,INDIA,NER,NE,ALL,0.027190785,1.6586378849999999
2021,SUMMER,ALLDAYS,MID,INDIA,ER,BR,ALL,0.387765332,23.653685252000002
2021,SUMMER,ALLDAYS,MID,INDIA,ER,JH,ALL,0.112246034,6.847008074
