Year,ModelGeography,EnergyDemand
2021,INDIA,3.666301054
2022,INDIA,3.724143972
2023,INDIA,3.782899473
2024,INDIA,3.842581954
2025,INDIA,3.903206041
2026,INDIA,3.964786589
2027,INDIA,4.027338689
2028,INDIA,4.090877667
2029,INDIA,4.155419094
2030,INDIA,4.220978786
2031,INDIA,4.287572807
