Year,ModelGeography,ConsumerType1,EnergyDemand
2021,INDIA,ALL,426.8304946721203
2022,INDIA,ALL,492.0883379434506
2023,INDIA,ALL,543.1457164787494
2024,INDIA,ALL,594.6776042133823
2025,INDIA,ALL,646.1894465300281
2026,INDIA,ALL,697.7125074734621
2027,INDIA,ALL,748.7600405996963
2028,INDIA,ALL,799.7076557101401
2029,INDIA,ALL,850.3128855968935
2030,INDIA,ALL,900.3538714965562
2031,INDIA,ALL,949.630760475233
