Year,ModelGeography,EnergyDemand
2021,INDIA,426.8304946721203
2022,INDIA,492.0883379434506
2023,INDIA,543.1457164787494
2024,INDIA,594.6776042133823
2025,INDIA,646.1894465300281
2026,INDIA,697.7125074734621
2027,INDIA,748.7600405996963
2028,INDIA,799.7076557101401
2029,INDIA,850.3128855968935
2030,INDIA,900.3538714965562
2031,INDIA,949.630760475233
