DemandSector,EnergyService,EnergyCarrier,ConsumerGranularity,GeographicGranularity,TimeGranularity
D_IND,IND_OTHERS,ELECTRICITY,CONSUMERALL,SUBGEOGRAPHY2,DAYSLICE
D_IND,IND_OTHERS,LPG,CONSUMERALL,MODELGEOGRAPHY,YEAR
D_IND,IND_OTHERS,HSD,CONSUMERALL,MODELGEOGRAPHY,YEAR
D_IND,IND_OTHERS,PETCOKE,CONSUMERALL,MODELGEOGRAPHY,YEAR
D_IND,IND_OTHERS,PP_OTHER,CONSUMERALL,MODELGEOGRAPHY,YEAR
D_IND,IND_OTHERS,NATGAS,CONSUMERALL,MODELGEOGRAPHY,YEAR
D_IND,IND_OTHERS,THERMAL_COAL,CONSUMERALL,SUBGEOGRAPHY1,YEAR
D_IND,IND_OTHERS,BIOMASS_WASTE,CONSUMERALL,MODELGEOGRAPHY,YEAR
D_IND,GH2_OTHER_USES,GREEN_H2,CONSUMERALL,MODELGEOGRAPHY,YEAR
