BOF,BF_BOF,BF_BOF_CCUS,,,,,,
EAF,DRI_EAF_COAL,DRI_EAF_NATGAS,DRI_EAF_H2,SCRAP_EAF,COREX_EAF_COAL,COREX_EAF_CCUS,BF_EAF,BF_EAF_CCUS
IF,SCRAP_IF,DRI_IF_COAL,,,,,,
