EnergyService,EnergyCarrier,ModelGeography,SubGeography1,SubGeography2,Year,Elasticity
IND_OTHERS,LPG,INDIA,,,2024,0.867848502
IND_OTHERS,LPG,INDIA,,,2025,0.872209549
IND_OTHERS,LPG,INDIA,,,2026,0.872209549
IND_OTHERS,LPG,INDIA,,,2027,0.872209549
IND_OTHERS,LPG,INDIA,,,2028,0.872209549
IND_OTHERS,LPG,INDIA,,,2029,0.872209549
IND_OTHERS,LPG,INDIA,,,2030,0.872209549
IND_OTHERS,LPG,INDIA,,,2031,0.872209549
IND_OTHERS,LPG,INDIA,,,2032,0.872209549
IND_OTHERS,LPG,INDIA,,,2033,0.872209549
IND_OTHERS,LPG,INDIA,,,2034,0.872209549
IND_OTHERS,LPG,INDIA,,,2035,0.872209549
IND_OTHERS,LPG,INDIA,,,2036,0.872209549
IND_OTHERS,LPG,INDIA,,,2037,0.872209549
IND_OTHERS,LPG,INDIA,,,2038,0.872209549
IND_OTHERS,LPG,INDIA,,,2039,0.872209549
IND_OTHERS,LPG,INDIA,,,2040,0.872209549
IND_OTHERS,LPG,INDIA,,,2041,0.872209549
IND_OTHERS,HSD,INDIA,,,2024,-0.961433416
IND_OTHERS,HSD,INDIA,,,2025,-0.942300891
IND_OTHERS,HSD,INDIA,,,2026,-0.932877882
IND_OTHERS,HSD,INDIA,,,2027,-0.923549104
IND_OTHERS,HSD,INDIA,,,2028,-0.914313612
IND_OTHERS,HSD,INDIA,,,2029,-0.905170476
IND_OTHERS,HSD,INDIA,,,2030,-0.896118772
IND_OTHERS,HSD,INDIA,,,2031,-0.887157584
IND_OTHERS,HSD,INDIA,,,2032,-0.878286008
IND_OTHERS,HSD,INDIA,,,2033,-0.869503148
IND_OTHERS,HSD,INDIA,,,2034,-0.860808116
IND_OTHERS,HSD,INDIA,,,2035,-0.852200035
IND_OTHERS,HSD,INDIA,,,2036,-0.843678035
IND_OTHERS,HSD,INDIA,,,2037,-0.835241255
IND_OTHERS,HSD,INDIA,,,2038,-0.826888842
IND_OTHERS,HSD,INDIA,,,2039,-0.818619954
IND_OTHERS,HSD,INDIA,,,2040,-0.810433754
IND_OTHERS,HSD,INDIA,,,2041,-0.802329417
IND_OTHERS,PETCOKE,INDIA,,,2024,1.062406477
IND_OTHERS,PETCOKE,INDIA,,,2025,1.062514886
IND_OTHERS,PETCOKE,INDIA,,,2026,1.051889737
IND_OTHERS,PETCOKE,INDIA,,,2027,1.041370839
IND_OTHERS,PETCOKE,INDIA,,,2028,1.030957131
IND_OTHERS,PETCOKE,INDIA,,,2029,1.02064756
IND_OTHERS,PETCOKE,INDIA,,,2030,1.010441084
IND_OTHERS,PETCOKE,INDIA,,,2031,1.000336673
IND_OTHERS,PETCOKE,INDIA,,,2032,0.990333306
IND_OTHERS,PETCOKE,INDIA,,,2033,0.980429973
IND_OTHERS,PETCOKE,INDIA,,,2034,0.970625674
IND_OTHERS,PETCOKE,INDIA,,,2035,0.960919417
IND_OTHERS,PETCOKE,INDIA,,,2036,0.951310223
IND_OTHERS,PETCOKE,INDIA,,,2037,0.941797121
IND_OTHERS,PETCOKE,INDIA,,,2038,0.932379149
IND_OTHERS,PETCOKE,INDIA,,,2039,0.923055358
IND_OTHERS,PETCOKE,INDIA,,,2040,0.913824804
IND_OTHERS,PETCOKE,INDIA,,,2041,0.904686556
IND_OTHERS,PP_OTHER,INDIA,,,2024,-0.313413826
IND_OTHERS,PP_OTHER,INDIA,,,2025,-0.301002639
IND_OTHERS,PP_OTHER,INDIA,,,2026,-0.294982586
IND_OTHERS,PP_OTHER,INDIA,,,2027,-0.289082934
IND_OTHERS,PP_OTHER,INDIA,,,2028,-0.283301276
IND_OTHERS,PP_OTHER,INDIA,,,2029,-0.27763525
IND_OTHERS,PP_OTHER,INDIA,,,2030,-0.272082545
IND_OTHERS,PP_OTHER,INDIA,,,2031,-0.266640894
IND_OTHERS,PP_OTHER,INDIA,,,2032,-0.261308076
IND_OTHERS,PP_OTHER,INDIA,,,2033,-0.256081915
IND_OTHERS,PP_OTHER,INDIA,,,2034,-0.250960276
IND_OTHERS,PP_OTHER,INDIA,,,2035,-0.245941071
IND_OTHERS,PP_OTHER,INDIA,,,2036,-0.241022249
IND_OTHERS,PP_OTHER,INDIA,,,2037,-0.236201804
IND_OTHERS,PP_OTHER,INDIA,,,2038,-0.231477768
IND_OTHERS,PP_OTHER,INDIA,,,2039,-0.226848213
IND_OTHERS,PP_OTHER,INDIA,,,2040,-0.222311249
IND_OTHERS,PP_OTHER,INDIA,,,2041,-0.217865024
IND_OTHERS,NATGAS,INDIA,,,2024,0.502093744
IND_OTHERS,NATGAS,INDIA,,,2025,0.492102078
IND_OTHERS,NATGAS,INDIA,,,2026,0.487181058
IND_OTHERS,NATGAS,INDIA,,,2027,0.482309247
