EnergyConvTech,ModelGeography,SubGeography1,SubGeography2,Year,MaxCapacity,MinCapacity
EG_CCGT,INDIA,NR,HP,2027,0,0
EG_CCGT,INDIA,NR,HP,2028,0,0
EG_CCGT,INDIA,NR,HP,2029,0,0
EG_CCGT,INDIA,NR,HP,2030,0,0
EG_CCGT,INDIA,NR,HP,2031,0,0
EG_CCGT,INDIA,NR,JK,2021,0,0
EG_CCGT,INDIA,NR,JK,2022,0,0
EG_CCGT,INDIA,NR,JK,2023,0.005693929,0
EG_CCGT,INDIA,NR,JK,2024,0.005693929,0
EG_CCGT,INDIA,NR,JK,2025,0.005693929,0
EG_CCGT,INDIA,NR,JK,2026,0.005693929,0
EG_CCGT,INDIA,NR,JK,2027,0.005693929,0
EG_CCGT,INDIA,NR,JK,2028,0.005693929,0
EG_CCGT,INDIA,NR,JK,2029,0.005693929,0
EG_CCGT,INDIA,NR,JK,2030,0.005693929,0
EG_CCGT,INDIA,NR,JK,2031,0.005693929,0
EG_CCGT,INDIA,ER,JH,2021,0,0
EG_CCGT,INDIA,ER,JH,2022,0,0
EG_CCGT,INDIA,ER,JH,2023,0.003318747,0
EG_CCGT,INDIA,ER,JH,2024,0.003318747,0
EG_CCGT,INDIA,ER,JH,2025,0.003318747,0
EG_CCGT,INDIA,ER,JH,2026,0.003318747,0
EG_CCGT,INDIA,ER,JH,2027,0.003318747,0
EG_CCGT,INDIA,ER,JH,2028,0.003318747,0
EG_CCGT,INDIA,ER,JH,2029,0.003318747,0
EG_CCGT,INDIA,ER,JH,2030,0.003318747,0
EG_CCGT,INDIA,ER,JH,2031,0.003318747,0
EG_CCGT,INDIA,SR,KA,2021,0,0
EG_CCGT,INDIA,SR,KA,2022,0.37,0.37
EG_CCGT,INDIA,SR,KA,2023,0.016492871,0
EG_CCGT,INDIA,SR,KA,2024,0.016492871,0
EG_CCGT,INDIA,SR,KA,2025,0.016492871,0
EG_CCGT,INDIA,SR,KA,2026,0.016492871,0
EG_CCGT,INDIA,SR,KA,2027,0.016492871,0
EG_CCGT,INDIA,SR,KA,2028,0.016492871,0
EG_CCGT,INDIA,SR,KA,2029,0.016492871,0
EG_CCGT,INDIA,SR,KA,2030,0.016492871,0
EG_CCGT,INDIA,SR,KA,2031,0.016492871,0
EG_CCGT,INDIA,SR,KL,2021,0,0
EG_CCGT,INDIA,SR,KL,2022,0,0
EG_CCGT,INDIA,SR,KL,2023,0.023721232,0
EG_CCGT,INDIA,SR,KL,2024,0.023721232,0
EG_CCGT,INDIA,SR,KL,2025,0.023721232,0
EG_CCGT,INDIA,SR,KL,2026,0.023721232,0
EG_CCGT,INDIA,SR,KL,2027,0.023721232,0
EG_CCGT,INDIA,SR,KL,2028,0.023721232,0
EG_CCGT,INDIA,SR,KL,2029,0.023721232,0
EG_CCGT,INDIA,SR,KL,2030,0.023721232,0
EG_CCGT,INDIA,SR,KL,2031,0.023721232,0
EG_CCGT,INDIA,WR,MP,2021,0,0
EG_CCGT,INDIA,WR,MP,2022,0,0
EG_CCGT,INDIA,WR,MP,2023,0.005347608,0
EG_CCGT,INDIA,WR,MP,2024,0.005347608,0
EG_CCGT,INDIA,WR,MP,2025,0.005347608,0
EG_CCGT,INDIA,WR,MP,2026,0.005347608,0
EG_CCGT,INDIA,WR,MP,2027,0.005347608,0
EG_CCGT,INDIA,WR,MP,2028,0.005347608,0
EG_CCGT,INDIA,WR,MP,2029,0.005347608,0
EG_CCGT,INDIA,WR,MP,2030,0.005347608,0
EG_CCGT,INDIA,WR,MP,2031,0.005347608,0
EG_CCGT,INDIA,WR,MH,2021,0,0
EG_CCGT,INDIA,WR,MH,2022,0,0
EG_CCGT,INDIA,WR,MH,2023,0.127241279,0
EG_CCGT,INDIA,WR,MH,2024,0.127241279,0
EG_CCGT,INDIA,WR,MH,2025,0.127241279,0
EG_CCGT,INDIA,WR,MH,2026,0.127241279,0
EG_CCGT,INDIA,WR,MH,2027,0.127241279,0
EG_CCGT,INDIA,WR,MH,2028,0.127241279,0
EG_CCGT,INDIA,WR,MH,2029,0.127241279,0
EG_CCGT,INDIA,WR,MH,2030,0.127241279,0
EG_CCGT,INDIA,WR,MH,2031,0.127241279,0
EG_CCGT,INDIA,ER,OD,2021,0,0
EG_CCGT,INDIA,ER,OD,2022,0,0
EG_CCGT,INDIA,ER,OD,2023,0.012136202,0
EG_CCGT,INDIA,ER,OD,2024,0.012136202,0
EG_CCGT,INDIA,ER,OD,2025,0.012136202,0
EG_CCGT,INDIA,ER,OD,2026,0.012136202,0
EG_CCGT,INDIA,ER,OD,2027,0.012136202,0
EG_CCGT,INDIA,ER,OD,2028,0.012136202,0
EG_CCGT,INDIA,ER,OD,2029,0.012136202,0
EG_CCGT,INDIA,ER,OD,2030,0.012136202,0
EG_CCGT,INDIA,ER,OD,2031,0.012136202,0
EG_CCGT,INDIA,NR,PB,2021,0,0
EG_CCGT,INDIA,NR,PB,2022,0,0
EG_CCGT,INDIA,NR,PB,2023,0.002448129,0
EG_CCGT,INDIA,NR,PB,2024,0.002448129,0
EG_CCGT,INDIA,NR,PB,2025,0.002448129,0
EG_CCGT,INDIA,NR,PB,2026,0.002448129,0
EG_CCGT,INDIA,NR,PB,2027,0.002448129,0
EG_CCGT,INDIA,NR,PB,2028,0.002448129,0
EG_CCGT,INDIA,NR,PB,2029,0.002448129,0
EG_CCGT,INDIA,NR,PB,2030,0.002448129,0
EG_CCGT,INDIA,NR,PB,2031,0.002448129,0
EG_CCGT,INDIA,NR,RJ,2021,0,0
EG_CCGT,INDIA,NR,RJ,2022,0,0
EG_CCGT,INDIA,NR,RJ,2023,0.036585248,0
EG_CCGT,INDIA,NR,RJ,2024,0.036585248,0
EG_CCGT,INDIA,NR,RJ,2025,0.036585248,0
EG_CCGT,INDIA,NR,RJ,2026,0.036585248,0
EG_CCGT,INDIA,NR,RJ,2027,0.036585248,0
EG_CCGT,INDIA,NR,RJ,2028,0.036585248,0
EG_CCGT,INDIA,NR,RJ,2029,0.036585248,0
EG_CCGT,INDIA,NR,RJ,2030,0.036585248,0
EG_CCGT,INDIA,NR,RJ,2031,0.036585248,0
EG_CCGT,INDIA,SR,TN,2021,0,0
EG_CCGT,INDIA,SR,TN,2022,0,0
EG_CCGT,INDIA,SR,TN,2023,0.043100014,0
EG_CCGT,INDIA,SR,TN,2024,0.043100014,0
EG_CCGT,INDIA,SR,TN,2025,0.043100014,0
EG_CCGT,INDIA,SR,TN,2026,0.043100014,0
EG_CCGT,INDIA,SR,TN,2027,0.043100014,0
EG_CCGT,INDIA,SR,TN,2028,0.043100014,0
EG_CCGT,INDIA,SR,TN,2029,0.043100014,0
EG_CCGT,INDIA,SR,TN,2030,0.043100014,0
EG_CCGT,INDIA,SR,TN,2031,0.043100014,0
EG_CCGT,INDIA,SR,TS,2021,0,0
EG_CCGT,INDIA,SR,TS,2022,0,0
EG_CCGT,INDIA,SR,TS,2023,3.25367E-05,0
EG_CCGT,INDIA,SR,TS,2024,3.25367E-05,0
EG_CCGT,INDIA,SR,TS,2025,3.25367E-05,0
EG_CCGT,INDIA,SR,TS,2026,3.25367E-05,0
EG_CCGT,INDIA,SR,TS,2027,3.25367E-05,0
EG_CCGT,INDIA,SR,TS,2028,3.25367E-05,0
EG_CCGT,INDIA,SR,TS,2029,3.25367E-05,0
EG_CCGT,INDIA,SR,TS,2030,3.25367E-05,0
EG_CCGT,INDIA,SR,TS,2031,3.25367E-05,0
EG_CCGT,INDIA,NR,UP,2021,0,0
EG_CCGT,INDIA,NR,UP,2022,0,0
EG_CCGT,INDIA,NR,UP,2023,0.058919634,0
EG_CCGT,INDIA,NR,UP,2024,0.058919634,0
EG_CCGT,INDIA,NR,UP,2025,0.058919634,0
EG_CCGT,INDIA,NR,UP,2026,0.058919634,0
EG_CCGT,INDIA,NR,UP,2027,0.058919634,0
EG_CCGT,INDIA,NR,UP,2028,0.058919634,0
EG_CCGT,INDIA,NR,UP,2029,0.058919634,0
EG_CCGT,INDIA,NR,UP,2030,0.058919634,0
EG_CCGT,INDIA,NR,UP,2031,0.058919634,0
EG_CCGT,INDIA,NR,UK,2021,0,0
EG_CCGT,INDIA,NR,UK,2022,0,0
EG_CCGT,INDIA,NR,UK,2023,0.014963319,0
EG_CCGT,INDIA,NR,UK,2024,0.014963319,0
EG_CCGT,INDIA,NR,UK,2025,0.014963319,0
EG_CCGT,INDIA,NR,UK,2026,0.014963319,0
EG_CCGT,INDIA,NR,UK,2027,0.014963319,0
EG_CCGT,INDIA,NR,UK,2028,0.014963319,0
EG_CCGT,INDIA,NR,UK,2029,0.014963319,0
EG_CCGT,INDIA,NR,UK,2030,0.014963319,0
EG_CCGT,INDIA,NR,UK,2031,0.014963319,0
EG_CCGT,INDIA,ER,WB,2021,0,0
EG_CCGT,INDIA,ER,WB,2022,0,0
EG_CCGT,INDIA,ER,WB,2023,0.010145865,0
EG_CCGT,INDIA,ER,WB,2024,0.010145865,0
EG_CCGT,INDIA,ER,WB,2025,0.010145865,0
EG_CCGT,INDIA,ER,WB,2026,0.010145865,0
EG_CCGT,INDIA,ER,WB,2027,0.010145865,0
EG_CCGT,INDIA,ER,WB,2028,0.010145865,0
EG_CCGT,INDIA,ER,WB,2029,0.010145865,0
EG_CCGT,INDIA,ER,WB,2030,0.010145865,0
EG_CCGT,INDIA,ER,WB,2031,0.010145865,0
EG_CCGT,INDIA,WR,UT,2021,0,0
EG_CCGT,INDIA,WR,UT,2022,0,0
EG_CCGT,INDIA,WR,UT,2023,0.002225513,0
EG_CCGT,INDIA,WR,UT,2024,0.002225513,0
EG_CCGT,INDIA,WR,UT,2025,0.002225513,0
EG_CCGT,INDIA,WR,UT,2026,0.002225513,0
EG_CCGT,INDIA,WR,UT,2027,0.002225513,0
EG_CCGT,INDIA,WR,UT,2028,0.002225513,0
EG_CCGT,INDIA,WR,UT,2029,0.002225513,0
EG_CCGT,INDIA,WR,UT,2030,0.002225513,0
EG_CCGT,INDIA,WR,UT,2031,0.002225513,0
EG_CCGT,INDIA,NR,DL,2021,0,0
EG_CCGT,INDIA,NR,DL,2022,0,0
EG_CCGT,INDIA,NR,DL,2023,0.071854125,0
EG_CCGT,INDIA,NR,DL,2024,0.071854125,0
EG_CCGT,INDIA,NR,DL,2025,0.071854125,0
EG_CCGT,INDIA,NR,DL,2026,0.071854125,0
EG_CCGT,INDIA,NR,DL,2027,0.071854125,0
EG_CCGT,INDIA,NR,DL,2028,0.071854125,0
EG_CCGT,INDIA,NR,DL,2029,0.071854125,0
EG_CCGT,INDIA,NR,DL,2030,0.071854125,0
EG_CCGT,INDIA,NR,DL,2031,0.071854125,0
EG_OCGT,INDIA,SR,AP,2021,0,0
EG_OCGT,INDIA,SR,AP,2022,0,0
EG_OCGT,INDIA,SR,AP,2023,0.497607648,0
EG_OCGT,INDIA,SR,AP,2024,0.497607648,0
EG_OCGT,INDIA,SR,AP,2025,0.497607648,0
EG_OCGT,INDIA,SR,AP,2026,0.497607648,0
EG_OCGT,INDIA,SR,AP,2027,0.497607648,0
EG_OCGT,INDIA,SR,AP,2028,0.497607648,0
EG_OCGT,INDIA,SR,AP,2029,0.497607648,0
EG_OCGT,INDIA,SR,AP,2030,0.497607648,0
EG_OCGT,INDIA,SR,AP,2031,0.497607648,0
EG_OCGT,INDIA,NER,AS,2021,0,0
EG_OCGT,INDIA,NER,AS,2022,0,0
EG_OCGT,INDIA,NER,AS,2023,0.098870743,0
EG_OCGT,INDIA,NER,AS,2024,0.098870743,0
EG_OCGT,INDIA,NER,NE,2021,0,0
EG_OCGT,INDIA,NER,NE,2022,0,0
EG_OCGT,INDIA,NER,NE,2023,0.110504513,0
EG_OCGT,INDIA,NER,NE,2024,0.110504513,0
EG_OCGT,INDIA,NER,NE,2025,0.110504513,0
EG_OCGT,INDIA,NER,NE,2026,0.110504513,0
EG_OCGT,INDIA,NER,NE,2027,0.110504513,0
EG_OCGT,INDIA,NER,NE,2028,0.110504513,0
EG_OCGT,INDIA,NER,NE,2029,0.110504513,0
EG_OCGT,INDIA,NER,NE,2030,0.110504513,0
EG_OCGT,INDIA,NER,NE,2031,0.110504513,0
EG_OCGT,INDIA,NER,AS,2025,0.098870743,0
EG_OCGT,INDIA,NER,AS,2026,0.098870743,0
EG_OCGT,INDIA,NER,AS,2027,0.098870743,0
EG_OCGT,INDIA,NER,AS,2028,0.098870743,0
EG_OCGT,INDIA,NER,AS,2029,0.098870743,0
EG_OCGT,INDIA,NER,AS,2030,0.098870743,0
EG_OCGT,INDIA,NER,AS,2031,0.098870743,0
EG_OCGT,INDIA,ER,BR,2021,0,0
EG_OCGT,INDIA,ER,BR,2022,0,0
EG_OCGT,INDIA,ER,BR,2023,0.004055118,0
EG_OCGT,INDIA,ER,BR,2024,0.004055118,0
EG_OCGT,INDIA,ER,BR,2025,0.004055118,0
EG_OCGT,INDIA,ER,BR,2026,0.004055118,0
EG_OCGT,INDIA,ER,BR,2027,0.004055118,0
EG_OCGT,INDIA,ER,BR,2028,0.004055118,0
EG_OCGT,INDIA,ER,BR,2029,0.004055118,0
EG_OCGT,INDIA,ER,BR,2030,0.004055118,0
EG_OCGT,INDIA,ER,BR,2031,0.004055118,0
EG_OCGT,INDIA,WR,CG,2021,0,0
EG_OCGT,INDIA,WR,CG,2022,0,0
EG_OCGT,INDIA,WR,CG,2023,0.008928601,0
EG_OCGT,INDIA,WR,CG,2024,0.008928601,0
EG_OCGT,INDIA,WR,CG,2025,0.008928601,0
EG_OCGT,INDIA,WR,CG,2026,0.008928601,0
EG_OCGT,INDIA,WR,CG,2027,0.008928601,0
EG_OCGT,INDIA,WR,CG,2028,0.008928601,0
EG_OCGT,INDIA,WR,CG,2029,0.008928601,0
EG_OCGT,INDIA,WR,CG,2030,0.008928601,0
EG_OCGT,INDIA,WR,CG,2031,0.008928601,0
EG_OCGT,INDIA,WR,GA,2021,0,0
EG_OCGT,INDIA,WR,GA,2022,0,0
EG_OCGT,INDIA,WR,GA,2023,0.01281622,0
EG_OCGT,INDIA,WR,GA,2024,0.01281622,0
EG_OCGT,INDIA,WR,GA,2025,0.01281622,0
EG_OCGT,INDIA,WR,GA,2026,0.01281622,0
EG_OCGT,INDIA,WR,GA,2027,0.01281622,0
EG_OCGT,INDIA,WR,GA,2028,0.01281622,0
EG_OCGT,INDIA,WR,GA,2029,0.01281622,0
EG_OCGT,INDIA,WR,GA,2030,0.01281622,0
EG_OCGT,INDIA,WR,GA,2031,0.01281622,0
EG_OCGT,INDIA,WR,GJ,2021,0,0
EG_OCGT,INDIA,WR,GJ,2022,0,0
EG_OCGT,INDIA,WR,GJ,2023,1.026180963,0
EG_OCGT,INDIA,WR,GJ,2024,1.026180963,0
EG_OCGT,INDIA,WR,GJ,2025,1.026180963,0
EG_OCGT,INDIA,WR,GJ,2026,1.026180963,0
EG_OCGT,INDIA,WR,GJ,2027,1.026180963,0
EG_OCGT,INDIA,WR,GJ,2028,1.026180963,0
EG_OCGT,INDIA,WR,GJ,2029,1.026180963,0
EG_OCGT,INDIA,WR,GJ,2030,1.026180963,0
EG_OCGT,INDIA,WR,GJ,2031,1.026180963,0
EG_OCGT,INDIA,NR,HR,2021,0,0
EG_OCGT,INDIA,NR,HR,2022,0,0
EG_OCGT,INDIA,NR,HR,2023,0.088357441,0
EG_OCGT,INDIA,NR,HR,2024,0.088357441,0
EG_OCGT,INDIA,NR,HR,2025,0.088357441,0
EG_OCGT,INDIA,NR,HR,2026,0.088357441,0
EG_OCGT,INDIA,NR,HR,2027,0.088357441,0
EG_OCGT,INDIA,NR,HR,2028,0.088357441,0
EG_OCGT,INDIA,NR,HR,2029,0.088357441,0
EG_OCGT,INDIA,NR,HR,2030,0.088357441,0
EG_OCGT,INDIA,NR,HR,2031,0.088357441,0
EG_OCGT,INDIA,NR,HP,2021,0,0
EG_OCGT,INDIA,NR,HP,2022,0,0
EG_OCGT,INDIA,NR,HP,2023,0,0
EG_OCGT,INDIA,NR,HP,2024,0,0
EG_OCGT,INDIA,NR,HP,2025,0,0
EG_OCGT,INDIA,NR,HP,2026,0,0
EG_OCGT,INDIA,NR,HP,2027,0,0
EG_OCGT,INDIA,NR,HP,2028,0,0
EG_OCGT,INDIA,NR,HP,2029,0,0
EG_OCGT,INDIA,NR,HP,2030,0,0
EG_OCGT,INDIA,NR,HP,2031,0,0
EG_OCGT,INDIA,NR,JK,2021,0,0
EG_OCGT,INDIA,NR,JK,2022,0,0
EG_OCGT,INDIA,NR,JK,2023,0.017081786,0
EG_OCGT,INDIA,NR,JK,2024,0.017081786,0
EG_OCGT,INDIA,NR,JK,2025,0.017081786,0
EG_OCGT,INDIA,NR,JK,2026,0.017081786,0
EG_OCGT,INDIA,NR,JK,2027,0.017081786,0
EG_OCGT,INDIA,NR,JK,2028,0.017081786,0
EG_OCGT,INDIA,NR,JK,2029,0.017081786,0
EG_OCGT,INDIA,NR,JK,2030,0.017081786,0
EG_OCGT,INDIA,NR,JK,2031,0.017081786,0
EG_OCGT,INDIA,ER,JH,2021,0,0
EG_OCGT,INDIA,ER,JH,2022,0,0
EG_OCGT,INDIA,ER,JH,2023,0.009956241,0
EG_OCGT,INDIA,ER,JH,2024,0.009956241,0
EG_OCGT,INDIA,ER,JH,2025,0.009956241,0
EG_OCGT,INDIA,ER,JH,2026,0.009956241,0
EG_OCGT,INDIA,ER,JH,2027,0.009956241,0
EG_OCGT,INDIA,ER,JH,2028,0.009956241,0
EG_OCGT,INDIA,ER,JH,2029,0.009956241,0
EG_OCGT,INDIA,ER,JH,2030,0.009956241,0
EG_OCGT,INDIA,ER,JH,2031,0.009956241,0
EG_OCGT,INDIA,SR,KA,2021,0,0
EG_OCGT,INDIA,SR,KA,2022,0,0
EG_OCGT,INDIA,SR,KA,2023,0.049478613,0
EG_OCGT,INDIA,SR,KA,2024,0.049478613,0
EG_OCGT,INDIA,SR,KA,2025,0.049478613,0
EG_OCGT,INDIA,SR,KA,2026,0.049478613,0
EG_OCGT,INDIA,SR,KA,2027,0.049478613,0
EG_OCGT,INDIA,SR,KA,2028,0.049478613,0
EG_OCGT,INDIA,SR,KA,2029,0.049478613,0
EG_OCGT,INDIA,SR,KA,2030,0.049478613,0
EG_OCGT,INDIA,SR,KA,2031,0.049478613,0
EG_OCGT,INDIA,SR,KL,2021,0,0
EG_OCGT,INDIA,SR,KL,2022,0,0
EG_OCGT,INDIA,SR,KL,2023,0.071163696,0
EG_OCGT,INDIA,SR,KL,2024,0.071163696,0
EG_OCGT,INDIA,SR,KL,2025,0.071163696,0
EG_OCGT,INDIA,SR,KL,2026,0.071163696,0
EG_OCGT,INDIA,SR,KL,2027,0.071163696,0
EG_OCGT,INDIA,SR,KL,2028,0.071163696,0
EG_OCGT,INDIA,SR,KL,2029,0.071163696,0
EG_OCGT,INDIA,SR,KL,2030,0.071163696,0
EG_OCGT,INDIA,SR,KL,2031,0.071163696,0
EG_OCGT,INDIA,WR,MP,2021,0,0
EG_OCGT,INDIA,WR,MP,2022,0,0
EG_OCGT,INDIA,WR,MP,2023,0.016042823,0
EG_OCGT,INDIA,WR,MP,2024,0.016042823,0
EG_OCGT,INDIA,WR,MP,2025,0.016042823,0
EG_OCGT,INDIA,WR,MP,2026,0.016042823,0
EG_OCGT,INDIA,WR,MP,2027,0.016042823,0
EG_OCGT,INDIA,WR,MP,2028,0.016042823,0
EG_OCGT,INDIA,WR,MP,2029,0.016042823,0
EG_OCGT,INDIA,WR,MP,2030,0.016042823,0
EG_OCGT,INDIA,WR,MP,2031,0.016042823,0
EG_OCGT,INDIA,WR,MH,2021,0,0
EG_OCGT,INDIA,WR,MH,2022,0,0
EG_OCGT,INDIA,WR,MH,2023,0.381723837,0
EG_OCGT,INDIA,WR,MH,2024,0.381723837,0
EG_OCGT,INDIA,WR,MH,2025,0.381723837,0
EG_OCGT,INDIA,WR,MH,2026,0.381723837,0
EG_OCGT,INDIA,WR,MH,2027,0.381723837,0
EG_OCGT,INDIA,WR,MH,2028,0.381723837,0
EG_OCGT,INDIA,WR,MH,2029,0.381723837,0
EG_OCGT,INDIA,WR,MH,2030,0.381723837,0
EG_OCGT,INDIA,WR,MH,2031,0.381723837,0
EG_OCGT,INDIA,ER,OD,2021,0,0
EG_OCGT,INDIA,ER,OD,2022,0,0
EG_OCGT,INDIA,ER,OD,2023,0.036408606,0
EG_OCGT,INDIA,ER,OD,2024,0.036408606,0
EG_OCGT,INDIA,ER,OD,2025,0.036408606,0
EG_OCGT,INDIA,ER,OD,2026,0.036408606,0
EG_OCGT,INDIA,ER,OD,2027,0.036408606,0
EG_OCGT,INDIA,ER,OD,2028,0.036408606,0
EG_OCGT,INDIA,ER,OD,2029,0.036408606,0
EG_OCGT,INDIA,ER,OD,2030,0.036408606,0
EG_OCGT,INDIA,ER,OD,2031,0.036408606,0
EG_OCGT,INDIA,NR,PB,2021,0,0
EG_OCGT,INDIA,NR,PB,2022,0,0
EG_OCGT,INDIA,NR,PB,2023,0.007344387,0
EG_OCGT,INDIA,NR,PB,2024,0.007344387,0
EG_OCGT,INDIA,NR,PB,2025,0.007344387,0
EG_OCGT,INDIA,NR,PB,2026,0.007344387,0
EG_OCGT,INDIA,NR,PB,2027,0.007344387,0
EG_OCGT,INDIA,NR,PB,2028,0.007344387,0
EG_OCGT,INDIA,NR,PB,2029,0.007344387,0
EG_OCGT,INDIA,NR,PB,2030,0.007344387,0
EG_OCGT,INDIA,NR,PB,2031,0.007344387,0
EG_OCGT,INDIA,NR,RJ,2021,0,0
EG_OCGT,INDIA,NR,RJ,2022,0,0
EG_OCGT,INDIA,NR,RJ,2023,0.109755745,0
EG_OCGT,INDIA,NR,RJ,2024,0.109755745,0
EG_OCGT,INDIA,NR,RJ,2025,0.109755745,0
EG_OCGT,INDIA,NR,RJ,2026,0.109755745,0
EG_OCGT,INDIA,NR,RJ,2027,0.109755745,0
EG_OCGT,INDIA,NR,RJ,2028,0.109755745,0
EG_OCGT,INDIA,NR,RJ,2029,0.109755745,0
EG_OCGT,INDIA,NR,RJ,2030,0.109755745,0
EG_OCGT,INDIA,NR,RJ,2031,0.109755745,0
EG_OCGT,INDIA,SR,TN,2021,0,0
EG_OCGT,INDIA,SR,TN,2022,0,0
