Year,ModelGeography,ConsumerType1,EnergyDemand
2021,INDIA,ALL,148.17445429677838
2022,INDIA,ALL,158.3437924968828
2023,INDIA,ALL,167.472298013279
2024,INDIA,ALL,178.2210135528144
2025,INDIA,ALL,189.2257952803481
2026,INDIA,ALL,200.5592492764815
2027,INDIA,ALL,212.17438328808655
2028,INDIA,ALL,224.21643682714705
2029,INDIA,ALL,236.68743248848511
2030,INDIA,ALL,249.58877649362728
2031,INDIA,ALL,262.92125481366185
