Year,ModelGeography,ConsumerType1,EnergyDemand
2021,INDIA,ALL,3.648254271
2022,INDIA,ALL,3.687571195
2023,INDIA,ALL,3.727311835
2024,INDIA,ALL,3.767480756
2025,INDIA,ALL,3.808082574
2026,INDIA,ALL,3.849121954
2027,INDIA,ALL,3.890603612
2028,INDIA,ALL,3.932532315
2029,INDIA,ALL,3.974912879
2030,INDIA,ALL,4.017750176
2031,INDIA,ALL,4.061049126
