Year,ModelGeography,ConsumerType1,EnergyDemand
2021,INDIA,ALL,909.1606158383502
2022,INDIA,ALL,985.2248536648098
2023,INDIA,ALL,1054.4644532874513
2024,INDIA,ALL,1136.9667584278573
2025,INDIA,ALL,1222.5504154884447
2026,INDIA,ALL,1311.8129622255228
2027,INDIA,ALL,1404.4263981440497
2028,INDIA,ALL,1501.5952649794745
2029,INDIA,ALL,1603.4091760799397
2030,INDIA,ALL,1709.9521145516262
2031,INDIA,ALL,1821.302142926056
