Year,ModelGeography,ConsumerType1,EnergyDemand
2021,INDIA,ALL,426.8304946721203
2022,INDIA,ALL,474.9152213128917
2023,INDIA,ALL,517.5637407679487
2024,INDIA,ALL,566.6684943718916
2025,INDIA,ALL,615.7541467020441
2026,INDIA,ALL,664.8504893013675
2027,INDIA,ALL,713.4937012223681
2028,INDIA,ALL,762.0417011892458
2029,INDIA,ALL,810.2634422514369
2030,INDIA,ALL,857.9475149690712
2031,INDIA,ALL,904.9034797030674
