Year,ModelGeography,EnergyDemand
2021,INDIA,3.648254271
2022,INDIA,3.687571195
2023,INDIA,3.727311835
2024,INDIA,3.767480756
2025,INDIA,3.808082574
2026,INDIA,3.849121954
2027,INDIA,3.890603612
2028,INDIA,3.932532315
2029,INDIA,3.974912879
2030,INDIA,4.017750176
2031,INDIA,4.061049126
