Year,ModelGeography,SubGeography1,SubGeography2,EnergyDemand
2021,INDIA,ER,BR,71.61883471892432
2021,INDIA,ER,JH,15.444621223265763
2021,INDIA,ER,OD,19.291146460388646
2021,INDIA,ER,WB,55.31994796524544
2021,INDIA,WR,CG,15.571693218368353
2021,INDIA,WR,GJ,50.43642798891187
2021,INDIA,WR,MP,53.46709055852172
2021,INDIA,WR,MH,125.50369853957142
2021,INDIA,WR,GA,2.165229333317633
2021,INDIA,WR,UT,3.75451091754063
2021,INDIA,NR,DL,21.444870764932745
2021,INDIA,NR,HR,25.663356548576733
2021,INDIA,NR,HP,4.8713131382011925
2021,INDIA,NR,JK,13.228845609911879
2021,INDIA,NR,PB,32.81367898779981
2021,INDIA,NR,RJ,50.27362395854833
2021,INDIA,NR,UP,144.053918559677
2021,INDIA,NR,UK,10.39264017130325
2021,INDIA,SR,AP,58.47496142153859
2021,INDIA,SR,KA,71.31844196176209
2021,INDIA,SR,KL,27.427812681723907
2021,INDIA,SR,TN,93.70527990230393
2021,INDIA,SR,TS,43.582105307131066
2021,INDIA,NER,AS,24.886509701850184
2021,INDIA,NER,NE,11.132548765577011
2022,INDIA,ER,BR,73.49119584509559
2022,INDIA,ER,JH,16.05104843428926
2022,INDIA,ER,OD,20.012717183162206
2022,INDIA,ER,WB,57.180699410589945
2022,INDIA,WR,CG,15.906410704392545
2022,INDIA,WR,GJ,52.17499071903342
2022,INDIA,WR,MP,55.57813569797476
2022,INDIA,WR,MH,128.90992950162058
2022,INDIA,WR,GA,2.1877717176045777
2022,INDIA,WR,UT,3.8008113474078247
2022,INDIA,NR,DL,21.535257545973646
2022,INDIA,NR,HR,26.801608844319734
2022,INDIA,NR,HP,5.092178668128273
2022,INDIA,NR,JK,13.595804322712535
2022,INDIA,NR,PB,33.55050349954006
2022,INDIA,NR,RJ,52.73461001921051
2022,INDIA,NR,UP,149.14884474276874
2022,INDIA,NR,UK,10.670592553824985
2022,INDIA,SR,AP,60.698773901539305
2022,INDIA,SR,KA,74.29731118976439
2022,INDIA,SR,KL,28.245042432785798
2022,INDIA,SR,TN,95.3255675975993
2022,INDIA,SR,TS,44.716619729423456
2022,INDIA,NER,AS,26.276487921732343
2022,INDIA,NER,NE,11.508719709980618
2023,INDIA,ER,BR,75.1979089075057
2023,INDIA,ER,JH,16.606445185343254
2023,INDIA,ER,OD,20.67046179001529
2023,INDIA,ER,WB,58.83220553521409
2023,INDIA,WR,CG,16.212209082530908
2023,INDIA,WR,GJ,53.712884454476146
2023,INDIA,WR,MP,57.51167028064498
2023,INDIA,WR,MH,131.85350250420248
2023,INDIA,WR,GA,2.2052363068446685
2023,INDIA,WR,UT,3.8352950439062954
2023,INDIA,NR,DL,21.58331919148968
2023,INDIA,NR,HR,27.793461746818068
2023,INDIA,NR,HP,5.287554729015831
2023,INDIA,NR,JK,13.910326409445192
2023,INDIA,NR,PB,34.13369328744485
2023,INDIA,NR,RJ,54.95130726733784
2023,INDIA,NR,UP,153.76317615732998
2023,INDIA,NR,UK,10.92454088796104
2023,INDIA,SR,AP,62.518225717354326
2023,INDIA,SR,KA,76.81887238928792
2023,INDIA,SR,KL,28.9196549051293
2023,INDIA,SR,TN,96.65460262560168
2023,INDIA,SR,TS,45.692239827356104
2023,INDIA,NER,AS,27.521654934529522
2023,INDIA,NER,NE,11.849368238037975
2024,INDIA,ER,BR,77.04631168842857
2024,INDIA,ER,JH,17.240924794333978
2024,INDIA,ER,OD,21.416457062784765
2024,INDIA,ER,WB,60.71837190568231
2024,INDIA,WR,CG,16.549990445380796
2024,INDIA,WR,GJ,55.36135197043127
2024,INDIA,WR,MP,59.632387575242085
2024,INDIA,WR,MH,135.05095786721756
2024,INDIA,WR,GA,2.222498743804637
2024,INDIA,WR,UT,3.8657619284994267
2024,INDIA,NR,DL,21.589973485231845
2024,INDIA,NR,HR,28.85239818103176
2024,INDIA,NR,HP,5.5067040211795355
2024,INDIA,NR,JK,14.26822122967121
2024,INDIA,NR,PB,34.793494628382724
2024,INDIA,NR,RJ,57.473983896280394
2024,INDIA,NR,UP,158.8576060116022
2024,INDIA,NR,UK,11.200867703121869
2024,INDIA,SR,AP,64.42243442918054
2024,INDIA,SR,KA,79.44674912502732
2024,INDIA,SR,KL,29.641273448275886
2024,INDIA,SR,TN,98.06431822190349
2024,INDIA,SR,TS,46.72118769474218
2024,INDIA,NER,AS,28.93275185298189
2024,INDIA,NER,NE,12.224469435410935
2025,INDIA,ER,BR,78.88158827817173
2025,INDIA,ER,JH,17.888457464698885
2025,INDIA,ER,OD,22.17577953929648
2025,INDIA,ER,WB,62.60748894408705
2025,INDIA,WR,CG,16.888183666299888
2025,INDIA,WR,GJ,56.9649625034792
2025,INDIA,WR,MP,61.73901250999898
2025,INDIA,WR,MH,138.1144087725998
2025,INDIA,WR,GA,2.2349465548040763
2025,INDIA,WR,UT,3.88591456284779
2025,INDIA,NR,DL,21.54527577831991
2025,INDIA,NR,HR,29.87278701105548
2025,INDIA,NR,HP,5.722780834568351
