Year,ModelGeography,ConsumerType1,EnergyDemand
2021,INDIA,ALL,7.244782615883042
2022,INDIA,ALL,7.3174764329559725
2023,INDIA,ALL,7.380410624428849
2024,INDIA,ALL,7.45252049641204
2025,INDIA,ALL,7.524003079278829
2026,INDIA,ALL,7.595432868604696
2027,INDIA,ALL,7.666579843859397
2028,INDIA,ALL,7.738393258020916
2029,INDIA,ALL,7.810879353800026
2030,INDIA,ALL,7.884044432060462
2031,INDIA,ALL,7.957894853270469
