Year,ModelGeography,EnergyDemand
2021,INDIA,4702.353943325071
2022,INDIA,4632.434647959981
2023,INDIA,4574.03413001955
2024,INDIA,4503.1404785137565
2025,INDIA,4432.763221124976
2026,INDIA,4364.485428599035
2027,INDIA,4299.681581617808
2028,INDIA,4237.8533194445245
2029,INDIA,4177.661749443993
2030,INDIA,4122.525717825876
2031,INDIA,4069.2247516761245
