Year,ModelGeography,EnergyDemand
2021,INDIA,27.82483307691475
2022,INDIA,32.1274203361995
2023,INDIA,36.087547508044615
2024,INDIA,40.78716454020807
2025,INDIA,45.63663615796377
2026,INDIA,50.63123748611037
2027,INDIA,55.71590079593514
2028,INDIA,60.91952306399987
2029,INDIA,66.2108677234791
2030,INDIA,71.55924190829565
2031,INDIA,76.93501817393506
