Year,ModelGeography,EnergyDemand
2021,INDIA,1030.1986490629831
2022,INDIA,1105.329466236217
2023,INDIA,1174.3135526691335
2024,INDIA,1256.9654708164294
2025,INDIA,1343.1914295441716
2026,INDIA,1433.5220266441802
2027,INDIA,1527.5650481971124
2028,INDIA,1626.4861613804626
2029,INDIA,1730.3325718586343
2030,INDIA,1839.1470133325595
2031,INDIA,1952.9679450905833
