Year,ModelGeography,EnergyDemand
2021,INDIA,375.51626778254354
2022,INDIA,383.759151431181
2023,INDIA,390.9795699031713
2024,INDIA,399.33649601713694
2025,INDIA,407.71592373248455
2026,INDIA,416.18364154941577
2027,INDIA,424.7120347690533
2028,INDIA,433.41519096088894
2029,INDIA,442.296691365869
2030,INDIA,451.3601905718812
2031,INDIA,460.60941812859295
