Year,Season,DayType,DaySlice,ModelGeography,SubGeography1,SubGeography2,ConsumerType1,EnergyDemand,SeasonEnergyDemand
2021,SUMMER,ALLDAYS,EARLY,INDIA,ER,BR,ALL,0.506125074,30.873629513999997
2021,SUMMER,ALLDAYS,EARLY,INDIA,ER,JH,ALL,0.260273764,15.876699604
2021,SUMMER,ALLDAYS,EARLY,INDIA,ER,OD,ALL,0.459819498,28.048989377999998
2021,SUMMER,ALLDAYS,EARLY,INDIA,ER,WB,ALL,0.517278532,31.553990451999997
2021,SUMMER,ALLDAYS,EARLY,INDIA,WR,CG,ALL,0.364564844,22.238455484
2021,SUMMER,ALLDAYS,EARLY,INDIA,WR,GJ,ALL,0.290201754,17.702306993999997
2021,SUMMER,ALLDAYS,EARLY,INDIA,WR,MP,ALL,0.760573928,46.395009608
2021,SUMMER,ALLDAYS,EARLY,INDIA,WR,MH,ALL,1.162354925,70.90365042500001
2021,SUMMER,ALLDAYS,EARLY,INDIA,WR,GA,ALL,0.001641307,0.100119727
2021,SUMMER,ALLDAYS,EARLY,INDIA,WR,UT,ALL,0.005141016,0.313601976
2021,SUMMER,ALLDAYS,EARLY,INDIA,NR,DL,ALL,0.183709333,11.206269313
2021,SUMMER,ALLDAYS,EARLY,INDIA,NR,HR,ALL,0.152583797,9.307611617
2021,SUMMER,ALLDAYS,EARLY,INDIA,NR,HP,ALL,0.003665369,0.223587509
2021,SUMMER,ALLDAYS,EARLY,INDIA,NR,JK,ALL,0.011483981,0.7005228410000001
2021,SUMMER,ALLDAYS,EARLY,INDIA,NR,PB,ALL,0.110642275,6.749178775
2021,SUMMER,ALLDAYS,EARLY,INDIA,NR,RJ,ALL,0.161438919,9.847774058999999
2021,SUMMER,ALLDAYS,EARLY,INDIA,NR,UP,ALL,0.929622631,56.706980490999996
2021,SUMMER,ALLDAYS,EARLY,INDIA,NR,UK,ALL,0.015679815,0.956468715
