Year,ModelGeography,ConsumerType1,EnergyDemand
2021,INDIA,ALL,331.15162038128517
2022,INDIA,ALL,351.7670959057277
2023,INDIA,ALL,370.3498504407198
2024,INDIA,ALL,392.35331761209954
2025,INDIA,ALL,415.0088528943821
2026,INDIA,ALL,438.4901942263586
2027,INDIA,ALL,462.72469778567006
2028,INDIA,ALL,488.0428564479702
2029,INDIA,ALL,514.4792733403413
2030,INDIA,ALL,542.0690197794243
2031,INDIA,ALL,570.8476162586192
