Year,ModelGeography,ConsumerType1,EnergyDemand
2021,INDIA,ALL,1.54401305
2022,INDIA,ALL,1.898185453
2023,INDIA,ALL,2.268287356
2024,INDIA,ALL,2.644211029
2025,INDIA,ALL,3.016702765
2026,INDIA,ALL,3.377922921
2027,INDIA,ALL,3.721724697
2028,INDIA,ALL,4.043699251
2029,INDIA,ALL,4.341054138
2030,INDIA,ALL,4.612391975
2031,INDIA,ALL,4.857445126
