EnergyCarrier,Year,Season,DayType,DaySlice,ModelGeography,SubGeography1,EndUseDemandEnergy,TotalEnergyDemand
ELECTRICITY,2021,WINTER,ALLDAYS,EVENING,INDIA,WR,157.65011686226725,14503.810751328587
ELECTRICITY,2021,WINTER,ALLDAYS,EVENING,INDIA,NR,129.97245739332806,11957.466080186181
ELECTRICITY,2021,WINTER,ALLDAYS,EVENING,INDIA,SR,136.81645367675162,12587.113738261149
ELECTRICITY,2021,WINTER,ALLDAYS,EVENING,INDIA,NER,7.69355576373322,707.8071302634562
ELECTRICITY,2021,WINTER,ALLDAYS,NIGHT,INDIA,ER,106.3584113036504,9784.973839935838
ELECTRICITY,2021,WINTER,ALLDAYS,NIGHT,INDIA,WR,264.2088298862968,24307.21234953931
ELECTRICITY,2021,WINTER,ALLDAYS,NIGHT,INDIA,NR,203.36543825177333,18709.620319163147
ELECTRICITY,2021,WINTER,ALLDAYS,NIGHT,INDIA,SR,220.43593107561404,20280.10565895649
ELECTRICITY,2021,WINTER,ALLDAYS,NIGHT,INDIA,NER,6.993813050743167,643.4308006683714
ELECTRICITY,2021,SPRING,ALLDAYS,EARLY,INDIA,ER,46.93135018041077,2768.9496606442353
ELECTRICITY,2021,SPRING,ALLDAYS,EARLY,INDIA,WR,118.61816631273129,6998.471812451146
ELECTRICITY,2021,SPRING,ALLDAYS,EARLY,INDIA,NR,92.62701568776566,5464.993925578174
ELECTRICITY,2021,SPRING,ALLDAYS,EARLY,INDIA,SR,100.9790666666556,5957.76493333268
ELECTRICITY,2021,SPRING,ALLDAYS,EARLY,INDIA,NER,2.9120311445109395,171.80983752614543
ELECTRICITY,2021,SPRING,ALLDAYS,MORN,INDIA,ER,62.845321934693,3707.8739941468866
ELECTRICITY,2021,SPRING,ALLDAYS,MORN,INDIA,WR,151.1190480011894,8916.023832070176
ELECTRICITY,2021,SPRING,ALLDAYS,MORN,INDIA,NR,113.56174299339463,6700.142836610284
ELECTRICITY,2021,SPRING,ALLDAYS,MORN,INDIA,SR,133.82240757921357,7895.522047173601
ELECTRICITY,2021,SPRING,ALLDAYS,MORN,INDIA,NER,3.9571027498340436,233.4690622402086
ELECTRICITY,2021,SPRING,ALLDAYS,MID,INDIA,ER,69.25198499864267,4085.8671149199176
ELECTRICITY,2021,SPRING,ALLDAYS,MID,INDIA,WR,167.29671258269374,9870.506042378931
ELECTRICITY,2021,SPRING,ALLDAYS,MID,INDIA,NR,129.37877758284662,7633.347877387951
ELECTRICITY,2021,SPRING,ALLDAYS,MID,INDIA,SR,153.31974120474956,9045.864731080224
ELECTRICITY,2021,SPRING,ALLDAYS,MID,INDIA,NER,4.835653777663726,285.3035728821598
ELECTRICITY,2021,SPRING,ALLDAYS,AFTERNOON,INDIA,ER,68.19141374923827,4023.2934112050575
ELECTRICITY,2021,SPRING,ALLDAYS,AFTERNOON,INDIA,WR,163.3231203459344,9636.064100410129
ELECTRICITY,2021,SPRING,ALLDAYS,AFTERNOON,INDIA,NR,126.94370808174232,7489.678776822797
ELECTRICITY,2021,SPRING,ALLDAYS,AFTERNOON,INDIA,SR,147.96478322095606,8729.922210036408
ELECTRICITY,2021,SPRING,ALLDAYS,AFTERNOON,INDIA,NER,4.409837739260036,260.1804266163421
ELECTRICITY,2021,SPRING,ALLDAYS,EVENING,INDIA,ER,90.42466045608236,5335.05496690886
ELECTRICITY,2021,SPRING,ALLDAYS,EVENING,INDIA,WR,176.3827810358751,10406.58408111663
ELECTRICITY,2021,SPRING,ALLDAYS,EVENING,INDIA,NR,144.9072508686871,8549.52780125254
ELECTRICITY,2021,SPRING,ALLDAYS,EVENING,INDIA,SR,168.5559085078465,9944.798601962944
ELECTRICITY,2021,SPRING,ALLDAYS,EVENING,INDIA,NER,8.427854035076809,497.2433880695317
ELECTRICITY,2021,SPRING,ALLDAYS,NIGHT,INDIA,ER,113.08344365175672,6671.923175453647
ELECTRICITY,2021,SPRING,ALLDAYS,NIGHT,INDIA,WR,268.77949671837564,15857.990306384163
ELECTRICITY,2021,SPRING,ALLDAYS,NIGHT,INDIA,NR,206.93697380663698,12209.281454591583
ELECTRICITY,2021,SPRING,ALLDAYS,NIGHT,INDIA,SR,231.55999773176902,13662.039866174371
ELECTRICITY,2021,SPRING,ALLDAYS,NIGHT,INDIA,NER,7.496001594535814,442.26409407761304
