Year,ModelGeography,ConsumerType1,EnergyDemand
2021,INDIA,ALL,111.72331230495016
2022,INDIA,ALL,123.06324498097898
2023,INDIA,ALL,133.02030658693576
2024,INDIA,ALL,144.391147902548
2025,INDIA,ALL,155.66003506406798
2026,INDIA,ALL,166.84240565702567
2027,INDIA,ALL,177.8405560967663
2028,INDIA,ALL,188.7430780277335
2029,INDIA,ALL,199.504016388919
2030,INDIA,ALL,210.08226333705105
2031,INDIA,ALL,220.44165841684907
