Year,ModelGeography,ConsumerType1,EnergyDemand
2021,INDIA,ALL,1321.1365722246167
2022,INDIA,ALL,1336.0123092576716
2023,INDIA,ALL,1348.9065105758414
2024,INDIA,ALL,1363.6960521451958
2025,INDIA,ALL,1378.3742691097802
2026,INDIA,ALL,1393.0586697253973
2027,INDIA,ALL,1407.7017344293306
2028,INDIA,ALL,1422.4987189533128
2029,INDIA,ALL,1437.4512412441911
2030,INDIA,ALL,1452.560936189172
2031,INDIA,ALL,1467.8294559810681
