Year,Season,DayType,DaySlice,ModelGeography,SubGeography1,SubGeography2,ConsumerType1,EnergyDemand,SeasonEnergyDemand
2021,MONSOON,ALLDAYS,MORN,INDIA,NR,DL,ALL,3.847553246724171,353.97489869862375
2021,MONSOON,ALLDAYS,MORN,INDIA,NR,HR,ALL,2.785129203628029,256.23188673377865
2021,MONSOON,ALLDAYS,MORN,INDIA,NR,HP,ALL,0.6158525337912937,56.65843310879902
2021,MONSOON,ALLDAYS,MORN,INDIA,NR,JK,ALL,1.3358210160042605,122.89553347239196
2021,MONSOON,ALLDAYS,MORN,INDIA,NR,PB,ALL,2.9446133984874643,270.90443266084674
2021,MONSOON,ALLDAYS,MORN,INDIA,NR,RJ,ALL,3.098233682544917,285.0374987941324
2021,MONSOON,ALLDAYS,MORN,INDIA,NR,UP,ALL,5.234060838445257,481.53359713696364
2021,MONSOON,ALLDAYS,MORN,INDIA,NR,UK,ALL,0.7477590072722744,68.79382866904925
2021,MONSOON,ALLDAYS,MORN,INDIA,SR,AP,ALL,3.29925262639856,303.53124162866754
2021,MONSOON,ALLDAYS,MORN,INDIA,SR,KA,ALL,4.887530132432001,449.6527721837441
2021,MONSOON,ALLDAYS,MORN,INDIA,SR,KL,ALL,2.0952352961401512,192.7616472448939
2021,MONSOON,ALLDAYS,MORN,INDIA,SR,TN,ALL,6.205221446200509,570.8803730504469
2021,MONSOON,ALLDAYS,MORN,INDIA,SR,TS,ALL,3.27500360098261,301.3003312904001
2021,MONSOON,ALLDAYS,MORN,INDIA,NER,AS,ALL,0.7511513938443118,69.10592823367669
2021,MONSOON,ALLDAYS,MORN,INDIA,NER,NE,ALL,0.5363454581993711,49.343782154342136
2021,MONSOON,ALLDAYS,MID,INDIA,ER,BR,ALL,1.7436585614253115,160.41658765112865
2021,MONSOON,ALLDAYS,MID,INDIA,ER,JH,ALL,0.5787213024472742,53.24235982514922
2021,MONSOON,ALLDAYS,MID,INDIA,ER,OD,ALL,1.257505683058464,115.6905228413787
2021,MONSOON,ALLDAYS,MID,INDIA,ER,WB,ALL,4.348321935719423,400.04561808618695
2021,MONSOON,ALLDAYS,MID,INDIA,WR,CG,ALL,0.8075843372872649,74.29775903042837
2021,MONSOON,ALLDAYS,MID,INDIA,WR,GJ,ALL,3.3919309343639124,312.0576459614799
2021,MONSOON,ALLDAYS,MID,INDIA,WR,MP,ALL,4.277822866974494,393.5597037616535
2021,MONSOON,ALLDAYS,MID,INDIA,WR,MH,ALL,9.80905925645156,902.4334515935435
2021,MONSOON,ALLDAYS,MID,INDIA,WR,GA,ALL,0.2502707559758129,23.024909549774787
2021,MONSOON,ALLDAYS,MID,INDIA,WR,UT,ALL,0.3972168490762634,36.54395011501624
2021,MONSOON,ALLDAYS,MID,INDIA,NR,DL,ALL,4.050056048839774,372.6051564932592
2021,MONSOON,ALLDAYS,MID,INDIA,NR,HR,ALL,2.931714951481883,269.71777553633325
2021,MONSOON,ALLDAYS,MID,INDIA,NR,HP,ALL,0.6482658252888701,59.64045592657605
2021,MONSOON,ALLDAYS,MID,INDIA,NR,JK,ALL,1.4061273851694815,129.36371943559232
2021,MONSOON,ALLDAYS,MID,INDIA,NR,PB,ALL,3.099593051383001,285.1625607272361
2021,MONSOON,ALLDAYS,MID,INDIA,NR,RJ,ALL,3.261298613597821,300.03947245099954
2021,MONSOON,ALLDAYS,MID,INDIA,NR,UP,ALL,5.50953772487554,506.8774706885497
2021,MONSOON,ALLDAYS,MID,INDIA,NR,UK,ALL,0.7871147446934534,72.41455651179771
2021,MONSOON,ALLDAYS,MID,INDIA,SR,AP,ALL,3.472897500732796,319.5065700674172
2021,MONSOON,ALLDAYS,MID,INDIA,SR,KA,ALL,5.144768560701197,473.3187075845101
2021,MONSOON,ALLDAYS,MID,INDIA,SR,KL,ALL,2.2055108375986414,202.90699705907502
2021,MONSOON,ALLDAYS,MID,INDIA,SR,TN,ALL,6.531812048779989,600.926708487759
