Year,ModelGeography,EnergyDemand
2021,INDIA,1195.873892996986
2022,INDIA,1306.8796898962232
2023,INDIA,1407.2202233974035
2024,INDIA,1525.6658562091598
2025,INDIA,1647.3199094484069
2026,INDIA,1772.7800483714009
2027,INDIA,1901.3334262494964
2028,INDIA,2034.3832285634128
2029,INDIA,2171.760862278825
2030,INDIA,2313.282413283924
2031,INDIA,2458.7501053545416
