Year,ModelGeography,ConsumerType1,EnergyDemand
2021,INDIA,ALL,243.6981167089669
2022,INDIA,ALL,227.12726936349296
2023,INDIA,ALL,213.88949321669324
2024,INDIA,ALL,199.7275098772784
2025,INDIA,ALL,186.7450983043132
2026,INDIA,ALL,174.73075481252633
2027,INDIA,ALL,163.63916773620346
2028,INDIA,ALL,153.25165421791064
2029,INDIA,ALL,143.5235209450231
2030,INDIA,ALL,134.41291169822503
2031,INDIA,ALL,125.88062714111982
