Year,ModelGeography,ConsumerType1,EnergyDemand
2021,INDIA,ALL,468.6795147
2022,INDIA,ALL,478.8810855
2023,INDIA,ALL,489.30471
2024,INDIA,ALL,499.9552217
2025,INDIA,ALL,510.837559
2026,INDIA,ALL,521.9567681
2027,INDIA,ALL,533.3180048
2028,INDIA,ALL,544.9265373
2029,INDIA,ALL,556.7877483
2030,INDIA,ALL,568.9071379
2031,INDIA,ALL,581.2903256
