Year,ModelGeography,EnergyDemand
2021,INDIA,290.4295583325411
2022,INDIA,293.6990007871184
2023,INDIA,296.5329271546134
2024,INDIA,299.7834101030457
2025,INDIA,303.0094179620962
2026,INDIA,306.2367771303255
2027,INDIA,309.4550437851009
2028,INDIA,312.70713145953704
2029,INDIA,315.99339558725745
2030,INDIA,319.3141953225272
2031,INDIA,322.66989362049173
