Year,ModelGeography,ConsumerType1,EnergyDemand
2021,INDIA,ALL,213.0703226108002
2022,INDIA,ALL,214.8008351551612
2023,INDIA,ALL,216.29617864261488
2024,INDIA,ALL,218.00675600067893
2025,INDIA,ALL,219.6993261728545
2026,INDIA,ALL,221.38758412034244
2027,INDIA,ALL,223.06614402867748
2028,INDIA,ALL,224.7574307721757
2029,INDIA,ALL,226.46154084868684
2030,INDIA,ALL,228.17857148011157
2031,INDIA,ALL,229.9086206391885
