Year,ModelGeography,ConsumerType1,EnergyDemand
2021,INDIA,ALL,290.4295583325411
2022,INDIA,ALL,293.6990007871184
2023,INDIA,ALL,296.5329271546134
2024,INDIA,ALL,299.7834101030457
2025,INDIA,ALL,303.0094179620962
2026,INDIA,ALL,306.2367771303255
2027,INDIA,ALL,309.4550437851009
2028,INDIA,ALL,312.70713145953704
2029,INDIA,ALL,315.99339558725745
2030,INDIA,ALL,319.3141953225272
2031,INDIA,ALL,322.66989362049173
