D_RES,SUBGEOGRAPHY2,YEAR,RURAL,URBAN
D_IND,SUBGEOGRAPHY2,YEAR,ALL
D_AGRI,SUBGEOGRAPHY2,YEAR,ALL
D_TRANS,SUBGEOGRAPHY2,YEAR,ALL
D_OTHER,SUBGEOGRAPHY2,YEAR,ALL
