D_RES,RES_LIGHT,LIGHT_ELEC
D_RES,RES_COOL,FAN,COOLER,AC
D_RES,RES_REF,FRIDGE
D_RES,RES_COOK,LPG,PNG,BIOMASS,BIOGAS,INDUCTION
