D_RES,RES_OTHER,ELECTRICITY
D_IND,IND_ALL,STEAM_COAL,COKING_COAL,NATGAS,BIOMASS,HSD,LPG,PP_OTHER,ELECTRICITY
D_AGRI,AGRI_ALL,HSD,LPG,PP_OTHER,ELECTRICITY
D_TRANS,TRANS_FUEL,NATGAS,MS,HSD,ATF,LPG,PP_OTHER
D_TRANS,TRANS_ELEC,ELECTRICITY
D_OTHER,OTHER_ALL,BIOMASS,NATGAS,HSD,LPG,PP_OTHER,ELECTRICITY
