Year,ModelGeography,EnergyDemand
2021,INDIA,27.82483307691475
2022,INDIA,33.66405864068354
2023,INDIA,38.4583819975651
2024,INDIA,43.46674858345952
2025,INDIA,48.63481471260237
2026,INDIA,53.9575450981551
2027,INDIA,59.37625425079038
2028,INDIA,64.92173758324074
2029,INDIA,70.5607063723202
2030,INDIA,76.26045134740022
2031,INDIA,81.98939860217722
