Year,ModelGeography,EnergyDemand
2021,INDIA,4688.434107456637
2022,INDIA,4572.100687023857
2023,INDIA,4490.167597765514
2024,INDIA,4408.150427605225
2025,INDIA,4327.2576181596105
2026,INDIA,4248.964577324101
2027,INDIA,4175.8999405008135
2028,INDIA,4106.00898384503
2029,INDIA,4041.6273587236637
2030,INDIA,3979.415515450544
2031,INDIA,3917.4982424509153
