Year,ModelGeography,EnergyDemand
2021,INDIA,111.72331230495016
2022,INDIA,127.11322093036922
2023,INDIA,138.99608489046545
2024,INDIA,150.87774766581103
2025,INDIA,162.6528761156288
2026,INDIA,174.33760133491305
2027,INDIA,185.82983054437457
2028,INDIA,197.2221352584677
2029,INDIA,208.46649590820093
2030,INDIA,219.51995796418555
2031,INDIA,230.34473643868995
