Year,Season,DayType,DaySlice,ModelGeography,SubGeography1,SubGeography2,ConsumerType1,EnergyDemand,SeasonEnergyDemand
2021,SUMMER,ALLDAYS,EARLY,INDIA,ER,BR,ALL,1.0303712612849318,62.85264693838084
2021,SUMMER,ALLDAYS,EARLY,INDIA,ER,JH,ALL,5.557148270543505,338.9860445031538
2021,SUMMER,ALLDAYS,EARLY,INDIA,ER,OD,ALL,17.24657405672867,1052.0410174604488
2021,SUMMER,ALLDAYS,EARLY,INDIA,ER,WB,ALL,6.271295626293106,382.54903320387945
2021,SUMMER,ALLDAYS,EARLY,INDIA,WR,CG,ALL,9.472409515651346,577.8169804547322
2021,SUMMER,ALLDAYS,EARLY,INDIA,WR,GJ,ALL,21.34345369550297,1301.950675425681
2021,SUMMER,ALLDAYS,EARLY,INDIA,WR,MP,ALL,7.00589597534779,427.35965449621517
2021,SUMMER,ALLDAYS,EARLY,INDIA,WR,MH,ALL,14.887098460221338,908.1130060735017
2021,SUMMER,ALLDAYS,EARLY,INDIA,WR,GA,ALL,0.6974780948849957,42.54616378798474
2021,SUMMER,ALLDAYS,EARLY,INDIA,WR,UT,ALL,3.0433054231506,185.6416308121866
2021,SUMMER,ALLDAYS,EARLY,INDIA,NR,DL,ALL,1.0283311446361934,62.728199822807795
2021,SUMMER,ALLDAYS,EARLY,INDIA,NR,HR,ALL,5.154276782761603,314.4108837484578
2021,SUMMER,ALLDAYS,EARLY,INDIA,NR,HP,ALL,1.629687123370743,99.41091452561533
2021,SUMMER,ALLDAYS,EARLY,INDIA,NR,JK,ALL,0.5557147429905215,33.89859932242181
2021,SUMMER,ALLDAYS,EARLY,INDIA,NR,PB,ALL,5.742121927781689,350.26943759468304
2021,SUMMER,ALLDAYS,EARLY,INDIA,NR,RJ,ALL,7.085251002398241,432.20031114629273
2021,SUMMER,ALLDAYS,EARLY,INDIA,NR,UP,ALL,8.759202898968757,534.3113768370941
2021,SUMMER,ALLDAYS,EARLY,INDIA,NR,UK,ALL,2.178647942275205,132.89752447878752
2021,SUMMER,ALLDAYS,EARLY,INDIA,SR,AP,ALL,7.922822549229621,483.2921755030069
2021,SUMMER,ALLDAYS,EARLY,INDIA,SR,KA,ALL,8.126174145149932,495.69662285414586
2021,SUMMER,ALLDAYS,EARLY,INDIA,SR,KL,ALL,1.6163391334263666,98.59668713900837
2021,SUMMER,ALLDAYS,EARLY,INDIA,SR,TN,ALL,12.470460644825058,760.6980993343285
2021,SUMMER,ALLDAYS,EARLY,INDIA,SR,TS,ALL,5.137839736156133,313.4082239055241
2021,SUMMER,ALLDAYS,EARLY,INDIA,NER,AS,ALL,0.9068586127659456,55.31837537872268
2021,SUMMER,ALLDAYS,EARLY,INDIA,NER,NE,ALL,0.3198680106666881,19.51194865066797
2021,SUMMER,ALLDAYS,MORN,INDIA,ER,BR,ALL,1.287964076838776,78.56580868716533
2021,SUMMER,ALLDAYS,MORN,INDIA,ER,JH,ALL,6.946435338411993,423.73255564313155
2021,SUMMER,ALLDAYS,MORN,INDIA,ER,OD,ALL,21.55821757091084,1315.0512718255613
2021,SUMMER,ALLDAYS,MORN,INDIA,ER,WB,ALL,7.839119532633771,478.18629149066004
2021,SUMMER,ALLDAYS,MORN,INDIA,WR,CG,ALL,11.840511892208948,722.2712254247458
2021,SUMMER,ALLDAYS,MORN,INDIA,WR,GJ,ALL,26.67931711466824,1627.4383439947626
