Year,ModelGeography,ConsumerType1,EnergyDemand
2021,INDIA,ALL,1.563314489
2022,INDIA,ALL,1.965343388
2023,INDIA,ALL,2.42021818
2024,INDIA,ALL,2.924357368
2025,INDIA,ALL,3.472595061
2026,INDIA,ALL,4.058510714
2027,INDIA,ALL,4.67480787
2028,INDIA,ALL,5.313703242
2029,INDIA,ALL,5.967293818
2030,INDIA,ALL,6.627878376
2031,INDIA,ALL,7.288219029
