Year,ModelGeography,ConsumerType1,EnergyDemand
2021,INDIA,ALL,8.469699418581014
2022,INDIA,ALL,8.105919014271752
2023,INDIA,ALL,7.851863410660514
2024,INDIA,ALL,7.609893948795666
2025,INDIA,ALL,7.379670643376394
2026,INDIA,ALL,7.158696729936078
2027,INDIA,ALL,6.947196180742621
2028,INDIA,ALL,6.7419443222055415
2029,INDIA,ALL,6.5427565397258185
2030,INDIA,ALL,6.349453672739253
2031,INDIA,ALL,6.1618618541784445
