Year,ModelGeography,EnergyDemand
2021,INDIA,2433.5463688149284
2022,INDIA,2527.130139979657
2023,INDIA,2597.336900333647
2024,INDIA,2667.575542937657
2025,INDIA,2737.685968742014
2026,INDIA,2808.190665473423
2027,INDIA,2878.8337595152734
2028,INDIA,2950.529755656304
2029,INDIA,3023.2764911315744
2030,INDIA,3097.071429038251
2031,INDIA,3171.911660279786
