EnergyConvTech,Year,ModelGeography,SubGeography1,RemainingLegacyCapacity
EG_OCGT,2031,INDIA,NR,0.0
EG_OCGT,2031,INDIA,SR,0.0
EG_OCGT,2031,INDIA,NER,0.0
EG_PHWR,2021,INDIA,ER,0.0
EG_PHWR,2021,INDIA,WR,1.8399999999999999
EG_PHWR,2021,INDIA,NR,1.6199999999999999
EG_PHWR,2021,INDIA,SR,3.32
EG_PHWR,2021,INDIA,NER,0.0
EG_PHWR,2022,INDIA,ER,0.0
EG_PHWR,2022,INDIA,WR,1.8399999999999999
EG_PHWR,2022,INDIA,NR,1.6199999999999999
EG_PHWR,2022,INDIA,SR,3.32
EG_PHWR,2022,INDIA,NER,0.0
EG_PHWR,2023,INDIA,ER,0.0
EG_PHWR,2023,INDIA,WR,1.8399999999999999
EG_PHWR,2023,INDIA,NR,1.6199999999999999
EG_PHWR,2023,INDIA,SR,3.32
EG_PHWR,2023,INDIA,NER,0.0
EG_PHWR,2024,INDIA,ER,0.0
EG_PHWR,2024,INDIA,WR,1.8399999999999999
EG_PHWR,2024,INDIA,NR,1.6199999999999999
EG_PHWR,2024,INDIA,SR,3.32
EG_PHWR,2024,INDIA,NER,0.0
EG_PHWR,2025,INDIA,ER,0.0
EG_PHWR,2025,INDIA,WR,1.8399999999999999
EG_PHWR,2025,INDIA,NR,1.6199999999999999
EG_PHWR,2025,INDIA,SR,3.32
EG_PHWR,2025,INDIA,NER,0.0
EG_PHWR,2026,INDIA,ER,0.0
EG_PHWR,2026,INDIA,WR,1.8399999999999999
EG_PHWR,2026,INDIA,NR,1.6199999999999999
EG_PHWR,2026,INDIA,SR,3.32
EG_PHWR,2026,INDIA,NER,0.0
EG_PHWR,2027,INDIA,ER,0.0
EG_PHWR,2027,INDIA,WR,1.8399999999999999
EG_PHWR,2027,INDIA,NR,1.6199999999999999
EG_PHWR,2027,INDIA,SR,3.32
EG_PHWR,2027,INDIA,NER,0.0
EG_PHWR,2028,INDIA,ER,0.0
EG_PHWR,2028,INDIA,WR,1.8399999999999999
EG_PHWR,2028,INDIA,NR,1.6199999999999999
EG_PHWR,2028,INDIA,SR,3.32
EG_PHWR,2028,INDIA,NER,0.0
EG_PHWR,2029,INDIA,ER,0.0
EG_PHWR,2029,INDIA,WR,1.8399999999999999
EG_PHWR,2029,INDIA,NR,1.6199999999999999
EG_PHWR,2029,INDIA,SR,3.32
EG_PHWR,2029,INDIA,NER,0.0
EG_PHWR,2030,INDIA,ER,0.0
EG_PHWR,2030,INDIA,WR,1.8399999999999999
EG_PHWR,2030,INDIA,NR,1.6199999999999999
EG_PHWR,2030,INDIA,SR,3.32
EG_PHWR,2030,INDIA,NER,0.0
EG_PHWR,2031,INDIA,ER,0.0
EG_PHWR,2031,INDIA,WR,1.8399999999999999
EG_PHWR,2031,INDIA,NR,1.6199999999999999
EG_PHWR,2031,INDIA,SR,3.32
EG_PHWR,2031,INDIA,NER,0.0
EG_LH,2021,INDIA,ER,2.79345
EG_LH,2021,INDIA,WR,7.037822
EG_LH,2021,INDIA,NR,18.937769999999997
EG_LH,2021,INDIA,SR,9.77035
EG_LH,2021,INDIA,NER,3.896
EG_LH,2022,INDIA,ER,2.79345
EG_LH,2022,INDIA,WR,7.037822
EG_LH,2022,INDIA,NR,18.937769999999997
EG_LH,2022,INDIA,SR,9.77035
EG_LH,2022,INDIA,NER,3.896
EG_LH,2023,INDIA,ER,2.79345
EG_LH,2023,INDIA,WR,7.037822
EG_LH,2023,INDIA,NR,18.937769999999997
EG_LH,2023,INDIA,SR,9.77035
EG_LH,2023,INDIA,NER,3.896
EG_LH,2024,INDIA,ER,2.79345
EG_LH,2024,INDIA,WR,7.037822
EG_LH,2024,INDIA,NR,18.937769999999997
EG_LH,2024,INDIA,SR,9.77035
EG_LH,2024,INDIA,NER,3.896
EG_LH,2025,INDIA,ER,2.79345
EG_LH,2025,INDIA,WR,7.037822
EG_LH,2025,INDIA,NR,18.937769999999997
EG_LH,2025,INDIA,SR,9.77035
EG_LH,2025,INDIA,NER,3.896
EG_LH,2026,INDIA,ER,2.79345
EG_LH,2026,INDIA,WR,7.037822
EG_LH,2026,INDIA,NR,18.937769999999997
EG_LH,2026,INDIA,SR,9.77035
EG_LH,2026,INDIA,NER,3.896
EG_LH,2027,INDIA,ER,2.79345
EG_LH,2027,INDIA,WR,7.037822
EG_LH,2027,INDIA,NR,18.937769999999997
EG_LH,2027,INDIA,SR,9.77035
EG_LH,2027,INDIA,NER,3.896
EG_LH,2028,INDIA,ER,2.79345
EG_LH,2028,INDIA,WR,7.037822
EG_LH,2028,INDIA,NR,18.937769999999997
EG_LH,2028,INDIA,SR,9.77035
EG_LH,2028,INDIA,NER,3.896
EG_LH,2029,INDIA,ER,2.79345
EG_LH,2029,INDIA,WR,7.037822
EG_LH,2029,INDIA,NR,18.937769999999997
EG_LH,2029,INDIA,SR,9.77035
EG_LH,2029,INDIA,NER,3.896
EG_LH,2030,INDIA,ER,2.79345
EG_LH,2030,INDIA,WR,7.037822
EG_LH,2030,INDIA,NR,18.937769999999997
EG_LH,2030,INDIA,SR,9.77035
EG_LH,2030,INDIA,NER,3.896
EG_LH,2031,INDIA,ER,2.79345
EG_LH,2031,INDIA,WR,7.037822
EG_LH,2031,INDIA,NR,18.937769999999997
EG_LH,2031,INDIA,SR,9.77035
EG_LH,2031,INDIA,NER,3.896
EG_SH,2021,INDIA,ER,0.237875
EG_SH,2021,INDIA,WR,0.620485
EG_SH,2021,INDIA,NR,1.6023100000000001
EG_SH,2021,INDIA,SR,1.8787800000000001
EG_SH,2021,INDIA,NER,0.33845499999999995
EG_SH,2022,INDIA,ER,0.237875
EG_SH,2022,INDIA,WR,0.620485
EG_SH,2022,INDIA,NR,1.6023100000000001
EG_SH,2022,INDIA,SR,1.8787800000000001
EG_SH,2022,INDIA,NER,0.33845499999999995
EG_SH,2023,INDIA,ER,0.237875
EG_SH,2023,INDIA,WR,0.620485
EG_SH,2023,INDIA,NR,1.6023100000000001
EG_SH,2023,INDIA,SR,1.8787800000000001
EG_SH,2023,INDIA,NER,0.33845499999999995
EG_SH,2024,INDIA,ER,0.237875
EG_SH,2024,INDIA,WR,0.620485
EG_SH,2024,INDIA,NR,1.6023100000000001
EG_SH,2024,INDIA,SR,1.8787800000000001
EG_SH,2024,INDIA,NER,0.33845499999999995
EG_SH,2025,INDIA,ER,0.237875
EG_SH,2025,INDIA,WR,0.620485
EG_SH,2025,INDIA,NR,1.6023100000000001
EG_SH,2025,INDIA,SR,1.8787800000000001
EG_SH,2025,INDIA,NER,0.33845499999999995
EG_SH,2026,INDIA,ER,0.237875
EG_SH,2026,INDIA,WR,0.620485
EG_SH,2026,INDIA,NR,1.6023100000000001
EG_SH,2026,INDIA,SR,1.8787800000000001
EG_SH,2026,INDIA,NER,0.33845499999999995
EG_SH,2027,INDIA,ER,0.237875
EG_SH,2027,INDIA,WR,0.620485
EG_SH,2027,INDIA,NR,1.6023100000000001
EG_SH,2027,INDIA,SR,1.8787800000000001
EG_SH,2027,INDIA,NER,0.33845499999999995
EG_SH,2028,INDIA,ER,0.237875
EG_SH,2028,INDIA,WR,0.620485
EG_SH,2028,INDIA,NR,1.6023100000000001
EG_SH,2028,INDIA,SR,1.8787800000000001
EG_SH,2028,INDIA,NER,0.33845499999999995
EG_SH,2029,INDIA,ER,0.237875
EG_SH,2029,INDIA,WR,0.620485
EG_SH,2029,INDIA,NR,1.6023100000000001
EG_SH,2029,INDIA,SR,1.8787800000000001
EG_SH,2029,INDIA,NER,0.33845499999999995
EG_SH,2030,INDIA,ER,0.237875
EG_SH,2030,INDIA,WR,0.620485
EG_SH,2030,INDIA,NR,1.6023100000000001
EG_SH,2030,INDIA,SR,1.8787800000000001
EG_SH,2030,INDIA,NER,0.33845499999999995
EG_SH,2031,INDIA,ER,0.237875
EG_SH,2031,INDIA,WR,0.620485
EG_SH,2031,INDIA,NR,1.6023100000000001
EG_SH,2031,INDIA,SR,1.8787800000000001
EG_SH,2031,INDIA,NER,0.33845499999999995
EG_BIOMASS,2021,INDIA,ER,0.5458799999999999
EG_BIOMASS,2021,INDIA,WR,3.04316
EG_BIOMASS,2021,INDIA,NR,3.4548400000000004
EG_BIOMASS,2021,INDIA,SR,3.77392
EG_BIOMASS,2021,INDIA,NER,0.0276
EG_BIOMASS,2022,INDIA,ER,0.5458799999999999
EG_BIOMASS,2022,INDIA,WR,3.04316
EG_BIOMASS,2022,INDIA,NR,3.4548400000000004
EG_BIOMASS,2022,INDIA,SR,3.77392
EG_BIOMASS,2022,INDIA,NER,0.0276
EG_BIOMASS,2023,INDIA,ER,0.5458799999999999
EG_BIOMASS,2023,INDIA,WR,3.04316
EG_BIOMASS,2023,INDIA,NR,3.4548400000000004
EG_BIOMASS,2023,INDIA,SR,3.77392
EG_BIOMASS,2023,INDIA,NER,0.0276
EG_BIOMASS,2024,INDIA,ER,0.5458799999999999
EG_BIOMASS,2024,INDIA,WR,3.04316
EG_BIOMASS,2024,INDIA,NR,3.4548400000000004
EG_BIOMASS,2024,INDIA,SR,3.77392
EG_BIOMASS,2024,INDIA,NER,0.0276
EG_BIOMASS,2025,INDIA,ER,0.5458799999999999
EG_BIOMASS,2025,INDIA,WR,3.04316
EG_BIOMASS,2025,INDIA,NR,3.4548400000000004
EG_BIOMASS,2025,INDIA,SR,3.77392
EG_BIOMASS,2025,INDIA,NER,0.0276
EG_BIOMASS,2026,INDIA,ER,0.5458799999999999
EG_BIOMASS,2026,INDIA,WR,3.04316
EG_BIOMASS,2026,INDIA,NR,3.4548400000000004
EG_BIOMASS,2026,INDIA,SR,3.77392
EG_BIOMASS,2026,INDIA,NER,0.0276
EG_BIOMASS,2027,INDIA,ER,0.5458799999999999
EG_BIOMASS,2027,INDIA,WR,3.04316
EG_BIOMASS,2027,INDIA,NR,3.4548400000000004
EG_BIOMASS,2027,INDIA,SR,3.77392
EG_BIOMASS,2027,INDIA,NER,0.0276
EG_BIOMASS,2028,INDIA,ER,0.5458799999999999
EG_BIOMASS,2028,INDIA,WR,3.04316
EG_BIOMASS,2028,INDIA,NR,3.4548400000000004
EG_BIOMASS,2028,INDIA,SR,3.77392
EG_BIOMASS,2028,INDIA,NER,0.0276
EG_BIOMASS,2029,INDIA,ER,0.5458799999999999
EG_BIOMASS,2029,INDIA,WR,3.04316
EG_BIOMASS,2029,INDIA,NR,3.4548400000000004
EG_BIOMASS,2029,INDIA,SR,3.77392
EG_BIOMASS,2029,INDIA,NER,0.0276
EG_BIOMASS,2030,INDIA,ER,0.5458799999999999
EG_BIOMASS,2030,INDIA,WR,3.04316
EG_BIOMASS,2030,INDIA,NR,3.4548400000000004
EG_BIOMASS,2030,INDIA,SR,3.77392
EG_BIOMASS,2030,INDIA,NER,0.0276
EG_BIOMASS,2031,INDIA,ER,0.5458799999999999
EG_BIOMASS,2031,INDIA,WR,3.04316
EG_BIOMASS,2031,INDIA,NR,3.4548400000000004
EG_BIOMASS,2031,INDIA,SR,3.77392
EG_BIOMASS,2031,INDIA,NER,0.0276
EG_SOLARPV,2021,INDIA,ER,0.78642
EG_SOLARPV,2021,INDIA,WR,7.834069
EG_SOLARPV,2021,INDIA,NR,8.359849
EG_SOLARPV,2021,INDIA,SR,19.088937
EG_SOLARPV,2021,INDIA,NER,0.0706
EG_SOLARPV,2022,INDIA,ER,0.78642
EG_SOLARPV,2022,INDIA,WR,7.834069
EG_SOLARPV,2022,INDIA,NR,8.359849
EG_SOLARPV,2022,INDIA,SR,19.088937
EG_SOLARPV,2022,INDIA,NER,0.0706
EG_SOLARPV,2023,INDIA,ER,0.78642
EG_SOLARPV,2023,INDIA,WR,7.834069
EG_SOLARPV,2023,INDIA,NR,8.359849
EG_SOLARPV,2023,INDIA,SR,19.088937
EG_SOLARPV,2023,INDIA,NER,0.0706
EG_SOLARPV,2024,INDIA,ER,0.78642
EG_SOLARPV,2024,INDIA,WR,7.834069
EG_SOLARPV,2024,INDIA,NR,8.359849
EG_SOLARPV,2024,INDIA,SR,19.088937
EG_SOLARPV,2024,INDIA,NER,0.0706
EG_SOLARPV,2025,INDIA,ER,0.78642
EG_SOLARPV,2025,INDIA,WR,7.834069
EG_SOLARPV,2025,INDIA,NR,8.359849
EG_SOLARPV,2025,INDIA,SR,19.088937
EG_SOLARPV,2025,INDIA,NER,0.0706
EG_SOLARPV,2026,INDIA,ER,0.78642
EG_SOLARPV,2026,INDIA,WR,7.834069
EG_SOLARPV,2026,INDIA,NR,8.359849
EG_SOLARPV,2026,INDIA,SR,19.088937
EG_SOLARPV,2026,INDIA,NER,0.0706
EG_SOLARPV,2027,INDIA,ER,0.78642
EG_SOLARPV,2027,INDIA,WR,7.834069
EG_SOLARPV,2027,INDIA,NR,8.359849
EG_SOLARPV,2027,INDIA,SR,19.088937
EG_SOLARPV,2027,INDIA,NER,0.0706
EG_SOLARPV,2028,INDIA,ER,0.78642
EG_SOLARPV,2028,INDIA,WR,7.834069
EG_SOLARPV,2028,INDIA,NR,8.359849
EG_SOLARPV,2028,INDIA,SR,19.088937
EG_SOLARPV,2028,INDIA,NER,0.0706
EG_SOLARPV,2029,INDIA,ER,0.78642
EG_SOLARPV,2029,INDIA,WR,7.834069
EG_SOLARPV,2029,INDIA,NR,8.359849
EG_SOLARPV,2029,INDIA,SR,19.088937
EG_SOLARPV,2029,INDIA,NER,0.0706
EG_SOLARPV,2030,INDIA,ER,0.78642
EG_SOLARPV,2030,INDIA,WR,7.834069
EG_SOLARPV,2030,INDIA,NR,8.359849
EG_SOLARPV,2030,INDIA,SR,19.088937
EG_SOLARPV,2030,INDIA,NER,0.0706
EG_SOLARPV,2031,INDIA,ER,0.78642
EG_SOLARPV,2031,INDIA,WR,7.834069
EG_SOLARPV,2031,INDIA,NR,8.359849
EG_SOLARPV,2031,INDIA,SR,19.088937
EG_SOLARPV,2031,INDIA,NER,0.0706
EG_WIND,2021,INDIA,ER,0.0
EG_WIND,2021,INDIA,WR,16.241467
EG_WIND,2021,INDIA,NR,4.405795
EG_WIND,2021,INDIA,SR,20.042483999999998
EG_WIND,2021,INDIA,NER,0.0
EG_WIND,2022,INDIA,ER,0.0
EG_WIND,2022,INDIA,WR,16.241467
EG_WIND,2022,INDIA,NR,4.405795
EG_WIND,2022,INDIA,SR,20.042483999999998
EG_WIND,2022,INDIA,NER,0.0
EG_WIND,2023,INDIA,ER,0.0
EG_WIND,2023,INDIA,WR,16.241467
EG_WIND,2023,INDIA,NR,4.405795
EG_WIND,2023,INDIA,SR,20.042483999999998
EG_WIND,2023,INDIA,NER,0.0
EG_WIND,2024,INDIA,ER,0.0
EG_WIND,2024,INDIA,WR,16.241467
EG_WIND,2024,INDIA,NR,4.405795
EG_WIND,2024,INDIA,SR,20.042483999999998
EG_WIND,2024,INDIA,NER,0.0
EG_WIND,2025,INDIA,ER,0.0
EG_WIND,2025,INDIA,WR,16.241467
EG_WIND,2025,INDIA,NR,4.405795
EG_WIND,2025,INDIA,SR,20.042483999999998
EG_WIND,2025,INDIA,NER,0.0
EG_WIND,2026,INDIA,ER,0.0
EG_WIND,2026,INDIA,WR,16.241467
EG_WIND,2026,INDIA,NR,4.405795
EG_WIND,2026,INDIA,SR,20.042483999999998
EG_WIND,2026,INDIA,NER,0.0
EG_WIND,2027,INDIA,ER,0.0
EG_WIND,2027,INDIA,WR,16.241467
EG_WIND,2027,INDIA,NR,4.405795
EG_WIND,2027,INDIA,SR,20.042483999999998
EG_WIND,2027,INDIA,NER,0.0
EG_WIND,2028,INDIA,ER,0.0
EG_WIND,2028,INDIA,WR,16.241467
EG_WIND,2028,INDIA,NR,4.405795
EG_WIND,2028,INDIA,SR,20.042483999999998
EG_WIND,2028,INDIA,NER,0.0
EG_WIND,2029,INDIA,ER,0.0
EG_WIND,2029,INDIA,WR,16.241467
EG_WIND,2029,INDIA,NR,4.405795
EG_WIND,2029,INDIA,SR,20.042483999999998
EG_WIND,2029,INDIA,NER,0.0
EG_WIND,2030,INDIA,ER,0.0
EG_WIND,2030,INDIA,WR,16.241467
EG_WIND,2030,INDIA,NR,4.405795
EG_WIND,2030,INDIA,SR,20.042483999999998
EG_WIND,2030,INDIA,NER,0.0
EG_WIND,2031,INDIA,ER,0.0
EG_WIND,2031,INDIA,WR,16.241467
EG_WIND,2031,INDIA,NR,4.405795
EG_WIND,2031,INDIA,SR,20.042483999999998
EG_WIND,2031,INDIA,NER,0.0
RF_MS,2021,INDIA,,32.9725
RF_MS,2022,INDIA,,32.9725
RF_MS,2023,INDIA,,32.9725
RF_MS,2024,INDIA,,32.9725
RF_MS,2025,INDIA,,32.9725
RF_MS,2026,INDIA,,32.9725
RF_MS,2027,INDIA,,32.9725
RF_MS,2028,INDIA,,32.9725
RF_MS,2029,INDIA,,32.9725
RF_MS,2030,INDIA,,32.9725
RF_MS,2031,INDIA,,32.9725
RF_HSD,2021,INDIA,,90.8622
RF_HSD,2022,INDIA,,90.8622
RF_HSD,2023,INDIA,,90.8622
RF_HSD,2024,INDIA,,90.8622
RF_HSD,2025,INDIA,,90.8622
RF_HSD,2026,INDIA,,90.8622
RF_HSD,2027,INDIA,,90.8622
RF_HSD,2028,INDIA,,90.8622
RF_HSD,2029,INDIA,,90.8622
RF_HSD,2030,INDIA,,90.8622
RF_HSD,2031,INDIA,,90.8622
RF_ATF,2021,INDIA,,8.7989
RF_ATF,2022,INDIA,,8.7989
RF_ATF,2023,INDIA,,8.7989
RF_ATF,2024,INDIA,,8.7989
RF_ATF,2025,INDIA,,8.7989
RF_ATF,2026,INDIA,,8.7989
RF_ATF,2027,INDIA,,8.7989
RF_ATF,2028,INDIA,,8.7989
RF_ATF,2029,INDIA,,8.7989
RF_ATF,2030,INDIA,,8.7989
RF_ATF,2031,INDIA,,8.7989
RF_LPG,2021,INDIA,,28.963
RF_LPG,2022,INDIA,,28.963
RF_LPG,2023,INDIA,,28.963
RF_LPG,2024,INDIA,,28.963
RF_LPG,2025,INDIA,,28.963
RF_LPG,2026,INDIA,,28.963
RF_LPG,2027,INDIA,,28.963
RF_LPG,2028,INDIA,,28.963
RF_LPG,2029,INDIA,,28.963
RF_LPG,2030,INDIA,,28.963
RF_LPG,2031,INDIA,,28.963
RF_OTHERPP,2021,INDIA,,34.1385
RF_OTHERPP,2022,INDIA,,34.1385
RF_OTHERPP,2023,INDIA,,34.1385
RF_OTHERPP,2024,INDIA,,34.1385
RF_OTHERPP,2025,INDIA,,34.1385
RF_OTHERPP,2026,INDIA,,34.1385
RF_OTHERPP,2027,INDIA,,34.1385
RF_OTHERPP,2028,INDIA,,34.1385
RF_OTHERPP,2029,INDIA,,34.1385
RF_OTHERPP,2030,INDIA,,34.1385
RF_OTHERPP,2031,INDIA,,34.1385
