ConsumerType1,ConsumerType2,ModelGeography,SubGeography1,SubGeography2,Year,LPG
RURAL,Q2,INDIA,ER,WB,2022,2995.039686
RURAL,Q2,INDIA,ER,WB,2023,2948.296445
RURAL,Q2,INDIA,ER,WB,2024,2902.282719
RURAL,Q2,INDIA,ER,WB,2025,2856.987125
RURAL,Q2,INDIA,ER,WB,2026,2812.398454
RURAL,Q2,INDIA,ER,WB,2027,2768.505674
RURAL,Q2,INDIA,ER,WB,2028,2725.297923
RURAL,Q2,INDIA,ER,WB,2029,2682.76451
RURAL,Q2,INDIA,ER,WB,2030,2640.894911
RURAL,Q2,INDIA,ER,WB,2031,2599.678767
RURAL,Q2,INDIA,ER,JH,2021,4496.813489
RURAL,Q2,INDIA,ER,JH,2022,4496.813489
RURAL,Q2,INDIA,ER,JH,2023,4496.813489
RURAL,Q2,INDIA,ER,JH,2024,4496.813489
RURAL,Q2,INDIA,ER,JH,2025,4496.813489
RURAL,Q2,INDIA,ER,JH,2026,4496.813489
RURAL,Q2,INDIA,ER,JH,2027,4496.813489
RURAL,Q2,INDIA,ER,JH,2028,4496.813489
RURAL,Q2,INDIA,ER,JH,2029,4496.813489
RURAL,Q2,INDIA,ER,JH,2030,4496.813489
RURAL,Q2,INDIA,ER,JH,2031,4496.813489
RURAL,Q2,INDIA,ER,OD,2021,3150.962194
RURAL,Q2,INDIA,ER,OD,2022,3105.627843
RURAL,Q2,INDIA,ER,OD,2023,3060.945738
RURAL,Q2,INDIA,ER,OD,2024,3016.906495
RURAL,Q2,INDIA,ER,OD,2025,2973.500866
RURAL,Q2,INDIA,ER,OD,2026,2930.719733
RURAL,Q2,INDIA,ER,OD,2027,2888.554112
RURAL,Q2,INDIA,ER,OD,2028,2846.995147
RURAL,Q2,INDIA,ER,OD,2029,2806.034111
RURAL,Q2,INDIA,ER,OD,2030,2765.6624
RURAL,Q2,INDIA,ER,OD,2031,2725.871535
RURAL,Q2,INDIA,WR,CG,2021,4051.540255
RURAL,Q2,INDIA,WR,CG,2022,4033.813299
RURAL,Q2,INDIA,WR,CG,2023,4016.163906
RURAL,Q2,INDIA,WR,CG,2024,3998.591734
RURAL,Q2,INDIA,WR,CG,2025,3981.096447
RURAL,Q2,INDIA,WR,CG,2026,3963.677709
RURAL,Q2,INDIA,WR,CG,2027,3946.335184
RURAL,Q2,INDIA,WR,CG,2028,3929.068538
RURAL,Q2,INDIA,WR,CG,2029,3911.87744
RURAL,Q2,INDIA,WR,CG,2030,3894.76156
RURAL,Q2,INDIA,WR,CG,2031,3877.720568
RURAL,Q2,INDIA,WR,MP,2021,3400.291442
RURAL,Q2,INDIA,WR,MP,2022,3344.650112
RURAL,Q2,INDIA,WR,MP,2023,3289.919279
RURAL,Q2,INDIA,WR,MP,2024,3236.084045
RURAL,Q2,INDIA,WR,MP,2025,3183.129754
RURAL,Q2,INDIA,WR,MP,2026,3131.041992
RURAL,Q2,INDIA,WR,MP,2027,3079.806577
RURAL,Q2,INDIA,WR,MP,2028,3029.409563
RURAL,Q2,INDIA,WR,MP,2029,2979.837231
RURAL,Q2,INDIA,WR,MP,2030,2931.076084
RURAL,Q2,INDIA,WR,MP,2031,2883.112851
RURAL,Q2,INDIA,WR,GJ,2021,4136.735361
RURAL,Q2,INDIA,WR,GJ,2022,4126.170977
RURAL,Q2,INDIA,WR,GJ,2023,4115.633572
RURAL,Q2,INDIA,WR,GJ,2024,4105.123077
RURAL,Q2,INDIA,WR,GJ,2025,4094.639425
RURAL,Q2,INDIA,WR,GJ,2026,4084.182545
RURAL,Q2,INDIA,WR,GJ,2027,4073.75237
RURAL,Q2,INDIA,WR,GJ,2028,4063.348831
RURAL,Q2,INDIA,WR,GJ,2029,4052.971861
RURAL,Q2,INDIA,WR,GJ,2030,4042.621392
RURAL,Q2,INDIA,WR,GJ,2031,4032.297356
RURAL,Q2,INDIA,WR,MH,2021,3413.610826
RURAL,Q2,INDIA,WR,MH,2022,3377.753447
RURAL,Q2,INDIA,WR,MH,2023,3342.272722
RURAL,Q2,INDIA,WR,MH,2024,3307.164695
RURAL,Q2,INDIA,WR,MH,2025,3272.425452
RURAL,Q2,INDIA,WR,MH,2026,3238.051117
RURAL,Q2,INDIA,WR,MH,2027,3204.037859
RURAL,Q2,INDIA,WR,MH,2028,3170.381884
RURAL,Q2,INDIA,WR,MH,2029,3137.07944
RURAL,Q2,INDIA,WR,MH,2030,3104.126812
RURAL,Q2,INDIA,WR,MH,2031,3071.520327
RURAL,Q2,INDIA,SR,AP,2021,2590.097798
RURAL,Q2,INDIA,SR,AP,2022,2541.635186
RURAL,Q2,INDIA,SR,AP,2023,2494.079346
RURAL,Q2,INDIA,SR,AP,2024,2447.413309
RURAL,Q2,INDIA,SR,AP,2025,2401.620428
RURAL,Q2,INDIA,SR,AP,2026,2356.684365
RURAL,Q2,INDIA,SR,AP,2027,2312.589089
RURAL,Q2,INDIA,SR,AP,2028,2269.318867
RURAL,Q2,INDIA,SR,AP,2029,2226.858263
RURAL,Q2,INDIA,SR,AP,2030,2185.192127
RURAL,Q2,INDIA,SR,AP,2031,2144.305595
RURAL,Q2,INDIA,SR,KA,2021,3563.586056
RURAL,Q2,INDIA,SR,KA,2022,3527.538368
RURAL,Q2,INDIA,SR,KA,2023,3491.855323
RURAL,Q2,INDIA,SR,KA,2024,3456.533233
RURAL,Q2,INDIA,SR,KA,2025,3421.568445
RURAL,Q2,INDIA,SR,KA,2026,3386.957346
RURAL,Q2,INDIA,SR,KA,2027,3352.696358
RURAL,Q2,INDIA,SR,KA,2028,3318.781939
RURAL,Q2,INDIA,SR,KA,2029,3285.210583
RURAL,Q2,INDIA,SR,KA,2030,3251.978821
RURAL,Q2,INDIA,SR,KA,2031,3219.083217
RURAL,Q2,INDIA,WR,GA,2021,3617.632145
RURAL,Q2,INDIA,WR,GA,2022,3617.632145
RURAL,Q2,INDIA,WR,GA,2023,3617.632145
RURAL,Q2,INDIA,WR,GA,2024,3617.632145
RURAL,Q2,INDIA,WR,GA,2025,3617.632145
RURAL,Q2,INDIA,WR,GA,2026,3617.632145
RURAL,Q2,INDIA,WR,GA,2027,3617.632145
RURAL,Q2,INDIA,WR,GA,2028,3617.632145
RURAL,Q2,INDIA,WR,GA,2029,3617.632145
RURAL,Q2,INDIA,WR,GA,2030,3617.632145
RURAL,Q2,INDIA,WR,GA,2031,3617.632145
RURAL,Q2,INDIA,SR,KL,2021,3838.683006
RURAL,Q2,INDIA,SR,KL,2022,3838.683006
RURAL,Q2,INDIA,SR,KL,2023,3838.683006
RURAL,Q2,INDIA,SR,KL,2024,3838.683006
RURAL,Q2,INDIA,SR,KL,2025,3838.683006
RURAL,Q2,INDIA,SR,KL,2026,3838.683006
RURAL,Q2,INDIA,SR,KL,2027,3838.683006
RURAL,Q2,INDIA,SR,KL,2028,3838.683006
RURAL,Q2,INDIA,SR,KL,2029,3838.683006
RURAL,Q2,INDIA,SR,KL,2030,3838.683006
RURAL,Q2,INDIA,SR,KL,2031,3838.683006
RURAL,Q2,INDIA,SR,TN,2021,2966.17052
RURAL,Q2,INDIA,SR,TN,2022,2951.671818
RURAL,Q2,INDIA,SR,TN,2023,2937.243985
RURAL,Q2,INDIA,SR,TN,2024,2922.886676
RURAL,Q2,INDIA,SR,TN,2025,2908.599546
RURAL,Q2,INDIA,SR,TN,2026,2894.382252
RURAL,Q2,INDIA,SR,TN,2027,2880.234452
RURAL,Q2,INDIA,SR,TN,2028,2866.155807
RURAL,Q2,INDIA,SR,TN,2029,2852.145979
RURAL,Q2,INDIA,SR,TN,2030,2838.204631
RURAL,Q2,INDIA,SR,TN,2031,2824.331428
RURAL,Q2,INDIA,SR,TS,2021,2590.097798
RURAL,Q2,INDIA,SR,TS,2022,2541.635186
RURAL,Q2,INDIA,SR,TS,2023,2494.079346
RURAL,Q2,INDIA,SR,TS,2024,2447.413309
RURAL,Q2,INDIA,SR,TS,2025,2401.620428
RURAL,Q2,INDIA,SR,TS,2026,2356.684365
RURAL,Q2,INDIA,SR,TS,2027,2312.589089
RURAL,Q2,INDIA,SR,TS,2028,2269.318867
RURAL,Q2,INDIA,SR,TS,2029,2226.858263
RURAL,Q2,INDIA,SR,TS,2030,2185.192127
RURAL,Q2,INDIA,SR,TS,2031,2144.305595
RURAL,Q3,INDIA,NR,JK,2021,4334.382115
RURAL,Q3,INDIA,NR,JK,2022,4331.818385
RURAL,Q3,INDIA,NR,JK,2023,4329.256171
RURAL,Q3,INDIA,NR,JK,2024,4326.695473
RURAL,Q3,INDIA,NR,JK,2025,4324.136289
RURAL,Q3,INDIA,NR,JK,2026,4321.578619
RURAL,Q3,INDIA,NR,JK,2027,4319.022462
RURAL,Q3,INDIA,NR,JK,2028,4316.467817
RURAL,Q3,INDIA,NR,JK,2029,4313.914683
RURAL,Q3,INDIA,NR,JK,2030,4311.363059
RURAL,Q3,INDIA,NR,JK,2031,4308.812944
RURAL,Q3,INDIA,NR,HP,2021,3242.369737
RURAL,Q3,INDIA,NR,HP,2022,3205.332061
RURAL,Q3,INDIA,NR,HP,2023,3168.717468
RURAL,Q3,INDIA,NR,HP,2024,3132.521123
RURAL,Q3,INDIA,NR,HP,2025,3096.738251
RURAL,Q3,INDIA,NR,HP,2026,3061.364127
RURAL,Q3,INDIA,NR,HP,2027,3026.394083
RURAL,Q3,INDIA,NR,HP,2028,2991.823503
RURAL,Q3,INDIA,NR,HP,2029,2957.647823
RURAL,Q3,INDIA,NR,HP,2030,2923.862533
RURAL,Q3,INDIA,NR,HP,2031,2890.463173
RURAL,Q3,INDIA,NR,PB,2021,3563.403839
RURAL,Q3,INDIA,NR,PB,2022,3545.083647
RURAL,Q3,INDIA,NR,PB,2023,3526.857642
RURAL,Q3,INDIA,NR,PB,2024,3508.725342
RURAL,Q3,INDIA,NR,PB,2025,3490.686263
RURAL,Q3,INDIA,NR,PB,2026,3472.739926
RURAL,Q3,INDIA,NR,PB,2027,3454.885856
RURAL,Q3,INDIA,NR,PB,2028,3437.123577
RURAL,Q3,INDIA,NR,PB,2029,3419.452618
RURAL,Q3,INDIA,NR,PB,2030,3401.872508
RURAL,Q3,INDIA,NR,PB,2031,3384.382782
RURAL,Q3,INDIA,WR,UT,2021,2115.8219
RURAL,Q3,INDIA,WR,UT,2022,2073.505462
RURAL,Q3,INDIA,WR,UT,2023,2032.035353
RURAL,Q3,INDIA,WR,UT,2024,1991.394646
RURAL,Q3,INDIA,WR,UT,2025,1951.566753
RURAL,Q3,INDIA,WR,UT,2026,1912.535418
RURAL,Q3,INDIA,WR,UT,2027,1874.28471
RURAL,Q3,INDIA,WR,UT,2028,1836.799015
RURAL,Q3,INDIA,WR,UT,2029,1800.063035
RURAL,Q3,INDIA,WR,UT,2030,1764.061774
RURAL,Q3,INDIA,WR,UT,2031,1728.780539
RURAL,Q3,INDIA,NR,UK,2021,3200.112443
RURAL,Q3,INDIA,NR,UK,2022,3153.637762
RURAL,Q3,INDIA,NR,UK,2023,3107.838025
RURAL,Q3,INDIA,NR,UK,2024,3062.70343
RURAL,Q3,INDIA,NR,UK,2025,3018.224317
RURAL,Q3,INDIA,NR,UK,2026,2974.391166
RURAL,Q3,INDIA,NR,UK,2027,2931.194596
RURAL,Q3,INDIA,NR,UK,2028,2888.625363
RURAL,Q3,INDIA,NR,UK,2029,2846.674356
RURAL,Q3,INDIA,NR,UK,2030,2805.332595
RURAL,Q3,INDIA,NR,UK,2031,2764.591234
RURAL,Q3,INDIA,NR,HR,2021,4182.353774
RURAL,Q3,INDIA,NR,HR,2022,4182.353774
RURAL,Q3,INDIA,NR,HR,2023,4182.353774
RURAL,Q3,INDIA,NR,HR,2024,4182.353774
RURAL,Q3,INDIA,NR,HR,2025,4182.353774
RURAL,Q3,INDIA,NR,HR,2026,4182.353774
RURAL,Q3,INDIA,NR,HR,2027,4182.353774
RURAL,Q3,INDIA,NR,HR,2028,4182.353774
RURAL,Q3,INDIA,NR,HR,2029,4182.353774
RURAL,Q3,INDIA,NR,HR,2030,4182.353774
RURAL,Q3,INDIA,NR,HR,2031,4182.353774
RURAL,Q3,INDIA,NR,DL,2021,1986.748062
RURAL,Q3,INDIA,NR,DL,2022,1947.013101
RURAL,Q3,INDIA,NR,DL,2023,1908.072839
RURAL,Q3,INDIA,NR,DL,2024,1869.911382
RURAL,Q3,INDIA,NR,DL,2025,1832.513154
RURAL,Q3,INDIA,NR,DL,2026,1795.862891
RURAL,Q3,INDIA,NR,DL,2027,1759.945633
RURAL,Q3,INDIA,NR,DL,2028,1724.746721
RURAL,Q3,INDIA,NR,DL,2029,1690.251786
RURAL,Q3,INDIA,NR,DL,2030,1656.446751
RURAL,Q3,INDIA,NR,DL,2031,1623.317816
RURAL,Q3,INDIA,NR,RJ,2021,3369.843155
RURAL,Q3,INDIA,NR,RJ,2022,3306.914898
RURAL,Q3,INDIA,NR,RJ,2023,3245.161761
RURAL,Q3,INDIA,NR,RJ,2024,3184.561797
RURAL,Q3,INDIA,NR,RJ,2025,3125.093474
RURAL,Q3,INDIA,NR,RJ,2026,3066.735659
RURAL,Q3,INDIA,NR,RJ,2027,3009.467615
RURAL,Q3,INDIA,NR,RJ,2028,2953.26899
RURAL,Q3,INDIA,NR,RJ,2029,2898.119816
RURAL,Q3,INDIA,NR,RJ,2030,2844.000494
RURAL,Q3,INDIA,NR,RJ,2031,2790.891793
RURAL,Q3,INDIA,NR,UP,2021,4113.8706
RURAL,Q3,INDIA,NR,UP,2022,4081.825251
RURAL,Q3,INDIA,NR,UP,2023,4050.029521
RURAL,Q3,INDIA,NR,UP,2024,4018.481467
RURAL,Q3,INDIA,NR,UP,2025,3987.17916
RURAL,Q3,INDIA,NR,UP,2026,3956.120684
RURAL,Q3,INDIA,NR,UP,2027,3925.304141
RURAL,Q3,INDIA,NR,UP,2028,3894.727646
RURAL,Q3,INDIA,NR,UP,2029,3864.38933
RURAL,Q3,INDIA,NR,UP,2030,3834.287336
RURAL,Q3,INDIA,NR,UP,2031,3804.419825
RURAL,Q3,INDIA,ER,BR,2021,4004.348344
RURAL,Q3,INDIA,ER,BR,2022,3985.112675
RURAL,Q3,INDIA,ER,BR,2023,3965.969409
RURAL,Q3,INDIA,ER,BR,2024,3946.9181
RURAL,Q3,INDIA,ER,BR,2025,3927.958309
RURAL,Q3,INDIA,ER,BR,2026,3909.089594
RURAL,Q3,INDIA,ER,BR,2027,3890.311519
RURAL,Q3,INDIA,ER,BR,2028,3871.623648
RURAL,Q3,INDIA,ER,BR,2029,3853.025548
RURAL,Q3,INDIA,ER,BR,2030,3834.516787
RURAL,Q3,INDIA,ER,BR,2031,3816.096937
RURAL,Q3,INDIA,NER,NE,2021,3600.762645
RURAL,Q3,INDIA,NER,NE,2022,3576.860127
RURAL,Q3,INDIA,NER,NE,2023,3553.116277
RURAL,Q3,INDIA,NER,NE,2024,3529.530044
RURAL,Q3,INDIA,NER,NE,2025,3506.10038
RURAL,Q3,INDIA,NER,NE,2026,3482.826247
RURAL,Q3,INDIA,NER,NE,2027,3459.706612
RURAL,Q3,INDIA,NER,NE,2028,3436.740449
RURAL,Q3,INDIA,NER,NE,2029,3413.926739
RURAL,Q3,INDIA,NER,NE,2030,3391.264471
RURAL,Q3,INDIA,NER,NE,2031,3368.75264
RURAL,Q3,INDIA,NER,AS,2021,3991.506038
RURAL,Q3,INDIA,NER,AS,2022,3986.475847
RURAL,Q3,INDIA,NER,AS,2023,3981.451995
RURAL,Q3,INDIA,NER,AS,2024,3976.434474
RURAL,Q3,INDIA,NER,AS,2025,3971.423277
RURAL,Q3,INDIA,NER,AS,2026,3966.418394
RURAL,Q3,INDIA,NER,AS,2027,3961.419819
RURAL,Q3,INDIA,NER,AS,2028,3956.427543
RURAL,Q3,INDIA,NER,AS,2029,3951.441559
RURAL,Q3,INDIA,NER,AS,2030,3946.461858
RURAL,Q3,INDIA,NER,AS,2031,3941.488433
RURAL,Q3,INDIA,ER,WB,2021,2749.125115
RURAL,Q3,INDIA,ER,WB,2022,2698.319321
RURAL,Q3,INDIA,ER,WB,2023,2648.452454
RURAL,Q3,INDIA,ER,WB,2024,2599.507163
RURAL,Q3,INDIA,ER,WB,2025,2551.466416
RURAL,Q3,INDIA,ER,WB,2026,2504.313495
RURAL,Q3,INDIA,ER,WB,2027,2458.031995
RURAL,Q3,INDIA,ER,WB,2028,2412.60581
RURAL,Q3,INDIA,ER,WB,2029,2368.019133
RURAL,Q3,INDIA,ER,WB,2030,2324.256449
RURAL,Q3,INDIA,ER,WB,2031,2281.302531
RURAL,Q3,INDIA,ER,JH,2021,3741.732822
RURAL,Q3,INDIA,ER,JH,2022,3710.188158
RURAL,Q3,INDIA,ER,JH,2023,3678.909431
RURAL,Q3,INDIA,ER,JH,2024,3647.894399
RURAL,Q3,INDIA,ER,JH,2025,3617.140839
RURAL,Q3,INDIA,ER,JH,2026,3586.646547
RURAL,Q3,INDIA,ER,JH,2027,3556.409338
RURAL,Q3,INDIA,ER,JH,2028,3526.427042
RURAL,Q3,INDIA,ER,JH,2029,3496.697513
RURAL,Q3,INDIA,ER,JH,2030,3467.218618
RURAL,Q3,INDIA,ER,JH,2031,3437.988245
RURAL,Q3,INDIA,ER,OD,2021,3041.931209
RURAL,Q3,INDIA,ER,OD,2022,3005.481129
RURAL,Q3,INDIA,ER,OD,2023,2969.467813
RURAL,Q3,INDIA,ER,OD,2024,2933.886029
RURAL,Q3,INDIA,ER,OD,2025,2898.730605
RURAL,Q3,INDIA,ER,OD,2026,2863.996433
RURAL,Q3,INDIA,ER,OD,2027,2829.678464
RURAL,Q3,INDIA,ER,OD,2028,2795.771712
RURAL,Q3,INDIA,ER,OD,2029,2762.271249
RURAL,Q3,INDIA,ER,OD,2030,2729.172207
RURAL,Q3,INDIA,ER,OD,2031,2696.469776
RURAL,Q3,INDIA,WR,CG,2021,2930.293827
RURAL,Q3,INDIA,WR,CG,2022,2874.78586
RURAL,Q3,INDIA,WR,CG,2023,2820.32937
RURAL,Q3,INDIA,WR,CG,2024,2766.904438
RURAL,Q3,INDIA,WR,CG,2025,2714.491524
RURAL,Q3,INDIA,WR,CG,2026,2663.071457
RURAL,Q3,INDIA,WR,CG,2027,2612.62543
RURAL,Q3,INDIA,WR,CG,2028,2563.134992
RURAL,Q3,INDIA,WR,CG,2029,2514.582042
RURAL,Q3,INDIA,WR,CG,2030,2466.94882
RURAL,Q3,INDIA,WR,CG,2031,2420.217905
RURAL,Q3,INDIA,WR,MP,2021,3608.666001
RURAL,Q3,INDIA,WR,MP,2022,3576.134468
RURAL,Q3,INDIA,WR,MP,2023,3543.896201
RURAL,Q3,INDIA,WR,MP,2024,3511.948557
RURAL,Q3,INDIA,WR,MP,2025,3480.288915
RURAL,Q3,INDIA,WR,MP,2026,3448.91468
RURAL,Q3,INDIA,WR,MP,2027,3417.823279
RURAL,Q3,INDIA,WR,MP,2028,3387.012161
RURAL,Q3,INDIA,WR,MP,2029,3356.478801
RURAL,Q3,INDIA,WR,MP,2030,3326.220694
RURAL,Q3,INDIA,WR,MP,2031,3296.235359
RURAL,Q3,INDIA,WR,GJ,2021,3871.153767
RURAL,Q3,INDIA,WR,GJ,2022,3871.153767
RURAL,Q3,INDIA,WR,GJ,2023,3871.153767
RURAL,Q3,INDIA,WR,GJ,2024,3871.153767
RURAL,Q3,INDIA,WR,GJ,2025,3871.153767
RURAL,Q3,INDIA,WR,GJ,2026,3871.153767
RURAL,Q3,INDIA,WR,GJ,2027,3871.153767
RURAL,Q3,INDIA,WR,GJ,2028,3871.153767
RURAL,Q3,INDIA,WR,GJ,2029,3871.153767
RURAL,Q3,INDIA,WR,GJ,2030,3871.153767
RURAL,Q3,INDIA,WR,GJ,2031,3871.153767
RURAL,Q3,INDIA,WR,MH,2021,2983.377098
RURAL,Q3,INDIA,WR,MH,2022,2940.31849
RURAL,Q3,INDIA,WR,MH,2023,2897.88134
RURAL,Q3,INDIA,WR,MH,2024,2856.056678
RURAL,Q3,INDIA,WR,MH,2025,2814.835665
RURAL,Q3,INDIA,WR,MH,2026,2774.209588
RURAL,Q3,INDIA,WR,MH,2027,2734.169862
RURAL,Q3,INDIA,WR,MH,2028,2694.708022
RURAL,Q3,INDIA,WR,MH,2029,2655.815728
RURAL,Q3,INDIA,WR,MH,2030,2617.484761
RURAL,Q3,INDIA,WR,MH,2031,2579.707019
RURAL,Q3,INDIA,SR,AP,2021,2464.254707
RURAL,Q3,INDIA,SR,AP,2022,2424.143494
RURAL,Q3,INDIA,SR,AP,2023,2384.68518
RURAL,Q3,INDIA,SR,AP,2024,2345.869138
RURAL,Q3,INDIA,SR,AP,2025,2307.684912
RURAL,Q3,INDIA,SR,AP,2026,2270.12222
RURAL,Q3,INDIA,SR,AP,2027,2233.170944
RURAL,Q3,INDIA,SR,AP,2028,2196.821132
RURAL,Q3,INDIA,SR,AP,2029,2161.062994
RURAL,Q3,INDIA,SR,AP,2030,2125.886899
RURAL,Q3,INDIA,SR,AP,2031,2091.283373
RURAL,Q3,INDIA,SR,KA,2021,2725.471004
RURAL,Q3,INDIA,SR,KA,2022,2670.961584
RURAL,Q3,INDIA,SR,KA,2023,2617.542352
RURAL,Q3,INDIA,SR,KA,2024,2565.191505
RURAL,Q3,INDIA,SR,KA,2025,2513.887675
RURAL,Q3,INDIA,SR,KA,2026,2463.609922
RURAL,Q3,INDIA,SR,KA,2027,2414.337723
RURAL,Q3,INDIA,SR,KA,2028,2366.050969
RURAL,Q3,INDIA,SR,KA,2029,2318.729949
RURAL,Q3,INDIA,SR,KA,2030,2272.35535
RURAL,Q3,INDIA,SR,KA,2031,2226.908243
RURAL,Q3,INDIA,WR,GA,2021,2719.888451
RURAL,Q3,INDIA,WR,GA,2022,2665.490682
RURAL,Q3,INDIA,WR,GA,2023,2612.180869
RURAL,Q3,INDIA,WR,GA,2024,2559.937251
RURAL,Q3,INDIA,WR,GA,2025,2508.738506
RURAL,Q3,INDIA,WR,GA,2026,2458.563736
RURAL,Q3,INDIA,WR,GA,2027,2409.392461
RURAL,Q3,INDIA,WR,GA,2028,2361.204612
RURAL,Q3,INDIA,WR,GA,2029,2313.98052
RURAL,Q3,INDIA,WR,GA,2030,2267.700909
RURAL,Q3,INDIA,WR,GA,2031,2222.346891
RURAL,Q3,INDIA,SR,KL,2021,2933.776622
RURAL,Q3,INDIA,SR,KL,2022,2903.693725
RURAL,Q3,INDIA,SR,KL,2023,2873.919299
RURAL,Q3,INDIA,SR,KL,2024,2844.450178
RURAL,Q3,INDIA,SR,KL,2025,2815.283234
RURAL,Q3,INDIA,SR,KL,2026,2786.415367
RURAL,Q3,INDIA,SR,KL,2027,2757.843511
RURAL,Q3,INDIA,SR,KL,2028,2729.564629
RURAL,Q3,INDIA,SR,KL,2029,2701.57572
RURAL,Q3,INDIA,SR,KL,2030,2673.873807
RURAL,Q3,INDIA,SR,KL,2031,2646.45595
RURAL,Q3,INDIA,SR,TN,2021,2730.780393
RURAL,Q3,INDIA,SR,TN,2022,2711.757428
RURAL,Q3,INDIA,SR,TN,2023,2692.866979
RURAL,Q3,INDIA,SR,TN,2024,2674.108123
RURAL,Q3,INDIA,SR,TN,2025,2655.479944
RURAL,Q3,INDIA,SR,TN,2026,2636.981531
RURAL,Q3,INDIA,SR,TN,2027,2618.611981
RURAL,Q3,INDIA,SR,TN,2028,2600.370395
RURAL,Q3,INDIA,SR,TN,2029,2582.255883
RURAL,Q3,INDIA,SR,TN,2030,2564.267558
RURAL,Q3,INDIA,SR,TN,2031,2546.404542
RURAL,Q3,INDIA,SR,TS,2021,2464.254707
RURAL,Q3,INDIA,SR,TS,2022,2424.143494
RURAL,Q3,INDIA,SR,TS,2023,2384.68518
RURAL,Q3,INDIA,SR,TS,2024,2345.869138
RURAL,Q3,INDIA,SR,TS,2025,2307.684912
RURAL,Q3,INDIA,SR,TS,2026,2270.12222
RURAL,Q3,INDIA,SR,TS,2027,2233.170944
RURAL,Q3,INDIA,SR,TS,2028,2196.821132
RURAL,Q3,INDIA,SR,TS,2029,2161.062994
RURAL,Q3,INDIA,SR,TS,2030,2125.886899
RURAL,Q3,INDIA,SR,TS,2031,2091.283373
URBAN,Q3,INDIA,NR,JK,2021,3096.311916
URBAN,Q3,INDIA,NR,JK,2022,3037.796343
URBAN,Q3,INDIA,NR,JK,2023,2980.386625
URBAN,Q3,INDIA,NR,JK,2024,2924.061863
URBAN,Q3,INDIA,NR,JK,2025,2868.801554
URBAN,Q3,INDIA,NR,JK,2026,2814.58558
URBAN,Q3,INDIA,NR,JK,2027,2761.394205
URBAN,Q3,INDIA,NR,JK,2028,2709.208066
URBAN,Q3,INDIA,NR,JK,2029,2658.008165
URBAN,Q3,INDIA,NR,JK,2030,2607.775864
URBAN,Q3,INDIA,NR,JK,2031,2558.492878
URBAN,Q3,INDIA,NR,HP,2021,2060.622885
URBAN,Q3,INDIA,NR,HP,2022,2060.622885
URBAN,Q3,INDIA,NR,HP,2023,2060.622885
URBAN,Q3,INDIA,NR,HP,2024,2060.622885
URBAN,Q3,INDIA,NR,HP,2025,2060.622885
URBAN,Q3,INDIA,NR,HP,2026,2060.622885
URBAN,Q3,INDIA,NR,HP,2027,2060.622885
URBAN,Q3,INDIA,NR,HP,2028,2060.622885
URBAN,Q3,INDIA,NR,HP,2029,2060.622885
URBAN,Q3,INDIA,NR,HP,2030,2060.622885
URBAN,Q3,INDIA,NR,HP,2031,2060.622885
URBAN,Q3,INDIA,NR,PB,2021,3334.948121
URBAN,Q3,INDIA,NR,PB,2022,3334.948121
URBAN,Q3,INDIA,NR,PB,2023,3334.948121
URBAN,Q3,INDIA,NR,PB,2024,3334.948121
URBAN,Q3,INDIA,NR,PB,2025,3334.948121
URBAN,Q3,INDIA,NR,PB,2026,3334.948121
URBAN,Q3,INDIA,NR,PB,2027,3334.948121
URBAN,Q3,INDIA,NR,PB,2028,3334.948121
URBAN,Q3,INDIA,NR,PB,2029,3334.948121
URBAN,Q3,INDIA,NR,PB,2030,3334.948121
URBAN,Q3,INDIA,NR,PB,2031,3334.948121
URBAN,Q3,INDIA,WR,UT,2021,2285.768645
URBAN,Q3,INDIA,WR,UT,2022,2247.728264
URBAN,Q3,INDIA,WR,UT,2023,2210.320961
URBAN,Q3,INDIA,WR,UT,2024,2173.536201
URBAN,Q3,INDIA,WR,UT,2025,2137.363623
URBAN,Q3,INDIA,WR,UT,2026,2101.793039
URBAN,Q3,INDIA,WR,UT,2027,2066.81443
URBAN,Q3,INDIA,WR,UT,2028,2032.417944
URBAN,Q3,INDIA,WR,UT,2029,1998.593895
URBAN,Q3,INDIA,WR,UT,2030,1965.332754
URBAN,Q3,INDIA,WR,UT,2031,1932.625154
URBAN,Q3,INDIA,NR,UK,2021,3591.218006
URBAN,Q3,INDIA,NR,UK,2022,3591.218006
URBAN,Q3,INDIA,NR,UK,2023,3591.218006
URBAN,Q3,INDIA,NR,UK,2024,3591.218006
URBAN,Q3,INDIA,NR,UK,2025,3591.218006
URBAN,Q3,INDIA,NR,UK,2026,3591.218006
URBAN,Q3,INDIA,NR,UK,2027,3591.218006
URBAN,Q3,INDIA,NR,UK,2028,3591.218006
URBAN,Q3,INDIA,NR,UK,2029,3591.218006
URBAN,Q3,INDIA,NR,UK,2030,3591.218006
URBAN,Q3,INDIA,NR,UK,2031,3591.218006
URBAN,Q3,INDIA,NR,HR,2021,3507.337793
URBAN,Q3,INDIA,NR,HR,2022,3499.193393
URBAN,Q3,INDIA,NR,HR,2023,3491.067905
URBAN,Q3,INDIA,NR,HR,2024,3482.961285
URBAN,Q3,INDIA,NR,HR,2025,3474.873489
URBAN,Q3,INDIA,NR,HR,2026,3466.804474
URBAN,Q3,INDIA,NR,HR,2027,3458.754196
URBAN,Q3,INDIA,NR,HR,2028,3450.722612
