EnergyService,EnergyCarrier,ConsumerType1,ModelGeography,SubGeography1,SubGeography2,Year,Season,DayType,DaySlice,EnergyDemand
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2021,SUMMER,ALLDAYS,NIGHT,0.580521492
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2021,SUMMER,ALLDAYS,EARLY,0.183709333
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2021,SUMMER,ALLDAYS,MORN,0.176360959
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2021,SUMMER,ALLDAYS,MID,0.176360959
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2021,SUMMER,ALLDAYS,AFTERNOON,0.176360959
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2021,SUMMER,ALLDAYS,EVENING,0.235147946
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2021,MONSOON,ALLDAYS,NIGHT,0.580521492
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2021,MONSOON,ALLDAYS,EARLY,0.183709333
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2021,MONSOON,ALLDAYS,MORN,0.176360959
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2021,MONSOON,ALLDAYS,MID,0.176360959
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2021,MONSOON,ALLDAYS,AFTERNOON,0.176360959
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2021,MONSOON,ALLDAYS,EVENING,0.235147946
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2021,AUTUMN,ALLDAYS,NIGHT,0.580521492
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2021,AUTUMN,ALLDAYS,EARLY,0.183709333
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2021,AUTUMN,ALLDAYS,MORN,0.176360959
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2021,AUTUMN,ALLDAYS,MID,0.176360959
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2021,AUTUMN,ALLDAYS,AFTERNOON,0.176360959
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2021,AUTUMN,ALLDAYS,EVENING,0.235147946
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2021,WINTER,ALLDAYS,NIGHT,0.580521492
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2021,WINTER,ALLDAYS,EARLY,0.183709333
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2021,WINTER,ALLDAYS,MORN,0.176360959
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2021,WINTER,ALLDAYS,MID,0.176360959
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2021,WINTER,ALLDAYS,AFTERNOON,0.176360959
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2021,WINTER,ALLDAYS,EVENING,0.235147946
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2021,SPRING,ALLDAYS,NIGHT,0.580521492
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2021,SPRING,ALLDAYS,EARLY,0.183709333
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2021,SPRING,ALLDAYS,MORN,0.176360959
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2021,SPRING,ALLDAYS,MID,0.176360959
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2021,SPRING,ALLDAYS,AFTERNOON,0.176360959
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2021,SPRING,ALLDAYS,EVENING,0.235147946
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2022,SUMMER,ALLDAYS,NIGHT,0.597836314
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2022,SUMMER,ALLDAYS,EARLY,0.189188707
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2022,SUMMER,ALLDAYS,MORN,0.181621159
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2022,SUMMER,ALLDAYS,MID,0.181621159
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2022,SUMMER,ALLDAYS,AFTERNOON,0.181621159
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2022,SUMMER,ALLDAYS,EVENING,0.242161545
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2022,MONSOON,ALLDAYS,NIGHT,0.597836314
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2022,MONSOON,ALLDAYS,EARLY,0.189188707
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2022,MONSOON,ALLDAYS,MORN,0.181621159
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2022,MONSOON,ALLDAYS,MID,0.181621159
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2022,MONSOON,ALLDAYS,AFTERNOON,0.181621159
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2022,MONSOON,ALLDAYS,EVENING,0.242161545
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2022,AUTUMN,ALLDAYS,NIGHT,0.597836314
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2022,AUTUMN,ALLDAYS,EARLY,0.189188707
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2022,AUTUMN,ALLDAYS,MORN,0.181621159
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2022,AUTUMN,ALLDAYS,MID,0.181621159
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2022,AUTUMN,ALLDAYS,AFTERNOON,0.181621159
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2022,AUTUMN,ALLDAYS,EVENING,0.242161545
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2022,WINTER,ALLDAYS,NIGHT,0.597836314
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2022,WINTER,ALLDAYS,EARLY,0.189188707
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2022,WINTER,ALLDAYS,MORN,0.181621159
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2022,WINTER,ALLDAYS,MID,0.181621159
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2022,WINTER,ALLDAYS,AFTERNOON,0.181621159
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2022,WINTER,ALLDAYS,EVENING,0.242161545
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2022,SPRING,ALLDAYS,NIGHT,0.597836314
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2022,SPRING,ALLDAYS,EARLY,0.189188707
