ServiceTech,ConsumerType1,ModelGeography,SubGeography1,SubGeography2,Year,NumInstances
COOLER,RURAL,INDIA,WR,MH,2032,1.010892306
COOLER,RURAL,INDIA,WR,MH,2033,1.011805336
COOLER,RURAL,INDIA,WR,MH,2034,1.012719191
COOLER,RURAL,INDIA,WR,MH,2035,1.013633871
COOLER,RURAL,INDIA,WR,MH,2036,1.014549377
COOLER,RURAL,INDIA,WR,MH,2037,1.015465709
COOLER,RURAL,INDIA,WR,MH,2038,1.01638287
COOLER,RURAL,INDIA,WR,MH,2039,1.017300859
COOLER,RURAL,INDIA,WR,MH,2040,1.018219677
COOLER,RURAL,INDIA,WR,MH,2041,1.019139325
COOLER,RURAL,INDIA,WR,GA,2024,1.010566235
COOLER,RURAL,INDIA,WR,GA,2025,1.012076322
COOLER,RURAL,INDIA,WR,GA,2026,1.012983593
COOLER,RURAL,INDIA,WR,GA,2027,1.013891676
COOLER,RURAL,INDIA,WR,GA,2028,1.014800574
COOLER,RURAL,INDIA,WR,GA,2029,1.015710287
COOLER,RURAL,INDIA,WR,GA,2030,1.016620815
COOLER,RURAL,INDIA,WR,GA,2031,1.01753216
COOLER,RURAL,INDIA,WR,GA,2032,1.018444321
COOLER,RURAL,INDIA,WR,GA,2033,1.0193573
COOLER,RURAL,INDIA,WR,GA,2034,1.020271098
COOLER,RURAL,INDIA,WR,GA,2035,1.021185714
COOLER,RURAL,INDIA,WR,GA,2036,1.022101151
COOLER,RURAL,INDIA,WR,GA,2037,1.023017408
COOLER,RURAL,INDIA,WR,GA,2038,1.023934487
COOLER,RURAL,INDIA,WR,GA,2039,1.024852388
COOLER,RURAL,INDIA,WR,GA,2040,1.025771111
COOLER,RURAL,INDIA,WR,GA,2041,1.026690658
COOLER,RURAL,INDIA,NER,AS,2024,1.003014041
COOLER,RURAL,INDIA,NER,AS,2025,1.004524125
COOLER,RURAL,INDIA,NER,AS,2026,1.005431403
COOLER,RURAL,INDIA,NER,AS,2027,1.006339501
COOLER,RURAL,INDIA,NER,AS,2028,1.007248418
COOLER,RURAL,INDIA,NER,AS,2029,1.008158157
COOLER,RURAL,INDIA,NER,AS,2030,1.009068718
COOLER,RURAL,INDIA,NER,AS,2031,1.0099801
COOLER,RURAL,INDIA,NER,AS,2032,1.010892306
COOLER,RURAL,INDIA,NER,AS,2033,1.011805336
COOLER,RURAL,INDIA,NER,AS,2034,1.012719191
COOLER,RURAL,INDIA,NER,AS,2035,1.013633871
COOLER,RURAL,INDIA,NER,AS,2036,1.014549377
COOLER,RURAL,INDIA,NER,AS,2037,1.015465709
COOLER,RURAL,INDIA,NER,AS,2038,1.01638287
COOLER,RURAL,INDIA,NER,AS,2039,1.017300859
COOLER,RURAL,INDIA,NER,AS,2040,1.018219677
COOLER,RURAL,INDIA,NER,AS,2041,1.019139325
COOLER,RURAL,INDIA,NER,NE,2024,1.003014041
COOLER,RURAL,INDIA,NER,NE,2025,1.004524125
COOLER,RURAL,INDIA,NER,NE,2026,1.005431403
COOLER,RURAL,INDIA,NER,NE,2027,1.006339501
COOLER,RURAL,INDIA,NER,NE,2028,1.007248418
COOLER,RURAL,INDIA,NER,NE,2029,1.008158157
COOLER,RURAL,INDIA,NER,NE,2030,1.009068718
COOLER,RURAL,INDIA,NER,NE,2031,1.0099801
COOLER,RURAL,INDIA,NER,NE,2032,1.010892306
COOLER,RURAL,INDIA,NER,NE,2033,1.011805336
COOLER,RURAL,INDIA,NER,NE,2034,1.012719191
COOLER,RURAL,INDIA,NER,NE,2035,1.013633871
COOLER,RURAL,INDIA,NER,NE,2036,1.014549377
COOLER,RURAL,INDIA,NER,NE,2037,1.015465709
COOLER,RURAL,INDIA,NER,NE,2038,1.01638287
COOLER,RURAL,INDIA,NER,NE,2039,1.017300859
COOLER,RURAL,INDIA,NER,NE,2040,1.018219677
COOLER,RURAL,INDIA,NER,NE,2041,1.019139325
COOLER,RURAL,INDIA,SR,AP,2024,1.018986411
COOLER,RURAL,INDIA,SR,AP,2025,1.024747227
COOLER,RURAL,INDIA,SR,AP,2026,1.028221299
COOLER,RURAL,INDIA,SR,AP,2027,1.031707149
COOLER,RURAL,INDIA,SR,AP,2028,1.035204816
COOLER,RURAL,INDIA,SR,AP,2029,1.038714341
COOLER,RURAL,INDIA,SR,AP,2030,1.042235764
COOLER,RURAL,INDIA,SR,AP,2031,1.045769126
COOLER,RURAL,INDIA,SR,AP,2032,1.049314466
COOLER,RURAL,INDIA,SR,AP,2033,1.052871825
COOLER,RURAL,INDIA,SR,AP,2034,1.056441244
COOLER,RURAL,INDIA,SR,AP,2035,1.060022765
COOLER,RURAL,INDIA,SR,AP,2036,1.063616427
COOLER,RURAL,INDIA,SR,AP,2037,1.067222272
COOLER,RURAL,INDIA,SR,AP,2038,1.070840342
COOLER,RURAL,INDIA,SR,AP,2039,1.074470678
COOLER,RURAL,INDIA,SR,AP,2040,1.078113322
COOLER,RURAL,INDIA,SR,AP,2041,1.081768314
COOLER,RURAL,INDIA,SR,KA,2024,1.023712887
COOLER,RURAL,INDIA,SR,KA,2025,1.031880425
COOLER,RURAL,INDIA,SR,KA,2026,1.036816124
COOLER,RURAL,INDIA,SR,KA,2027,1.041775431
COOLER,RURAL,INDIA,SR,KA,2028,1.046758459
COOLER,RURAL,INDIA,SR,KA,2029,1.051765323
COOLER,RURAL,INDIA,SR,KA,2030,1.056796135
COOLER,RURAL,INDIA,SR,KA,2031,1.061851011
COOLER,RURAL,INDIA,SR,KA,2032,1.066930065
COOLER,RURAL,INDIA,SR,KA,2033,1.072033414
COOLER,RURAL,INDIA,SR,KA,2034,1.077161172
COOLER,RURAL,INDIA,SR,KA,2035,1.082313458
COOLER,RURAL,INDIA,SR,KA,2036,1.087490389
COOLER,RURAL,INDIA,SR,KA,2037,1.092692081
COOLER,RURAL,INDIA,SR,KA,2038,1.097918655
COOLER,RURAL,INDIA,SR,KA,2039,1.103170228
COOLER,RURAL,INDIA,SR,KA,2040,1.108446921
COOLER,RURAL,INDIA,SR,KA,2041,1.113748853
COOLER,RURAL,INDIA,SR,KL,2024,1.021524834
COOLER,RURAL,INDIA,SR,KL,2025,1.025444897
COOLER,RURAL,INDIA,SR,KL,2026,1.027805057
COOLER,RURAL,INDIA,SR,KL,2027,1.030170649
COOLER,RURAL,INDIA,SR,KL,2028,1.032541685
COOLER,RURAL,INDIA,SR,KL,2029,1.034918179
COOLER,RURAL,INDIA,SR,KL,2030,1.037300142
COOLER,RURAL,INDIA,SR,KL,2031,1.039687588
COOLER,RURAL,INDIA,SR,KL,2032,1.042080529
COOLER,RURAL,INDIA,SR,KL,2033,1.044478977
COOLER,RURAL,INDIA,SR,KL,2034,1.046882946
COOLER,RURAL,INDIA,SR,KL,2035,1.049292447
COOLER,RURAL,INDIA,SR,KL,2036,1.051707494
COOLER,RURAL,INDIA,SR,KL,2037,1.0541281
COOLER,RURAL,INDIA,SR,KL,2038,1.056554277
COOLER,RURAL,INDIA,SR,KL,2039,1.058986038
COOLER,RURAL,INDIA,SR,KL,2040,1.061423395
COOLER,RURAL,INDIA,SR,KL,2041,1.063866363
COOLER,RURAL,INDIA,SR,TN,2024,1.010566235
COOLER,RURAL,INDIA,SR,TN,2025,1.012076322
COOLER,RURAL,INDIA,SR,TN,2026,1.012983593
COOLER,RURAL,INDIA,SR,TN,2027,1.013891676
COOLER,RURAL,INDIA,SR,TN,2028,1.014800574
COOLER,RURAL,INDIA,SR,TN,2029,1.015710287
COOLER,RURAL,INDIA,SR,TN,2030,1.016620815
COOLER,RURAL,INDIA,SR,TN,2031,1.01753216
COOLER,RURAL,INDIA,SR,TN,2032,1.018444321
COOLER,RURAL,INDIA,SR,TN,2033,1.0193573
COOLER,RURAL,INDIA,SR,TN,2034,1.020271098
COOLER,RURAL,INDIA,SR,TN,2035,1.021185714
COOLER,RURAL,INDIA,SR,TN,2036,1.022101151
COOLER,RURAL,INDIA,SR,TN,2037,1.023017408
COOLER,RURAL,INDIA,SR,TN,2038,1.023934487
